Date,USD,EUR,GBP,INR,AED,CNY
2002-03-05,297.8,342.57,209.59,14493.92,1093.82,2464.74
2002-03-06,292.7,334.51,205.81,14242.78,1075.12,2422.56
2002-03-07,291,330.42,204.2,14174.61,1068.87,2408.64
2002-03-08,289.15,330,203.28,14096.06,1062.05,2393.32
2002-03-11,291.2,332.31,204.81,14184.35,1069.58,2410.23
2002-03-12,293.6,336.2,208.09,14307.12,1078.39,2430.04
2002-03-13,293.15,334.72,207.47,14273.47,1076.74,2426.43
2002-03-14,291.2,329.97,204.93,14187.26,1069.55,2410.38
2002-03-15,290.3,328.5,203.7,14131.79,1066.27,2402.96
2002-03-18,292.05,331.38,204.99,14219.9,1072.7,2417.38
2002-03-19,293.1,331.97,205.77,14276.89,1076.56,2426.13
2002-03-20,291.85,329.96,204.74,14216,1071.99,2415.76
2002-03-21,292.75,331.88,205.24,14265.71,1075.27,2423.15
2002-03-22,294.25,334.68,206.25,14344.69,1080.84,2435.51
2002-03-25,297.7,339.53,208.8,14512.87,1093.45,2464.03
2002-03-26,296.1,337.74,207.51,14428.94,1087.57,2450.85
2002-03-27,299,342.58,210.22,14585.22,1098.2,2474.88
2002-03-28,301.4,345.48,211.66,14702.29,1107.04,2494.81
2002-03-29,301.4,345.48,211.66,14702.29,1107.04,2494.81
2002-04-01,301.4,342.66,209.54,14702.29,1107.07,2494.81
2002-04-02,304,344.91,210.97,14835.2,1116.62,2516.27
2002-04-03,303.75,344.9,211.38,14841.22,1115.67,2514.23
2002-04-04,301.7,341.87,209.86,14744.08,1108.14,2497.2
2002-04-05,301,342.36,209.72,14691.81,1105.6,2491.38
2002-04-08,300.45,343.37,209.68,14679.98,1103.58,2486.82
2002-04-09,298.7,340.86,208.58,14597.47,1097.15,2472.31
2002-04-10,298,338.98,207.51,14560.28,1094.55,2466.58
2002-04-11,301.3,340.99,209.43,14727.53,1106.7,2493.89
2002-04-12,300.35,341.38,209.04,14684.1,1103.18,2486.06
2002-04-15,300.1,340.67,208.69,14677.88,1102.27,2483.96
2002-04-16,297.75,337.24,206.89,14562.95,1093.64,2464.54
2002-04-17,300.85,338.91,208.55,14714.56,1105.02,2490.19
2002-04-18,304.25,341.59,210.2,14871.74,1117.51,2518.34
2002-04-19,301.8,339.48,208.55,14748.96,1108.51,2498.15
2002-04-22,303.7,341.7,209.5,14850.93,1115.52,2513.79
2002-04-23,302.7,340.3,208.95,14820.19,1111.82,2505.54
2002-04-24,304.2,341.03,209.97,14890.59,1117.33,2517.98
2002-04-25,307.25,341.92,211.19,15039.89,1128.56,2543.23
2002-04-26,306.6,341.16,210.8,15004.99,1126.17,2537.82
2002-04-29,309.7,343.54,212.53,15162.91,1137.53,2563.39
2002-04-30,308.2,342.03,211.49,15080.22,1132.05,2551.06
2002-05-01,308.35,340.27,210.9,15087.56,1132.6,2552.3
2002-05-02,307.6,340.68,210.2,15050.86,1129.81,2546.1
2002-05-03,310.45,340.07,211.46,15196.52,1140.28,2569.69
2002-05-06,310.45,338.92,211.58,15187.21,1140.28,2569.69
2002-05-07,312,341.92,213.06,15269.28,1145.98,2582.52
2002-05-08,310.5,341.77,212.85,15189.66,1140.47,2570.1
2002-05-09,308.85,340.03,211.91,15115.11,1134.41,2556.41
2002-05-10,311.15,340.87,212.99,15237.01,1142.85,2575.42
2002-05-13,310.75,341.15,212.89,15220.53,1141.38,2572.05
2002-05-14,308.4,342.13,213.03,15102.34,1132.75,2552.63
2002-05-15,308.3,339.95,211.81,15103.6,1132.35,2551.77
2002-05-16,310.1,341.14,213.08,15194.89,1139,2566.63
2002-05-17,310.6,337.24,212.62,15216.28,1140.83,2570.77
2002-05-20,311.5,338.11,213.53,15266.61,1144.14,2578.22
2002-05-21,315.2,343.28,216.5,15432.19,1157.73,2608.88
2002-05-22,317.1,342.14,217.37,15525.21,1164.71,2624.64
2002-05-23,317.15,344.24,218.35,15546.68,1164.89,2625.05
2002-05-24,320.95,347.8,220.24,15716.91,1178.85,2656.53
2002-05-27,320.05,347.99,219.66,15666.44,1175.51,2649.02
2002-05-28,320.2,344.67,218.96,15680.19,1176.09,2650.17
2002-05-29,327.05,350.84,224.01,16012.36,1201.25,2706.86
2002-05-30,326,347.66,222.57,15967.48,1197.37,2698.17
2002-05-31,326.6,349.57,223.22,16006.66,1199.6,2703.1
2002-06-03,326.6,348.19,223.45,16009.92,1199.6,2703.17
2002-06-04,326.6,346.12,223.2,16009.92,1199.57,2703.2
2002-06-05,322,343.39,221.25,15778,1182.71,2665.16
2002-06-06,324.1,342.96,222.18,15874.41,1190.42,2682.57
2002-06-07,326.4,345.32,223.46,15993.6,1198.87,2701.61
2002-06-10,322.5,341.52,220.76,15792.82,1184.54,2669.33
2002-06-11,316.8,336.09,216.19,15507.35,1163.61,2622.09
2002-06-12,319.75,337.82,217.38,15651.76,1174.41,2646.54
2002-06-13,318.75,337.02,216.4,15615.56,1170.77,2638.26
2002-06-14,322.1,339.62,218.05,15776.45,1183.07,2665.99
2002-06-17,317.8,336.83,215.04,15562.65,1167.28,2630.52
2002-06-18,318.35,335.71,214.15,15580.04,1169.3,2635.14
2002-06-19,320.65,335.58,215.22,15676.57,1177.75,2654.15
2002-06-20,322.35,334.25,214.99,15759.68,1183.99,2668.15
2002-06-21,322.7,332.99,215.23,15780.03,1185.24,2671.02
2002-06-24,326.4,333.84,216.94,15947.89,1198.87,2701.61
2002-06-25,321.7,331.58,214.47,15724.69,1181.6,2662.74
2002-06-26,321.55,324.7,210.7,15698.06,1181.02,2661.53
2002-06-27,318.8,324.05,209.39,15576.55,1170.92,2638.74
2002-06-28,318.5,322.5,208.96,15561.91,1169.85,2636.26
2002-07-01,312.1,316.11,204.11,15233.59,1146.34,2583.25
2002-07-02,314.45,318.91,205.36,15351.44,1154.94,2602.67
2002-07-03,310.85,316.97,203.66,15163.26,1141.75,2572.84
2002-07-04,310.6,317.17,203.78,15160.38,1140.83,2570.74
2002-07-05,311.3,319.81,204.63,15194.54,1143.4,2576.5
2002-07-08,311.7,315.81,203.09,15207.84,1144.81,2579.85
2002-07-09,313.8,315.95,202.81,15304.01,1152.59,2597.2
2002-07-10,314.8,318.78,203.58,15352.78,1156.23,2605.47
2002-07-11,314.15,317.55,202.75,15321.09,1153.84,2600.16
2002-07-12,316.7,320.22,204.28,15439.12,1163.21,2621.23
2002-07-15,319,317.03,203.79,15567.2,1171.62,2640.3
2002-07-16,318.25,314.88,202.51,15524.23,1168.9,2634.09
2002-07-17,316.15,313.8,201.79,15415.47,1161.19,2616.74
2002-07-18,317.65,315.13,202.35,15485.43,1166.7,2629.12
2002-07-19,322.9,318.25,204.69,15725.22,1185.95,2672.61
2002-07-22,322.9,320.75,205.08,15718.76,1185.98,2672.64
2002-07-23,319.7,322.28,204.52,15559.8,1174.19,2646.16
2002-07-24,311.25,313.41,197.88,15145.42,1143.19,2576.18
2002-07-25,309.45,309.02,196.21,15057.83,1136.58,2561.29
2002-07-26,304.95,308.4,194.69,14838.86,1120.02,2524.01
2002-07-29,303,309.91,194.49,14759.13,1112.89,2507.84
2002-07-30,305.4,309.45,194.33,14869.92,1121.7,2527.67
2002-07-31,304.65,310.74,195.02,14818.17,1118.92,2521.5
2002-08-01,302.25,307.7,194.34,14698.41,1110.13,2501.6
2002-08-02,305.05,309.66,194.36,14834.57,1120.39,2524.84
2002-08-05,309.5,313.77,197.57,15047.89,1136.76,2561.64
2002-08-06,305.75,317.07,198.75,14883.91,1123.02,2530.63
2002-08-07,312.2,321.66,203.53,15188.53,1146.65,2584.05
2002-08-08,312.15,322.24,203.89,15179.85,1146.5,2583.57
2002-08-09,312.95,321.83,205.27,15215.63,1149.43,2590.16
2002-08-12,316.7,323.86,206.89,15388.45,1163.21,2621.26
2002-08-13,313.8,320.96,204.82,15241.25,1152.56,2597.23
2002-08-14,315.65,319.84,204.39,15334.27,1159.35,2612.51
2002-08-15,312.65,319.19,203.82,15188.53,1148.33,2587.74
2002-08-16,314.2,319.34,204.38,15254.4,1154.02,2600.57
2002-08-19,310.1,317.63,202.89,15058.45,1138.97,2566.6
2002-08-20,308,315.7,201.88,14950.32,1131.28,2549.25
2002-08-21,306.55,312.55,200.22,14870.73,1125.93,2537.19
2002-08-22,305.4,314.07,200.42,14811.9,1121.67,2527.67
2002-08-23,305.95,314.54,201.16,14838.57,1123.72,2532.26
2002-08-26,305.95,314.54,200.79,14838.57,1123.69,2532.23
2002-08-27,310.5,316.87,202.87,15053.04,1140.5,2569.92
2002-08-28,311.1,317.03,202.44,15072.79,1142.64,2574.91
2002-08-29,312.1,317.14,201.46,15133.72,1146.28,2583.16
2002-08-30,312.8,318.96,202.21,15161.4,1148.88,2588.98
2002-09-02,312,316.94,201.26,15116.4,1145.94,2582.39
2002-09-03,313.5,314.54,200.47,15189.07,1151.49,2594.84
2002-09-04,313,314.95,200.06,15158.59,1149.62,2590.73
2002-09-05,317.55,320.18,202.71,15394.81,1166.33,2628.42
2002-09-06,319.25,324.11,204.64,15512.36,1172.57,2642.43
2002-09-09,322.5,328.55,206.93,15641.25,1184.51,2669.33
2002-09-10,319.1,327.65,205.47,15470.6,1172.05,2641.19
2002-09-11,315.5,324.66,203.84,15279.66,1158.83,2611.39
2002-09-12,318.85,326.59,205.1,15441.9,1171.1,2639.06
2002-09-13,318.8,325.77,204.23,15436.29,1170.95,2638.64
2002-09-16,315.35,324.43,204.16,15256.62,1158.28,2610.09
2002-09-17,315.9,325.94,205.82,15289.55,1160.3,2614.67
2002-09-18,318.7,326.04,205.69,15418.7,1170.58,2637.88
2002-09-19,322.25,327.89,207.35,15593.68,1183.59,2667.23
2002-09-20,322.3,327.71,207.39,15602.53,1183.77,2667.64
2002-09-23,322.5,327.81,206.77,15605.77,1184.51,2669.36
2002-09-24,326.3,332.69,209.56,15783.12,1198.5,2700.78
2002-09-25,325.15,332.06,208.28,15730.75,1194.28,2691.23
2002-09-26,319.6,327.29,205.05,15462.24,1173.89,2645.36
2002-09-27,320.05,328.05,206.16,15474.41,1175.54,2649.12
2002-09-30,323.7,327.53,205.84,15650.89,1188.95,2679.36
2002-10-01,321.75,326.78,205,15553.39,1181.79,2663.22
2002-10-02,322.2,327.24,205.76,15575.14,1183.44,2666.95
2002-10-03,322.1,326.11,205.2,15567.08,1183.07,2666.12
2002-10-04,320.3,326.07,204.31,15480.09,1176.46,2651.22
2002-10-07,321.75,327.48,205.32,15553.39,1181.98,2663.22
2002-10-08,319,325.98,204.94,15420.46,1171.69,2640.39
2002-10-09,319.35,323.65,204.95,15421.4,1172.97,2643.29
2002-10-10,318.95,323.74,204.17,15414.85,1171.5,2639.95
2002-10-11,316.85,321.41,203.02,15307.02,1163.79,2622.53
2002-10-14,317.75,321.94,204.02,15350.5,1167.1,2629.95
2002-10-15,316.2,321.8,203.36,15275.62,1161.4,2617.09
2002-10-16,314.05,319.71,202.19,15187.44,1153.5,2599.3
2002-10-17,310.75,319.54,200.25,15030.98,1141.38,2572.02
2002-10-18,312.75,321.86,202.07,15133.97,1148.73,2588.54
2002-10-21,312.6,321.04,202.42,15107.95,1148.18,2587.33
2002-10-22,312.55,319.87,202.06,15108.66,1148,2586.97
2002-10-23,312.1,319.71,201.52,15082.22,1146.34,2583.22
2002-10-24,311.75,320.07,201.51,15079.35,1145.06,2580.35
2002-10-25,313,320.3,201.29,15136.68,1149.68,2590.76
2002-10-28,314.45,319.86,202.32,15228.81,1154.97,2602.8
2002-10-29,317.15,321.85,203.41,15337.36,1164.86,2625.11
2002-10-30,316.55,321.8,203.26,15316.57,1162.66,2620.11
2002-10-31,316.9,320,202.56,15318.94,1163.97,2622.98
2002-11-01,319.85,320.97,204.46,15451.95,1174.78,2647.43
2002-11-04,317.55,319.11,204.36,15340.83,1166.36,2628.45
2002-11-05,318.5,318.34,203.85,15383.55,1169.85,2636.22
2002-11-06,317.3,318.16,203.5,15328.75,1165.44,2626.32
2002-11-07,319.25,316.75,202.1,15416.58,1172.61,2642.46
2002-11-08,321.7,317.63,202.44,15518.8,1181.6,2662.77
2002-11-11,320.7,317.27,201.92,15467.36,1177.93,2654.43
2002-11-12,321.75,318.53,202.64,15524.44,1181.82,2663.16
2002-11-13,324,321.24,204.2,15639.48,1190.51,2681.88
2002-11-14,318.6,317.24,201.57,15369.25,1170.22,2637.11
2002-11-15,319.1,317.04,202.1,15374.23,1172.05,2641.29
2002-11-18,318.75,316,201.58,15357.37,1170.77,2638.39
2002-11-19,319.7,315.88,201.15,15403.14,1174.26,2646.22
2002-11-20,318.85,317.64,202.35,15368.56,1171.14,2639.12
2002-11-21,317.65,317.46,201.2,15298.02,1166.73,2629.19
2002-11-22,317.7,317.99,200.9,15303.61,1166.94,2629.7
2002-11-25,317.45,319.91,202.69,15294.74,1165.99,2627.63
2002-11-26,317.5,319.8,203.4,15300.32,1166.18,2627.95
2002-11-27,317.85,321.16,205.87,15326.72,1167.46,2630.87
2002-11-28,317.6,319.2,204.52,15330.54,1166.58,2628.84
2002-11-29,319.05,320.72,205.04,15413.3,1171.9,2640.84
2002-12-02,316.45,318.3,203.47,15275.04,1162.35,2619.32
2002-12-03,319.7,320.57,204.01,15419.13,1174.26,2646.19
2002-12-04,322.1,322.1,204.95,15518.77,1183.07,2666.08
2002-12-05,322.45,322.26,205.28,15559.82,1184.36,2668.92
2002-12-06,325.75,323.2,206.87,15707.66,1196.48,2696.3
2002-12-09,325.1,322.68,206.26,15666.56,1194.09,2691.01
2002-12-10,323.1,320.09,205.58,15570.18,1186.71,2674.3
2002-12-11,324.25,321.45,205.76,15612.64,1190.94,2683.88
2002-12-12,326.4,321.35,206.92,15722.68,1198.9,2701.68
2002-12-13,332.2,325.08,209,15995.43,1220.17,2749.62
2002-12-16,333,326.53,209.66,16027.29,1223.11,2756.31
2002-12-17,339,329.29,212.09,16309.29,1245.15,2806.07
2002-12-18,338,329.05,211.14,16257.8,1241.44,2797.73
2002-12-19,345,336.45,215.41,16580.7,1267.15,2855.63
2002-12-20,341.6,332.65,213.02,16389.96,1254.63,2827.59
2002-12-23,343.95,334.97,215.98,16516.47,1263.29,2847.05
2002-12-24,343.95,333.58,215.41,16506.15,1263.29,2847.05
2002-12-25,343.95,333.58,215.41,16506.15,1263.29,2847.05
2002-12-26,343.95,332.74,215.45,16509.6,1263.26,2846.94
2002-12-27,349.3,335.67,218.1,16752.42,1282.98,2891.22
2002-12-30,347.2,332.15,216.44,16634.35,1275.23,2873.91
2002-12-31,347.2,330.86,215.67,16648.24,1275.23,2873.77
2003-01-01,347.2,330.86,215.67,16648.24,1275.23,2873.77
2003-01-02,343.8,331.47,215.17,16502.39,1262.74,2845.63
2003-01-03,344.5,330.71,214.94,16529.11,1265.28,2851.36
2003-01-06,351.75,335.61,218.34,16869.93,1292.01,2911.36
2003-01-07,349,334.61,217.21,16745.02,1281.91,2888.57
2003-01-08,349.75,336.62,218.66,16778.38,1284.6,2894.74
2003-01-09,352.4,336.29,219.39,16883.48,1294.4,2916.67
2003-01-10,353,335.17,219.53,16926.35,1296.57,2921.64
2003-01-13,352.55,334.08,219.6,16890.66,1294.92,2917.98
2003-01-14,353.1,333.43,219.36,16913.48,1296.94,2922.54
2003-01-15,351,331.48,218.7,16819.92,1289.22,2905.23
2003-01-16,352.3,333.11,219.31,16878.68,1294,2915.99
2003-01-17,357,334.99,220.69,17103.87,1311.3,2954.89
2003-01-20,355.85,333.47,221.29,17052.32,1307.04,2945.44
2003-01-21,353.8,331.3,219.83,16954.09,1299.51,2928.4
2003-01-22,358.5,334.89,222.19,17164.98,1316.77,2967.3
2003-01-23,364.7,339,224.73,17458.18,1339.51,3018.62
2003-01-24,366,338.45,224.43,17513.1,1344.32,3029.31
2003-01-27,368.5,340.35,225.68,17643.78,1353.46,3050
2003-01-28,368.4,339.95,224.67,17635.3,1353.13,3049.14
2003-01-29,369.9,340.42,224.56,17673.82,1358.64,3061.55
2003-01-30,367.6,341.83,223.18,17571.27,1350.16,3042.48
2003-01-31,367.5,342.34,223.58,17567.79,1349.79,3041.76
2003-02-03,369.5,344.2,225.41,17643.63,1357.91,3058.31
2003-02-04,376.55,346.48,228.65,17987.78,1383.07,3116.66
2003-02-05,382.1,352.78,232.22,18244.31,1403.45,3162.6
2003-02-06,375.8,346.9,229.22,17944.44,1380.27,3110.46
2003-02-07,373.25,344.93,228.71,17792.83,1370.95,3089.35
2003-02-10,370.5,343.98,227.43,17676.55,1360.81,3066.74
2003-02-11,364,339.81,225.06,17373.72,1336.94,3013.01
2003-02-12,356.3,331.9,220.44,17056.07,1308.69,2949.34
2003-02-13,352.8,325.79,217.58,16870.88,1295.83,2920.23
2003-02-14,354.25,328.19,219.66,16957.95,1301.12,2932.2
2003-02-17,347,323.21,216.84,16579.66,1274.57,2872.26
2003-02-18,344.1,321.95,216.15,16413.56,1263.84,2848.18
2003-02-19,346,322.13,216.94,16507.66,1270.82,2864.05
2003-02-20,351.55,324.91,220.55,16768.92,1291.21,2909.95
2003-02-21,352.3,325.87,221.26,16804.7,1294,2916.16
2003-02-24,355.2,329.84,224.03,16957.24,1304.65,2940.2
2003-02-25,357.6,332.59,227.5,17063.23,1313.43,2960.1
2003-02-26,351.9,326.07,222.33,16785.62,1292.49,2912.96
2003-02-27,351.25,326.84,222.49,16744.09,1290.11,2907.44
2003-02-28,347.45,322.37,220.59,16561.2,1276.18,2876.02
2003-03-03,345.5,318.55,218.59,16466.53,1268.99,2859.81
2003-03-04,353.4,324.04,223.44,16841.27,1298,2925.2
2003-03-05,353.95,322.42,221.13,16858.63,1299.88,2929.89
2003-03-06,354.7,323.07,221.36,16890.81,1302.78,2936.03
2003-03-07,350.75,317.69,218.58,16713.24,1288.13,2903.26
2003-03-10,354.45,320.6,221.65,16889.54,1301.93,2933.85
2003-03-11,348.7,315.38,217.11,16619.04,1280.76,2886.19
2003-03-12,346.1,313.99,214.69,16498.58,1271.29,2864.67
2003-03-13,334.5,307.35,208.18,15938.92,1228.6,2768.66
2003-03-14,335.2,311.42,211.29,15972.28,1231.19,2774.48
2003-03-17,340.75,318.73,216.1,16240.14,1251.57,2820.42
2003-03-18,338.8,318.63,216.62,16147.19,1244.41,2804.31
2003-03-19,335.8,317.09,214.8,16000.86,1233.46,2779.48
2003-03-20,335.8,316.27,214.51,16031.08,1233.33,2779.45
2003-03-21,333.5,316.32,213.29,15891.27,1224.96,2760.51
2003-03-24,329.45,309.05,209.04,15700.26,1210.07,2726.96
2003-03-25,331.9,310.43,211.15,15801.75,1219.08,2747.17
2003-03-26,329.95,309.04,209.67,15702.32,1211.94,2731.13
2003-03-27,332.75,310.42,211.77,15818.93,1222.19,2754.24
2003-03-28,330.75,307.59,210.95,15730.47,1214.88,2737.65
2003-03-31,334.85,306.86,211.84,15891.97,1229.9,2771.69
2003-04-01,334.35,306.7,212.46,15864.9,1228.08,2767.51
2003-04-02,329.3,305.18,209.85,15592.34,1209.55,2725.61
2003-04-03,323.7,301.49,206.15,15343.38,1188.95,2679.26
2003-04-04,323.8,302.62,207.42,15348.11,1189.3,2680.09
2003-04-07,319.9,301,206.41,15169.65,1174.99,2647.88
2003-04-08,323.4,303.14,208.69,15332.39,1187.85,2676.85
2003-04-09,321.35,300.54,206.74,15252.87,1180.29,2659.94
2003-04-10,324.6,299.94,206.47,15381.16,1192.26,2686.81
2003-04-11,324.8,302.03,206.77,15372.77,1192.96,2688.43
2003-04-14,325.95,302.1,206.99,15433.73,1197.2,2698.02
2003-04-15,325.45,301.64,207.16,15405.82,1195.38,2693.81
2003-04-16,324.1,298.68,205.65,15355.85,1190.42,2682.64
2003-04-17,327,299.9,207.11,15485.08,1201.07,2706.61
2003-04-18,327,299.9,207.11,15485.08,1201.07,2706.61
2003-04-21,327,301.2,209.09,15485.74,1201.07,2706.55
2003-04-22,334.9,305.58,212.35,15854.16,1230.05,2771.97
2003-04-23,333.3,304.58,210.72,15778.41,1224.21,2758.79
2003-04-24,333.7,302.85,209.39,15795.68,1225.65,2762.1
2003-04-25,333.25,302.46,209.49,15781.05,1223.99,2758.31
2003-04-28,332.6,302.45,209.15,15758.58,1221.67,2752.93
2003-04-29,331.4,300.73,208.35,15699.07,1217.23,2743
2003-04-30,336.75,301.75,210.7,15943.42,1236.88,2787.31
2003-05-01,341.2,302.95,211.8,16148.99,1253.23,2824.15
2003-05-02,340.5,303.46,212.37,16117.56,1250.62,2818.35
2003-05-05,340.5,301.9,211.98,16088.63,1250.62,2818.35
2003-05-06,342.85,302.26,212.33,16192.8,1259.25,2837.77
2003-05-07,341.85,301.07,214.79,16155.31,1255.58,2829.46
2003-05-08,346.45,302.54,216.52,16369.76,1272.41,2867.5
2003-05-09,347.9,302.82,217.12,16413.91,1277.73,2879.5
2003-05-12,351.1,304.07,217.98,16559.62,1289.54,2906.05
2003-05-13,350.4,304.26,217.88,16524.86,1286.98,2900.26
2003-05-14,353.55,307.6,218.19,16668.1,1298.55,2926.3
2003-05-15,354.25,308.97,218.13,16688.71,1301.12,2932.06
2003-05-16,355,307.61,218.51,16731.15,1303.84,2938.33
2003-05-19,359,307.19,219.34,16851.46,1318.57,2971.37
2003-05-20,366.3,314.35,224,17179.46,1345.35,3031.79
2003-05-21,367.8,314.43,223.76,17231.42,1350.89,3044.24
2003-05-22,369.6,316.38,226.37,17326.84,1357.5,3059.1
2003-05-23,370.5,314.36,226.25,17365.33,1360.77,3066.55
2003-05-26,370.5,312.18,226.14,17372.19,1360.77,3066.67
2003-05-27,371.4,312.82,226.27,17407.51,1364.08,3074
2003-05-28,359.5,306.21,220.07,16874.93,1320.41,2975.58
2003-05-29,363.1,307,220.15,17083.84,1333.59,3005.38
2003-05-30,361.4,307.27,220.59,16993.02,1327.39,2991.23
2003-06-02,364.75,311.29,223.34,17179.72,1339.69,3018.96
2003-06-03,365,311.58,223.96,17136.75,1340.57,3021.07
2003-06-04,364.2,311.88,223.11,17071.87,1337.72,3014.48
2003-06-05,366.75,309.57,221.68,17196.91,1347.11,3035.59
2003-06-06,363,310.36,218.28,17017.44,1333.3,3004.55
2003-06-09,362.75,308.47,220.13,17007.89,1332.38,3002.55
2003-06-10,354.25,303.23,214.84,16561.19,1300.98,2932.06
2003-06-11,354.25,301.35,212.41,16536.39,1301.2,2932.13
2003-06-12,352.25,300.29,211.09,16443.03,1293.78,2915.61
2003-06-13,353.05,299.22,211.73,16490.95,1296.77,2922.12
2003-06-16,358.3,302.18,213.17,16718.26,1316.07,2965.61
2003-06-17,362.75,307.02,214.8,16900.52,1332.4,3002.41
2003-06-18,359.75,307.7,214.48,16760.75,1321.4,2977.58
2003-06-19,357.65,306.08,213.45,16652.18,1313.68,2960.27
2003-06-20,358,308.02,214.85,16664.9,1314.93,2963.24
2003-06-23,355,307.91,213.03,16560.75,1303.95,2938.44
2003-06-24,348.25,302.37,209.23,16221.48,1279.14,2882.57
2003-06-25,348.1,300.92,207.9,16217.97,1278.61,2881.4
2003-06-26,343.85,300.38,206.72,16002.77,1262.96,2846.22
2003-06-27,345.5,302.42,209.32,16031.2,1269.02,2859.84
2003-06-30,346,301.3,209.68,16078.62,1270.86,2864.01
2003-07-01,350.2,302,210.72,16261.53,1286.28,2898.74
2003-07-02,351.5,305.21,211.16,16316.63,1291.09,2909.54
2003-07-03,349.4,303.22,208.94,16212.15,1283.38,2892.16
2003-07-04,351.3,305.84,210.69,16275.72,1290.34,2907.92
2003-07-07,348.15,306.92,210.97,16129.78,1278.79,2881.74
2003-07-08,347.2,307.34,212.28,16064.94,1275.3,2873.88
2003-07-09,344.15,303.9,211.16,15910.05,1264.1,2848.7
2003-07-10,343.4,302.72,210.86,15861.64,1261.31,2842.42
2003-07-11,343.7,304.05,210.69,15847.14,1262.41,2844.87
2003-07-14,347.5,308.08,213.83,15998.9,1276.37,2876.29
2003-07-15,348.25,309.83,217.35,16064.77,1279.12,2882.5
2003-07-16,343.2,306.05,215.16,15854.98,1260.59,2840.67
2003-07-17,342.5,306.25,215.36,15830.35,1258.04,2834.87
2003-07-18,344.35,307.11,217.4,15922.73,1264.8,2850.18
2003-07-21,350,309.13,219.19,16177,1285.58,2896.88
2003-07-22,352,310.02,219.97,16255.36,1292.9,2913.5
2003-07-23,354.75,310,220.77,16375.26,1303,2936.27
2003-07-24,357.3,311.1,221.49,16492.95,1312.36,2957.51
2003-07-25,363,314.54,223.74,16737.92,1333.34,3004.73
2003-07-28,365.6,318.24,224.98,16866.95,1342.87,3026.25
2003-07-29,363.5,315.99,223.6,16763.71,1335.17,3008.87
2003-07-30,357.75,314.15,221.23,16500.14,1314.02,2961.2
2003-07-31,354.75,315.18,220.69,16368.87,1302.96,2936.37
2003-08-01,352.35,313.1,219.1,16264.47,1294.18,2916.47
2003-08-04,347.5,306.49,215.81,16031.91,1276.4,2876.43
2003-08-05,348.4,307.04,216.71,16062.98,1279.67,2883.88
2003-08-06,352,309.45,218.37,16207.84,1292.93,2913.61
2003-08-07,351.6,308.23,217.35,16148.98,1291.43,2910.3
2003-08-08,353.95,312.55,219.9,16267.54,1300.09,2929.71
2003-08-11,359.15,317.1,224.08,16502.94,1319.19,2972.76
2003-08-12,360.1,318.79,224.75,16521.38,1322.61,2980.55
2003-08-13,358.65,317.4,222.96,16462.03,1317.25,2968.55
2003-08-14,363.6,322.84,227.19,16687.41,1335.48,3009.52
2003-08-15,364.5,323.87,228.68,16719.61,1338.74,3016.89
2003-08-18,360.25,322.79,226.44,16513.86,1323.16,2981.72
2003-08-19,360.4,325.04,227.42,16506.31,1323.68,2982.92
2003-08-20,363.7,327.02,228.4,16662.91,1335.83,3010.27
2003-08-21,363.3,331.39,229.6,16653.66,1334.33,3006.89
2003-08-22,358.75,330.37,228.02,16448.68,1317.65,2969.23
2003-08-25,358.75,329.1,227.84,16461.24,1317.62,2969.3
2003-08-26,360.5,331.27,229.46,16536.13,1324.08,2983.79
2003-08-27,371.25,340.75,236.05,17023.67,1363.56,3072.84
2003-08-28,369.8,339.05,234.3,16960.86,1358.22,3060.87
2003-08-29,375.6,342.11,237.46,17217.5,1379.52,3108.88
2003-09-01,376.25,342.89,239.43,17243.53,1381.89,3114.22
2003-09-02,373.7,343.95,237.79,17141.61,1372.56,3093.11
2003-09-03,370,341.77,235.7,16979.3,1358.94,3062.42
2003-09-04,370.75,340.17,234.52,17021.13,1361.71,3068.7
2003-09-05,375.8,340.71,237.02,17236.05,1380.27,3110.49
2003-09-08,374.65,337.54,236.16,17158.96,1376.07,3100.98
2003-09-09,382.25,341.77,240.58,17507.05,1403.93,3163.88
2003-09-10,380,338.97,238.97,17369.8,1395.68,3145.26
2003-09-11,376.3,336.4,235.9,17195.02,1382.09,3114.71
2003-09-12,378.25,334.7,235.74,17304.94,1389.24,3130.85
2003-09-15,373.5,330.63,233.17,17102.56,1371.83,3091.61
2003-09-16,374.6,334.75,235.73,17175.4,1375.87,3100.71
2003-09-17,374.25,333.05,233.39,17197.72,1374.58,3097.85
2003-09-18,378.3,335.91,234.02,17396.11,1389.46,3131.38
2003-09-19,379.75,334.64,232.89,17441.91,1394.82,3143.3
2003-09-22,385.5,335.86,233.93,17634.7,1415.9,3190.9
2003-09-23,384.6,334.9,232.56,17599.29,1412.6,3183.41
2003-09-24,385,335.67,232.44,17621.45,1414.03,3186.64
2003-09-25,390.7,339.13,235.07,17921.4,1435,3233.82
2003-09-26,382.7,333.57,230.6,17552.53,1405.62,3167.72
2003-09-29,381.95,331.08,230.05,17493.3,1402.86,3161.4
2003-09-30,388,333.18,233.54,17754.88,1425.05,3211.48
2003-10-01,383.5,327.37,229.97,17468.42,1408.52,3174.23
2003-10-02,382.2,326.97,228.84,17390.1,1403.78,3163.47
2003-10-03,384.25,330.45,230.46,17437.26,1411.33,3180.44
2003-10-06,371.3,318.34,222.08,16871.86,1363.75,3073.25
