Sector_score,LOCATION_ID,PARA_A,SCORE_A,PARA_B,SCORE_B,TOTAL,numbers,Marks,Money_Value,MONEY_Marks,District,Loss,LOSS_SCORE,History,History_score,Score,Risk
55.57,16,2.42,6,3.53,6,5.95,5,2,6.31,4,2,0,2,0,2,3.8,1
55.57,15,0.69,2,0.81,2,1.5,5,2,0,2,2,0,2,0,2,2,0
55.57,15,1.85,4,4.16,6,6.01,5,2,0.51,2,2,0,2,0,2,3.4,1
55.57,15,1.85,4,4.16,6,6.01,5,2,1.65,2,2,0,2,0,2,3.4,1
55.57,13,2.45,6,5.47,6,7.92,5,2,5.61,4,2,0,2,0,2,3.8,1
55.57,13,0.54,2,0.67,2,1.21,5,2,0,2,2,0,2,0,2,2,0
55.57,22,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,18,1.45,4,5.79,6,7.24,5,2,0.69,2,2,0,2,0,2,3.4,1
55.57,6,0.84,2,0,2,0.84,5,2,0,2,2,0,2,0,2,2,0
55.57,6,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,6,0.11,2,0,2,0.11,5,2,0,2,2,0,2,0,2,2,0
55.57,16,0.49,2,0,2,0.49,5,2,0,2,2,0,2,0,2,2,0
55.57,6,0.41,2,0,2,0.41,5,2,0,2,2,0,2,0,2,2,0
55.57,25,0.56,2,0,2,0.56,5,2,0,2,2,0,2,0,2,2,0
55.57,6,0.87,2,0,2,0.87,5,2,0.1,2,2,0,2,0,2,2,0
55.57,25,0.5,2,0,2,0.5,5,2,0,2,2,0,2,0,2,2,0
55.57,6,0,2,0,2,0,5,2,0.02,2,2,0,2,0,2,2,0
55.57,6,0.38,2,0.49,2,0.87,5,2,0,2,2,0,2,0,2,2,0
55.57,6,0,2,0.03,2,0.03,5,2,0,2,2,0,2,0,2,2,0
55.57,37,0.17,2,0,2,0.17,5,2,0,2,2,0,2,0,2,2,0
55.57,8,0.84,2,0,2,0.84,5,2,0,2,4,0,2,0,2,2.2,1
55.57,37,0.49,2,4.78,6,5.27,5,2,0,2,2,0,2,0,2,3.2,1
55.57,8,0.67,2,0.41,2,1.08,5,2,0.99,2,4,0,2,0,2,2.2,1
55.57,8,0.45,2,8.27,6,8.72,5,2,9.43,4,4,0,2,0,2,3.6,1
55.57,8,0,2,0,2,0,5,2,0,2,4,0,2,0,2,2.2,1
55.57,8,0.68,2,0,2,0.68,5,2,0,2,4,0,2,0,2,2.2,1
55.57,8,0.99,2,0,2,0.99,5,2,0,2,4,0,2,0,2,2.2,1
55.57,8,0.29,2,0,2,0.29,5,2,0,2,4,0,2,0,2,2.2,1
55.57,8,1.67,4,0,2,1.67,5,2,0.06,2,4,0,2,0,2,2.4,1
55.57,8,1.05,4,2.17,6,3.22,5,2,0,2,4,0,2,0,2,3.6,1
55.57,2,0.74,2,0,2,0.74,5,2,0,2,6,0,2,0,2,2.4,1
55.57,2,0,2,0,2,0,5,2,0,2,6,0,2,0,2,2.4,1
55.57,4,0.51,2,1.36,4,1.87,5,2,0,2,2,0,2,0,2,2.6,1
55.57,4,0.74,2,0,2,0.74,5,2,0.15,2,2,0,2,0,2,2,0
55.57,4,0.23,2,0,2,0.23,5,2,,2,2,0,2,0,2,2,0
55.57,4,0,2,1.3,4,1.3,5,2,0,2,2,0,2,0,2,2.6,1
55.57,4,0.49,2,0,2,0.49,5,2,0,2,2,0,2,0,2,2,0
55.57,4,0.73,2,0,2,0.73,5,2,0,2,2,0,2,0,2,2,0
55.57,4,0.28,2,0.25,2,0.53,5,2,0,2,2,0,2,0,2,2,0
55.57,4,0.32,2,0,2,0.32,5,2,0,2,2,1,4,0,2,2.2,1
55.57,14,0.21,2,0,2,0.21,5,2,0,2,2,0,2,0,2,2,0
55.57,14,1.63,4,0,2,1.63,5,2,0,2,2,0,2,0,2,2.2,1
55.57,36,0.8,2,0,2,0.8,5,2,0,2,2,0,2,0,2,2,0
55.57,5,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,43,0.83,2,0,2,0.83,5,2,0,2,2,0,2,0,2,2,0
55.57,5,0.57,2,1.26,4,1.83,5,2,0.1,2,2,0,2,0,2,2.6,1
55.57,5,0.71,2,0,2,0.71,5,2,0,2,2,0,2,0,2,2,0
55.57,5,0.15,2,0,2,0.15,5,2,0,2,2,0,2,0,2,2,0
55.57,5,1.26,4,0,2,1.26,5,2,0,2,2,0,2,0,2,2.2,1
55.57,5,0,2,0,2,0,5,2,0.01,2,2,0,2,0,2,2,0
55.57,43,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,5,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,5,0.09,2,0,2,0.09,5,2,0,2,2,0,2,0,2,2,0
55.57,5,0.51,2,0.03,2,0.54,5,2,0,2,2,0,2,0,2,2,0
55.57,5,0.49,2,0,2,0.49,5,2,0.02,2,2,0,2,0,2,2,0
55.57,19,1.1,4,0,2,1.1,5,2,0,2,2,0,2,0,2,2.2,1
55.57,8,1.14,4,0,2,1.14,5,2,0,2,4,0,2,0,2,2.4,1
55.57,19,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,19,2.3,6,0,2,2.3,5,2,0,2,2,0,2,0,2,2.4,1
55.57,19,1.6,4,0.49,2,2.09,5,2,88.34,6,2,0,2,0,2,2.6,1
55.57,19,1.49,4,0,2,1.49,5,2,0,2,2,0,2,0,2,2.2,1
55.57,19,0.24,2,0,2,0.24,5,2,0,2,2,0,2,0,2,2,0
55.57,19,0.42,2,0,2,0.42,5,2,0,2,2,0,2,0,2,2,0
55.57,19,1.07,4,0.16,2,1.23,5,2,0,2,2,0,2,0,2,2.2,1
55.57,22,1.39,4,0,2,1.39,5,2,0,2,2,0,2,0,2,2.2,1
55.57,22,0.07,2,0,2,0.07,5,2,0,2,2,0,2,0,2,2,0
55.57,9,0.49,2,0.4,2,0.89,5,2,0,2,2,0,2,0,2,2,0
55.57,9,0.88,2,0.54,2,1.42,5,2,0.11,2,2,0,2,0,2,2,0
55.57,19,0,2,1.74,4,1.74,5,2,0,2,2,0,2,0,2,2.6,1
55.57,9,1.28,4,0,2,1.28,5,2,0.22,2,2,0,2,0,2,2.2,1
55.57,9,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,9,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,9,0.21,2,0,2,0.21,5,2,0,2,2,0,2,0,2,2,0
55.57,9,0.92,2,0,2,0.92,5,2,0,2,2,0,2,0,2,2,0
55.57,9,0.17,2,0,2,0.17,5,2,0,2,2,0,2,0,2,2,0
55.57,9,0.26,2,0.0021,2,0.2621,5,2,0,2,2,0,2,0,2,2,0
55.57,9,0.78,2,0,2,0.78,5,2,0,2,2,0,2,0,2,2,0
55.57,11,0.98,2,0,2,0.98,5,2,0,2,2,0,2,0,2,2,0
55.57,11,0.27,2,0.0017,2,0.2717,5,2,0,2,2,0,2,0,2,2,0
55.57,11,0.41,2,0.11,2,0.52,5,2,0,2,2,0,2,0,2,2,0
55.57,11,0.74,2,0,2,0.74,5,2,0.71,2,2,0,2,0,2,2,0
55.57,11,0.82,2,2.92,6,3.74,5,2,0,2,2,0,2,0,2,3.2,1
55.57,12,0,2,11.68,6,11.68,5,2,0,2,2,0,2,0,2,3.2,1
55.57,12,0.61,2,0,2,0.61,5,2,0,2,2,0,2,0,2,2,0
55.57,12,0.62,2,0.47,2,1.09,5,2,0.58,2,2,0,2,0,2,2,0
55.57,12,0,2,0,2,0,5,2,3.57,2,2,0,2,0,2,2,0
55.57,12,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,12,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,12,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,12,1.08,4,0,2,1.08,5,2,0,2,2,0,2,0,2,2.2,1
55.57,12,0.7,2,0,2,0.7,5,2,0,2,2,0,2,0,2,2,0
55.57,8,1.36,4,0,2,1.36,5,2,0,2,2,0,2,0,2,2.2,1
55.57,8,0,2,5.24,6,5.24,5,2,0,2,2,0,2,0,2,3.2,1
55.57,8,0.32,2,0.17,2,0.49,5,2,0,2,2,0,2,0,2,2,0
55.57,8,0.33,2,0.0013,2,0.3313,5,2,0,2,2,0,2,0,2,2,0
55.57,8,1.08,4,0.92,2,2,5,2,0.04,2,2,0,2,0,2,2.2,1
55.57,8,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,8,0.6,2,0,2,0.6,5,2,0,2,2,0,2,0,2,2,0
55.57,27,0.76,2,0,2,0.76,5,2,0,2,2,0,2,0,2,2,0
55.57,27,0,2,2.99,6,2.99,5,2,0.06,2,2,0,2,0,2,3.2,1
55.57,29,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,29,0.49,2,0.28,2,0.77,5,2,0.07,2,2,0,2,0,2,2,0
55.57,29,0,2,0.81,2,0.81,5,2,0,2,2,0,2,0,2,2,0
55.57,29,0.41,2,0,2,0.41,5,2,0,2,2,0,2,0,2,2,0
55.57,27,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,29,0.82,2,0,2,0.82,5,2,0,2,2,0,2,0,2,2,0
55.57,29,0.32,2,0.0009,2,0.3209,5,2,0,2,2,0,2,0,2,2,0
55.57,27,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,2,0,2,0,2,0,5,2,0,2,6,0,2,0,2,2.4,1
55.57,2,1.06,4,0.63,2,1.69,5,2,0.9,2,6,0,2,0,2,2.6,1
55.57,28,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,28,0,2,0,2,0,5,2,0.13,2,2,0,2,0,2,2,0
55.57,17,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,9,0.51,2,1.63,4,2.14,5,2,1.8,2,2,0,2,0,2,2.6,1
55.57,9,1.06,4,0,2,1.06,5,2,0,2,2,0,2,0,2,2.2,1
55.57,9,0.71,2,0.25,2,0.96,5,2,0,2,2,0,2,0,2,2,0
55.57,32,0,2,8.49,6,8.49,5,2,0.43,2,2,0,2,0,2,3.2,1
55.57,32,1.6,4,0,2,1.6,5,2,0,2,2,0,2,0,2,2.2,1
55.57,32,0.3,2,0.0023,2,0.3023,5,2,0,2,2,0,2,0,2,2,0
55.57,16,0.47,2,0.46,2,0.93,5,2,0.42,2,2,0,2,0,2,2,0
55.57,16,0,2,0,2,0,5,2,0.02,2,2,0,2,0,2,2,0
55.57,16,1.19,4,0,2,1.19,5,2,0,2,2,0,2,0,2,2.2,1
55.57,16,0,2,1.29,4,1.29,5,2,0,2,2,0,2,0,2,2.6,1
55.57,16,0.7,2,0.79,2,1.49,5.5,4,1.91,2,2,0,2,0,2,2.4,1
55.57,22,0.83,2,0,2,0.83,5,2,0.14,2,2,0,2,0,2,2,0
55.57,16,0.74,2,0,2,0.74,5,2,2.4,2,2,0,2,0,2,2,0
55.57,16,0.2,2,0,2,0.2,5,2,0,2,2,0,2,0,2,2,0
55.57,15,1.4,4,0.06,2,1.46,5,2,0,2,2,0,2,0,2,2.2,1
55.57,15,0.4,2,0.0025,2,0.4025,5,2,0,2,2,0,2,0,2,2,0
55.57,15,0.85,2,1,4,1.85,5,2,0.4,2,2,0,2,0,2,2.6,1
55.57,15,0,2,0.88,2,0.88,5,2,0.07,2,2,0,2,0,2,2,0
55.57,15,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,15,1.12,4,0,2,1.12,5,2,0,2,2,0,2,0,2,2.2,1
55.57,15,1.28,4,0,2,1.28,5,2,0,2,2,0,2,0,2,2.2,1
55.57,15,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,13,0,2,1.16,4,1.16,5,2,0,2,2,0,2,0,2,2.6,1
55.57,13,0.1,2,0,2,0.1,5,2,0,2,2,0,2,0,2,2,0
55.57,13,1.06,4,1.6,4,2.66,5,2,16.09,6,2,0,2,0,2,3.2,1
55.57,13,0.25,2,0.0017,2,0.2517,5,2,0,2,2,0,2,0,2,2,0
55.57,13,0.31,2,0.0015,2,0.3115,5,2,0,2,2,0,2,0,2,2,0
55.57,13,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,13,0.84,2,0,2,0.84,5,2,0,2,2,0,2,0,2,2,0
55.57,13,1.09,4,0,2,1.09,5,2,0,2,2,0,2,0,2,2.2,1
55.57,13,1.29,4,0,2,1.29,5,2,0,2,2,0,2,0,2,2.2,1
55.57,13,0.51,2,0.37,2,0.88,5,2,0,2,2,0,2,0,2,2,0
55.57,21,0.09,2,0,2,0.09,5,2,0,2,2,0,2,0,2,2,0
55.57,18,0.39,2,0.91,2,1.3,5,2,0,2,2,0,2,0,2,2,0
55.57,21,1.07,4,0,2,1.07,5,2,0,2,2,0,2,0,2,2.2,1
55.57,25,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,32,0.5,2,2.97,6,3.47,5,2,0.18,2,2,0,2,0,2,3.2,1
55.57,22,0.49,2,0.55,2,1.04,5,2,0,2,2,0,2,0,2,2,0
55.57,14,0.84,2,0.65,2,1.49,5,2,0,2,2,0,2,0,2,2,0
55.57,12,0.9,2,1.11,4,2.01,5,2,0,2,2,0,2,0,2,2.6,1
55.57,12,0,2,0,2,0,5,2,0,2,2,0,2,0,2,2,0
55.57,14,0.59,2,0,2,0.59,5,2,0,2,2,0,2,0,2,2,0
55.57,36,0.02,2,0,2,0.02,5,2,0,2,2,0,2,0,2,2,0
55.57,14,1.48,4,4.48,6,5.96,5,2,0,2,2,0,2,0,2,3.4,1
55.57,22,0,2,3.3,6,3.3,5,2,0,2,2,0,2,0,2,3.2,1
55.57,8,0.8,2,0.57,2,1.37,5,2,0,2,2,0,2,0,2,2,0
55.57,18,0.36,2,0.54,2,0.9,5,2,0.21,2,2,0,2,0,2,2,0
55.57,9,0.44,2,0.53,2,0.97,5,2,0,2,2,0,2,0,2,2,0
55.57,16,0.51,2,0.5,2,1.01,5,2,0.09,2,2,0,2,0,2,2,0
55.57,18,0.75,2,0.45,2,1.2,5,2,0,2,2,0,2,0,2,2,0
55.57,9,0.49,2,0.4,2,0.89,5,2,0,2,2,0,2,0,2,2,0
55.57,16,0.47,2,0.37,2,0.84,5,2,0,2,2,0,2,0,2,2,0
55.57,14,0.24,2,0.04,2,0.28,5,2,0,2,2,0,2,0,2,2,0
55.57,18,0.2,2,0,2,0.2,5,2,0,2,2,0,2,0,2,2,0
55.57,15,0,2,0,2,0,5,2,0.32,2,2,0,2,0,2,2,0
