Date,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM
30-01-2012,3058.00,511.00,2775.00,2719.00
31-01-2012,3054.00,503.00,2773.00,2729.00
01-02-2012,3048.00,495.00,2771.00,2719.00
02-02-2012,3041.00,490.00,2769.00,2709.00
03-02-2012,3038.00,486.00,2763.00,2698.00
04-02-2012,3031.00,480.00,2755.00,2686.00
05-02-2012,3025.00,475.00,2749.00,2673.00
06-02-2012,3018.00,467.00,2743.00,2660.00
07-02-2012,3012.00,462.00,2739.00,2648.00
08-02-2012,3005.00,457.00,2732.00,2636.00
09-02-2012,2999.00,450.00,2724.00,2624.00
10-02-2012,2992.00,442.00,2716.00,2612.00
11-02-2012,2986.00,434.00,2711.00,2603.00
12-02-2012,2979.00,426.00,2705.00,2591.00
13-02-2012,2973.00,420.00,2699.00,2579.00
14-02-2012,2966.00,412.00,2692.00,2567.00
15-02-2012,2963.00,405.00,2686.00,2555.00
16-02-2012,2957.00,398.00,2678.00,2547.00
17-02-2012,2953.00,392.00,2671.00,2539.00
18-02-2012,2947.00,385.00,2665.00,2530.00
19-02-2012,2940.00,377.00,2659.00,2518.00
20-02-2012,2934.00,371.00,2653.00,2506.00
21-02-2012,2928.00,364.00,2646.00,2494.00
22-02-2012,2921.00,357.00,2638.00,2482.00
23-02-2012,2915.00,351.00,2630.00,2473.00
24-02-2012,2908.00,344.00,2622.00,2465.00
25-02-2012,2902.00,336.00,2613.00,2453.00
26-02-2012,2896.00,328.00,2607.00,2441.00
27-02-2012,2889.00,320.00,2599.00,2428.00
28-02-2012,2880.00,314.00,2591.00,2416.00
29-02-2012,2870.00,307.00,2581.00,2403.00
01-03-2012,2858.00,300.00,2572.00,2390.00
02-03-2012,2845.00,295.00,2563.00,2377.00
03-03-2012,2832.00,288.00,2555.00,2364.00
04-03-2012,2820.00,282.00,2546.00,2351.00
05-03-2012,2807.00,275.00,2536.00,2338.00
06-03-2012,2798.00,268.00,2528.00,2325.00
07-03-2012,2789.00,264.00,2520.00,2312.00
08-03-2012,2779.00,257.00,2513.00,2299.00
09-03-2012,2770.00,250.00,2501.00,2289.00
10-03-2012,2761.00,244.00,2491.00,2280.00
11-03-2012,2752.00,238.00,2481.00,2271.00
12-03-2012,2742.00,231.00,2473.00,2262.00
13-03-2012,2733.00,225.00,2467.00,2252.00
14-03-2012,2724.00,218.00,2457.00,2238.00
15-03-2012,2715.00,212.00,2448.00,2225.00
16-03-2012,2706.00,205.00,2442.00,2211.00
17-03-2012,2696.00,198.00,2434.00,2199.00
18-03-2012,2687.00,191.00,2428.00,2186.00
19-03-2012,2678.00,184.00,2422.00,2172.00
20-03-2012,2669.00,178.00,2415.00,2159.00
21-03-2012,2660.00,171.00,2409.00,2146.00
22-03-2012,2651.00,164.00,2401.00,2132.00
23-03-2012,2645.00,157.00,2394.00,2118.00
24-03-2012,2636.00,152.00,2384.00,2104.00
25-03-2012,2630.00,146.00,2373.00,2089.00
26-03-2012,2621.00,140.00,2361.00,2075.00
27-03-2012,2615.00,134.00,2349.00,2061.00
28-03-2012,2606.00,128.00,2337.00,2047.00
29-03-2012,2600.00,122.00,2326.00,2032.00
30-03-2012,2592.00,114.00,2315.00,2018.00
31-03-2012,2586.00,107.00,2302.00,2004.00
01-04-2012,2577.00,102.00,2290.00,1989.00
02-04-2012,2571.00,98.00,2276.00,1974.00
03-04-2012,2562.00,95.00,2259.00,1960.00
04-04-2012,2556.00,93.00,2243.00,1945.00
05-04-2012,2547.00,92.00,2223.00,1930.00
06-04-2012,2542.00,91.00,2203.00,1915.00
07-04-2012,2533.00,90.00,2187.00,1900.00
08-04-2012,2527.00,89.00,2171.00,1885.00
09-04-2012,2521.00,89.00,2159.00,1871.00
10-04-2012,2513.00,88.00,2144.00,1856.00
11-04-2012,2507.00,88.00,2129.00,1842.00
12-04-2012,2501.00,88.00,2113.00,1828.00
13-04-2012,2495.00,88.00,2097.00,1814.00
14-04-2012,2489.00,88.00,2082.00,1800.00
15-04-2012,2481.00,88.00,2066.00,1786.00
16-04-2012,2475.00,87.00,2051.00,1772.00
17-04-2012,2467.00,87.00,2035.00,1758.00
18-04-2012,2458.00,87.00,2020.00,1743.00
19-04-2012,2452.00,87.00,2004.00,1728.00
20-04-2012,2444.00,87.00,1989.00,1714.00
21-04-2012,2438.00,87.00,1974.00,1700.00
22-04-2012,2429.00,87.00,1958.00,1686.00
23-04-2012,2421.00,86.00,1942.00,1672.00
24-04-2012,2412.00,86.00,1926.00,1660.00
25-04-2012,2401.00,86.00,1911.00,1649.00
26-04-2012,2390.00,86.00,1896.00,1636.00
27-04-2012,2379.00,86.00,1881.00,1624.00
28-04-2012,2367.00,86.00,1865.00,1611.00
29-04-2012,2356.00,86.00,1850.00,1598.00
30-04-2012,2356.00,86.00,1835.00,1586.00
01-05-2012,2348.00,86.00,1820.00,1574.00
02-05-2012,2337.00,85.00,1805.00,1561.00
03-05-2012,2326.00,85.00,1790.00,1550.00
04-05-2012,2317.00,85.00,1774.00,1539.00
05-05-2012,2306.00,85.00,1759.00,1528.00
06-05-2012,2295.00,85.00,1745.00,1515.00
07-05-2012,2285.00,85.00,1730.00,1502.00
08-05-2012,2274.00,84.00,1714.00,1489.00
09-05-2012,2263.00,84.00,1698.00,1476.00
10-05-2012,2252.00,84.00,1682.00,1463.00
11-05-2012,2244.00,84.00,1666.00,1450.00
12-05-2012,2233.00,84.00,1649.00,1437.00
13-05-2012,2225.00,84.00,1633.00,1424.00
14-05-2012,2217.00,83.00,1617.00,1411.00
15-05-2012,2209.00,83.00,1600.00,1398.00
16-05-2012,2198.00,83.00,1584.00,1385.00
17-05-2012,2190.00,83.00,1567.00,1372.00
18-05-2012,2190.00,83.00,1550.00,1359.00
19-05-2012,2182.00,83.00,1534.00,1346.00
20-05-2012,2174.00,83.00,1518.00,1333.00
21-05-2012,2166.00,83.00,1501.00,1320.00
22-05-2012,2158.00,83.00,1485.00,1307.00
23-05-2012,2150.00,83.00,1468.00,1294.00
24-05-2012,2142.00,83.00,1451.00,1281.00
25-05-2012,2134.00,83.00,1434.00,1268.00
26-05-2012,2127.00,83.00,1418.00,1255.00
27-05-2012,2119.00,83.00,1402.00,1242.00
28-05-2012,2111.00,83.00,1386.00,1229.00
29-05-2012,2103.00,83.00,1369.00,1216.00
30-05-2012,2095.00,83.00,1352.00,1203.00
31-05-2012,2087.00,83.00,1335.00,1190.00
01-06-2012,2080.00,83.00,1319.00,1177.00
02-06-2012,2072.00,83.00,1302.00,1164.00
03-06-2012,2064.00,83.00,1285.00,1151.00
04-06-2012,2056.00,83.00,1269.00,1138.00
05-06-2012,2049.00,83.00,1252.00,1125.00
06-06-2012,2041.00,83.00,1235.00,1112.00
07-06-2012,2036.00,83.00,1219.00,1099.00
08-06-2012,2031.00,83.00,1202.00,1086.00
09-06-2012,2023.00,83.00,1185.00,1073.00
10-06-2012,2016.00,83.00,1169.00,1060.00
11-06-2012,2008.00,83.00,1152.00,1046.00
12-06-2012,2000.00,83.00,1135.00,1032.00
13-06-2012,1993.00,83.00,1117.00,1019.00
14-06-2012,1988.00,83.00,1100.00,1005.00
15-06-2012,1990.00,83.00,1083.00,991.00
16-06-2012,1995.00,83.00,1067.00,978.00
17-06-2012,1998.00,83.00,1051.00,964.00
18-06-2012,1985.00,83.00,1035.00,950.00
19-06-2012,1975.00,83.00,1034.00,936.00
20-06-2012,1950.00,83.00,1044.00,922.00
21-06-2012,1931.00,83.00,1054.00,908.00
22-06-2012,1906.00,83.00,1059.00,893.00
23-06-2012,1882.00,83.00,1073.00,878.00
24-06-2012,1857.00,83.00,1087.00,864.00
25-06-2012,1833.00,83.00,1100.00,849.00
26-06-2012,1810.00,83.00,1115.00,834.00
27-06-2012,1788.00,83.00,1128.00,819.00
28-06-2012,1767.00,83.00,1131.00,804.00
29-06-2012,1742.00,85.00,1152.00,789.00
30-06-2012,1721.00,85.00,1170.00,774.00
01-07-2012,1705.00,85.00,1201.00,759.00
02-07-2012,1675.00,85.00,1221.00,744.00
03-07-2012,1635.00,85.00,1231.00,744.00
04-07-2012,1595.00,85.00,1237.00,753.00
05-07-2012,1557.00,85.00,1244.00,761.00
06-07-2012,1518.00,85.00,1248.00,770.00
07-07-2012,1481.00,85.00,1251.00,780.00
08-07-2012,1444.00,85.00,1253.00,790.00
09-07-2012,1408.00,85.00,1257.00,800.00
10-07-2012,1371.00,85.00,1262.00,810.00
11-07-2012,1497.00,85.00,1266.00,820.00
12-07-2012,1469.00,85.00,1270.00,831.00
13-07-2012,1430.00,85.00,1274.00,841.00
14-07-2012,1396.00,85.00,1278.00,871.00
15-07-2012,1424.00,85.00,1288.00,892.00
16-07-2012,1418.00,85.00,1294.00,903.00
17-07-2012,1385.00,85.00,1308.00,914.00
18-07-2012,1373.00,85.00,1318.00,956.00
19-07-2012,1342.00,85.00,1327.00,985.00
20-07-2012,1310.00,85.00,1331.00,996.00
21-07-2012,1279.00,85.00,1335.00,1007.00
22-07-2012,1248.00,85.00,1339.00,1018.00
23-07-2012,1216.00,85.00,1344.00,1029.00
24-07-2012,1185.00,85.00,1348.00,1040.00
25-07-2012,1155.00,85.00,1352.00,1051.00
26-07-2012,1128.00,85.00,1356.00,1061.00
27-07-2012,1095.00,85.00,1361.00,1071.00
28-07-2012,1062.00,85.00,1365.00,1082.00
29-07-2012,1032.00,85.00,1370.00,1092.00
30-07-2012,1001.00,85.00,1373.00,1103.00
31-07-2012,969.00,85.00,1375.00,1112.00
01-08-2012,940.00,85.00,1378.00,1123.00
02-08-2012,914.00,85.00,1378.00,1133.00
03-08-2012,888.00,85.00,1378.00,1144.00
04-08-2012,888.00,85.00,1378.00,1155.00
05-08-2012,863.00,85.00,1378.00,1166.00
06-08-2012,839.00,85.00,1378.00,1177.00
07-08-2012,819.00,85.00,1378.00,1188.00
08-08-2012,799.00,85.00,1378.00,1200.00
09-08-2012,909.00,85.00,1378.00,1208.00
10-08-2012,909.00,85.00,1380.00,1215.00
11-08-2012,888.00,85.00,1381.00,1220.00
12-08-2012,868.00,85.00,1381.00,1226.00
13-08-2012,849.00,85.00,1381.00,1231.00
14-08-2012,837.00,85.00,1381.00,1259.00
15-08-2012,832.00,85.00,1384.00,1274.00
16-08-2012,832.00,85.00,1384.00,1283.00
17-08-2012,825.00,85.00,1384.00,1289.00
18-08-2012,804.00,85.00,1389.00,1302.00
19-08-2012,782.00,85.00,1389.00,1308.00
20-08-2012,760.00,85.00,1389.00,1314.00
21-08-2012,734.00,85.00,1389.00,1319.00
22-08-2012,707.00,85.00,1389.00,1323.00
23-08-2012,683.00,85.00,1389.00,1329.00
24-08-2012,661.00,85.00,1387.00,1335.00
25-08-2012,636.00,85.00,1386.00,1340.00
26-08-2012,689.00,85.00,1389.00,1365.00
27-08-2012,664.00,85.00,1387.00,1375.00
28-08-2012,637.00,85.00,1386.00,1381.00
29-08-2012,644.00,85.00,1384.00,1387.00
30-08-2012,617.00,85.00,1381.00,1393.00
31-08-2012,635.00,85.00,1378.00,1399.00
01-09-2012,614.00,85.00,1375.00,1404.00
02-09-2012,595.00,85.00,1373.00,1409.00
03-09-2012,606.00,85.00,1378.00,1425.00
04-09-2012,600.00,85.00,1378.00,1430.00
05-09-2012,593.00,85.00,1378.00,1422.00
06-09-2012,587.00,85.00,1378.00,1409.00
07-09-2012,579.00,85.00,1380.00,1397.00
08-09-2012,635.00,86.00,1408.00,1409.00
09-09-2012,628.00,88.00,1416.00,1404.00
10-09-2012,619.00,88.00,1419.00,1391.00
11-09-2012,622.00,88.00,1422.00,1397.00
12-09-2012,618.00,88.00,1424.00,1384.00
13-09-2012,622.00,89.00,1428.00,1375.00
14-09-2012,649.00,90.00,1451.00,1375.00
15-09-2012,670.00,91.00,1464.00,1375.00
16-09-2012,678.00,91.00,1473.00,1366.00
17-09-2012,685.00,91.00,1476.00,1353.00
18-09-2012,681.00,91.00,1479.00,1340.00
19-09-2012,677.00,91.00,1482.00,1327.00
20-09-2012,673.00,91.00,1485.00,1315.00
21-09-2012,685.00,91.00,1488.00,1322.00
22-09-2012,679.00,91.00,1491.00,1312.00
23-09-2012,671.00,91.00,1494.00,1300.00
24-09-2012,664.00,91.00,1497.00,1288.00
25-09-2012,656.00,91.00,1500.00,1275.00
26-09-2012,646.00,91.00,1503.00,1262.00
27-09-2012,639.00,93.00,1524.00,1249.00
28-09-2012,631.00,93.00,1529.00,1237.00
29-09-2012,622.00,93.00,1532.00,1225.00
30-09-2012,606.00,93.00,1535.00,1212.00
01-10-2012,593.00,93.00,1538.00,1199.00
02-10-2012,588.00,93.00,1541.00,1186.00
03-10-2012,583.00,93.00,1544.00,1173.00
04-10-2012,578.00,93.00,1547.00,1160.00
05-10-2012,573.00,93.00,1550.00,1147.00
06-10-2012,568.00,93.00,1553.00,1134.00
07-10-2012,607.00,93.00,1558.00,1124.00
08-10-2012,598.00,93.00,1561.00,1111.00
09-10-2012,589.00,93.00,1564.00,1098.00
10-10-2012,579.00,93.00,1567.00,1085.00
11-10-2012,568.00,93.00,1570.00,1072.00
12-10-2012,556.00,93.00,1573.00,1059.00
13-10-2012,545.00,93.00,1575.00,1046.00
14-10-2012,533.00,93.00,1575.00,1033.00
15-10-2012,546.00,93.00,1575.00,1020.00
16-10-2012,535.00,93.00,1576.00,1007.00
17-10-2012,524.00,93.00,1584.00,997.00
18-10-2012,524.00,93.00,1600.00,1010.00
19-10-2012,540.00,96.00,1627.00,1040.00
20-10-2012,579.00,101.00,1670.00,1068.00
21-10-2012,627.00,124.00,1746.00,1075.00
22-10-2012,656.00,155.00,1774.00,1086.00
23-10-2012,670.00,178.00,1784.00,1086.00
24-10-2012,679.00,190.00,1792.00,1098.00
25-10-2012,679.00,193.00,1795.00,1098.00
26-10-2012,674.00,195.00,1797.00,1098.00
27-10-2012,668.00,195.00,1797.00,1098.00
28-10-2012,661.00,195.00,1797.00,1093.00
29-10-2012,653.00,195.00,1797.00,1085.00
30-10-2012,645.00,195.00,1797.00,1077.00
31-10-2012,664.00,202.00,1831.00,1161.00
01-11-2012,695.00,218.00,1886.00,1193.00
02-11-2012,713.00,226.00,1893.00,1210.00
03-11-2012,749.00,239.00,1926.00,1238.00
04-11-2012,829.00,277.00,1980.00,1251.00
05-11-2012,888.00,322.00,2016.00,1268.00
06-11-2012,917.00,338.00,2025.00,1278.00
07-11-2012,941.00,345.00,2033.00,1283.00
08-11-2012,950.00,349.00,2042.00,1288.00
09-11-2012,950.00,349.00,2045.00,1288.00
10-11-2012,948.00,349.00,2045.00,1288.00
11-11-2012,948.00,347.00,2045.00,1285.00
12-11-2012,951.00,347.00,2042.00,1280.00
13-11-2012,951.00,346.00,2037.00,1273.00
14-11-2012,951.00,345.00,2032.00,1265.00
15-11-2012,945.00,344.00,2027.00,1257.00
16-11-2012,940.00,344.00,2023.00,1249.00
17-11-2012,932.00,342.00,2018.00,1242.00
18-11-2012,924.00,341.00,2013.00,1235.00
19-11-2012,914.00,340.00,2008.00,1228.00
20-11-2012,905.00,339.00,2003.00,1221.00
21-11-2012,897.00,338.00,1999.00,1214.00
22-11-2012,890.00,337.00,1994.00,1207.00
23-11-2012,888.00,337.00,1994.00,1200.00
24-11-2012,882.00,336.00,1994.00,1192.00
25-11-2012,874.00,335.00,1989.00,1185.00
26-11-2012,864.00,334.00,1985.00,1177.00
27-11-2012,853.00,333.00,1982.00,1169.00
28-11-2012,840.00,332.00,1979.00,1162.00
29-11-2012,828.00,331.00,1977.00,1155.00
30-11-2012,812.00,330.00,1974.00,1148.00
01-12-2012,796.00,329.00,1970.00,1141.00
02-12-2012,781.00,328.00,1967.00,1134.00
03-12-2012,782.00,331.00,1972.00,1127.00
04-12-2012,917.00,346.00,2037.00,1227.00
05-12-2012,1056.00,368.00,2068.00,1307.00
06-12-2012,1173.00,398.00,2076.00,1332.00
07-12-2012,1268.00,418.00,2082.00,1345.00
08-12-2012,1333.00,435.00,2087.00,1350.00
09-12-2012,1373.00,452.00,2087.00,1352.00
10-12-2012,1396.00,461.00,2087.00,1352.00
11-12-2012,1416.00,468.00,2087.00,1349.00
12-12-2012,1432.00,471.00,2087.00,1342.00
13-12-2012,1446.00,473.00,2087.00,1335.00
14-12-2012,1458.00,471.00,2087.00,1327.00
15-12-2012,1464.00,469.00,2087.00,1320.00
16-12-2012,1467.00,467.00,2087.00,1310.00
17-12-2012,1469.00,465.00,2087.00,1300.00
18-12-2012,1471.00,463.00,2087.00,1290.00
19-12-2012,1473.00,462.00,2087.00,1280.00
20-12-2012,1473.00,461.00,2087.00,1270.00
21-12-2012,1473.00,461.00,2087.00,1259.00
22-12-2012,1473.00,460.00,2087.00,1248.00
23-12-2012,1473.00,460.00,2087.00,1236.00
24-12-2012,1032.00,537.00,1641.00,1875.00
25-12-2012,1473.00,459.00,2087.00,1215.00
26-12-2012,1473.00,459.00,2087.00,1207.00
27-12-2012,1473.00,458.00,2087.00,1198.00
28-12-2012,1473.00,458.00,2087.00,1190.00
29-12-2012,1473.00,458.00,2097.00,1181.00
30-12-2012,1504.00,471.00,2146.00,1226.00
31-12-2012,1518.00,471.00,2162.00,1234.00
01-01-2013,1520.00,471.00,2164.00,1239.00
02-01-2013,1523.00,471.00,2166.00,1241.00
03-01-2013,1525.00,471.00,2169.00,1236.00
04-01-2013,1527.00,471.00,2171.00,1228.00
05-01-2013,1529.00,471.00,2173.00,1221.00
06-01-2013,1537.00,471.00,2175.00,1214.00
07-01-2013,1542.00,471.00,2176.00,1207.00
08-01-2013,1544.00,470.00,2178.00,1199.00
09-01-2013,1542.00,470.00,2180.00,1190.00
10-01-2013,1539.00,470.00,2182.00,1181.00
11-01-2013,1535.00,468.00,2184.00,1173.00
12-01-2013,1529.00,467.00,2184.00,1165.00
13-01-2013,1523.00,467.00,2184.00,1157.00
14-01-2013,1516.00,466.00,2184.00,1149.00
15-01-2013,1510.00,465.00,2184.00,1141.00
16-01-2013,1504.00,464.00,2184.00,1133.00
17-01-2013,1500.00,462.00,2184.00,1125.00
18-01-2013,1495.00,460.00,2184.00,1116.00
19-01-2013,1491.00,458.00,2184.00,1105.00
20-01-2013,1487.00,456.00,2184.00,1093.00
21-01-2013,1481.00,454.00,2184.00,1081.00
22-01-2013,1475.00,452.00,2184.00,1069.00
23-01-2013,1469.00,450.00,2184.00,1055.00
24-01-2013,1462.00,448.00,2184.00,1042.00
25-01-2013,1456.00,446.00,2184.00,1029.00
26-01-2013,1448.00,444.00,2184.00,1016.00
27-01-2013,1440.00,444.00,2184.00,1003.00
28-01-2013,1430.00,443.00,2184.00,992.00
29-01-2013,1418.00,442.00,2184.00,980.00
30-01-2013,1406.00,423.00,2198.00,968.00
31-01-2013,1381.00,413.00,2207.00,970.00
01-02-2013,1359.00,398.00,2212.00,980.00
02-02-2013,1338.00,379.00,2218.00,993.00
03-02-2013,1316.00,360.00,2225.00,1006.00
04-02-2013,1293.00,342.00,2230.00,1019.00
05-02-2013,1272.00,323.00,2236.00,1030.00
06-02-2013,1250.00,304.00,2241.00,1041.00
07-02-2013,1232.00,285.00,2246.00,1052.00
08-02-2013,1213.00,267.00,2250.00,1063.00
09-02-2013,1195.00,249.00,2255.00,1074.00
10-02-2013,1177.00,230.00,2261.00,1085.00
11-02-2013,1160.00,211.00,2266.00,1098.00
12-02-2013,1143.00,196.00,2270.00,1111.00
13-02-2013,1124.00,184.00,2274.00,1124.00
14-02-2013,1104.00,172.00,2276.00,1137.00
15-02-2013,1084.00,159.00,2278.00,1150.00
16-02-2013,1067.00,145.00,2279.00,1180.00
17-02-2013,1103.00,135.00,2291.00,1210.00
18-02-2013,1127.00,131.00,2303.00,1260.00
19-02-2013,1138.00,123.00,2303.00,1290.00
20-02-2013,1128.00,117.00,2300.00,1322.00
21-02-2013,1116.00,109.00,2294.00,1340.00
22-02-2013,1104.00,112.00,2287.00,1353.00
23-02-2013,1090.00,98.00,2276.00,1366.00
24-02-2013,1077.00,95.00,2263.00,1379.00
25-02-2013,1062.00,93.00,2250.00,1392.00
26-02-2013,1045.00,92.00,2236.00,1406.00
27-02-2013,1027.00,91.00,2221.00,1420.00
28-02-2013,1007.00,90.00,2205.00,1433.00
01-03-2013,986.00,89.00,2189.00,1446.00
02-03-2013,966.00,88.00,2173.00,1459.00
03-03-2013,944.00,87.00,2157.00,1472.00
04-03-2013,919.00,86.00,2141.00,1485.00
05-03-2013,894.00,85.00,2124.00,1497.00
06-03-2013,868.00,84.00,2108.00,1509.00
07-03-2013,891.00,84.00,2097.00,1531.00
08-03-2013,871.00,84.00,2082.00,1548.00
09-03-2013,850.00,83.00,2068.00,1560.00
10-03-2013,829.00,82.00,2054.00,1572.00
11-03-2013,807.00,81.00,2040.00,1584.00
12-03-2013,786.00,81.00,2025.00,1596.00
13-03-2013,786.00,81.00,2025.00,1596.00
14-03-2013,741.00,81.00,1997.00,1624.00
15-03-2013,718.00,81.00,1982.00,1638.00
16-03-2013,697.00,81.00,1968.00,1652.00
17-03-2013,679.00,81.00,1953.00,1666.00
18-03-2013,661.00,81.00,1938.00,1680.00
19-03-2013,641.00,81.00,1923.00,1694.00
20-03-2013,617.00,80.00,1909.00,1708.00
21-03-2013,593.00,80.00,1894.00,1718.00
22-03-2013,572.00,80.00,1879.00,1731.00
23-03-2013,553.00,79.00,1864.00,1737.00
24-03-2013,534.00,79.00,1848.00,1745.00
25-03-2013,512.00,79.00,1833.00,1755.00
26-03-2013,491.00,78.00,1818.00,1765.00
27-03-2013,469.00,78.00,1802.00,1775.00
28-03-2013,446.00,77.00,1787.00,1780.00
29-03-2013,425.00,77.00,1772.00,1790.00
30-03-2013,401.00,76.00,1756.00,1796.00
31-03-2013,406.00,76.00,1741.00,1787.00
01-04-2013,411.00,75.00,1725.00,1775.00
02-04-2013,416.00,75.00,1711.00,1763.00
03-04-2013,422.00,74.00,1697.00,1751.00
04-04-2013,427.00,74.00,1682.00,1739.00
05-04-2013,432.00,73.00,1666.00,1727.00
06-04-2013,437.00,73.00,1650.00,1715.00
07-04-2013,441.00,72.00,1635.00,1705.00
08-04-2013,444.00,72.00,1620.00,1694.00
09-04-2013,446.00,71.00,1606.00,1683.00
10-04-2013,446.00,71.00,1591.00,1672.00
11-04-2013,445.00,70.00,1576.00,1663.00
12-04-2013,444.00,70.00,1561.00,1653.00
13-04-2013,443.00,69.00,1546.00,1643.00
14-04-2013,441.00,69.00,1530.00,1632.00
15-04-2013,439.00,68.00,1514.00,1621.00
16-04-2013,437.00,68.00,1497.00,1610.00
17-04-2013,434.00,67.00,1480.00,1600.00
18-04-2013,432.00,66.00,1464.00,1589.00
19-04-2013,430.00,64.00,1448.00,1578.00
20-04-2013,428.00,63.00,1432.00,1568.00
21-04-2013,426.00,61.00,1415.00,1557.00
22-04-2013,423.00,59.00,1399.00,1545.00
23-04-2013,421.00,57.00,1383.00,1533.00
24-04-2013,419.00,55.00,1368.00,1519.00
25-04-2013,417.00,53.00,1352.00,1505.00
26-04-2013,415.00,51.00,1336.00,1493.00
27-04-2013,412.00,49.00,1321.00,1479.00
28-04-2013,410.00,47.00,1305.00,1465.00
29-04-2013,408.00,45.00,1289.00,1450.00
30-04-2013,406.00,43.00,1273.00,1436.00
01-05-2013,404.00,41.00,1257.00,1422.00
02-05-2013,401.00,39.00,1241.00,1407.00
03-05-2013,399.00,37.00,1225.00,1392.00
04-05-2013,397.00,35.00,1210.00,1379.00
05-05-2013,395.00,33.00,1195.00,1366.00
06-05-2013,393.00,31.00,1179.00,1352.00
07-05-2013,391.00,29.00,1164.00,1338.00
08-05-2013,388.00,27.00,1150.00,1324.00
09-05-2013,386.00,26.00,1135.00,1310.00
10-05-2013,384.00,24.00,1120.00,1296.00
11-05-2013,382.00,22.00,1105.00,1282.00
12-05-2013,380.00,20.00,1090.00,1268.00
13-05-2013,378.00,18.00,1074.00,1254.00
14-05-2013,376.00,16.00,1059.00,1240.00
15-05-2013,373.00,14.00,1044.00,1226.00
16-05-2013,371.00,12.00,1029.00,1212.00
17-05-2013,369.00,10.00,1014.00,1198.00
18-05-2013,367.00,8.00,1000.00,1184.00
19-05-2013,365.00,6.00,985.00,1170.00
20-05-2013,363.00,4.00,970.00,1156.00
21-05-2013,361.00,2.00,955.00,1143.00
22-05-2013,359.00,0.00,940.00,1130.00
23-05-2013,356.00,0.00,924.00,1119.00
24-05-2013,354.00,0.00,913.00,1109.00
25-05-2013,352.00,0.00,901.00,1096.00
26-05-2013,349.00,0.00,890.00,1086.00
27-05-2013,347.00,0.00,880.00,1073.00
28-05-2013,345.00,0.00,867.00,1061.00
29-05-2013,343.00,0.00,857.00,1048.00
30-05-2013,341.00,0.00,844.00,1034.00
31-05-2013,339.00,0.00,834.00,1023.00
01-06-2013,337.00,0.00,821.00,1012.00
02-06-2013,335.00,0.00,811.00,1001.00
03-06-2013,333.00,0.00,798.00,991.00
04-06-2013,331.00,0.00,788.00,982.00
05-06-2013,329.00,0.00,775.00,970.00
06-06-2013,327.00,0.00,765.00,958.00
07-06-2013,325.00,0.00,752.00,963.00
08-06-2013,323.00,0.00,742.00,966.00
09-06-2013,321.00,0.00,729.00,956.00
10-06-2013,319.00,0.00,719.00,946.00
11-06-2013,317.00,0.00,705.00,946.00
12-06-2013,315.00,0.00,696.00,936.00
13-06-2013,312.00,0.00,683.00,927.00
14-06-2013,309.00,0.00,673.00,918.00
15-06-2013,305.00,0.00,660.00,909.00
16-06-2013,301.00,0.00,650.00,900.00
17-06-2013,296.00,0.00,637.00,892.00
18-06-2013,291.00,0.00,627.00,883.00
19-06-2013,286.00,0.00,614.00,874.00
20-06-2013,282.00,0.00,604.00,862.00
21-06-2013,277.00,0.00,591.00,852.00
22-06-2013,271.00,0.00,581.00,843.00
23-06-2013,265.00,0.00,568.00,834.00
24-06-2013,259.00,0.00,558.00,825.00
25-06-2013,253.00,0.00,545.00,816.00
26-06-2013,247.00,0.00,535.00,806.00
27-06-2013,241.00,0.00,522.00,797.00
28-06-2013,235.00,0.00,512.00,788.00
29-06-2013,229.00,0.00,499.00,778.00
30-06-2013,224.00,0.00,489.00,767.00
01-07-2013,219.00,0.00,476.00,757.00
02-07-2013,214.00,0.00,466.00,747.00
03-07-2013,209.00,0.00,453.00,736.00
04-07-2013,205.00,0.00,445.00,724.00
05-07-2013,201.00,0.00,433.00,712.00
06-07-2013,199.00,0.00,425.00,701.00
07-07-2013,197.00,0.00,413.00,689.00
08-07-2013,195.00,0.00,405.00,677.00
09-07-2013,187.00,0.00,392.00,664.00
10-07-2013,177.00,0.00,387.00,651.00
11-07-2013,176.00,0.00,383.00,651.00
12-07-2013,170.00,0.00,382.00,643.00
13-07-2013,167,0.00,377,632
14-07-2013,165.00,0.00,375.00,621.00
15-07-2013,158.00,0.00,370.00,611.00
16-07-2013,160.00,0.00,370.00,600.00
17-07-2013,150.00,0.00,365.00,590.00
18-07-2013,145.00,0.00,363.00,580.00
19-07-2013,139.00,0.00,361.00,570.00
20-07-2013,139.00,0.00,361.00,582.00
21-07-2013,133.00,0.00,356.00,597.00
22-07-2013,135.00,0.00,354.00,615.00
23-07-2013,146.00,0.00,353.00,625.00
24-07-2013,158.00,0.00,355.00,625.00
25-07-2013,163.00,0.00,352.00,617.00
26-07-2013,168.00,0.00,352.00,608.00
27-07-2013,174.00,0.00,347.00,598.00
28-07-2013,180.00,0.00,345.00,589.00
29-07-2013,186.00,0.00,343.00,580.00
30-07-2013,192.00,0.00,342.00,572.00
31-07-2013,197.00,0.00,338.00,563.00
01-08-2013,198.00,0.00,338.00,555.00
02-08-2013,199.00,0.00,337.00,547.00
03-08-2013,200.00,0.00,340.00,539.00
04-08-2013,205.00,0.00,344.00,531.00
05-08-2013,201.00,0.00,356.00,522.00
06-08-2013,191.00,0.00,356.00,511.00
