deal,description,episode,category,entrepreneurs,location,website,askedFor,exchangeForStake,valuation,season,shark1,shark2,shark3,shark4,shark5,title,episode-season,Multiple Entreprenuers
True,A rubber band that works as a money clip.,4,Novelties,Johnny Gennaro & Vinny Pastore,"New York, NY",http://amzn.to/1AcWx1t,50000,20,250000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Broccoli Wad,2-4,False
False,An aromatic lip gloss designed to help curb appetite.,5,Personal Care and Cosmetics,April Morris,"Indianapolis, IN",,80000,20,400000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,THINgloss,2-5,False
True,Light-up decals for car windows.,5,Automotive,George Podd and Rolf Schwartz,"Chicago, IL",http://powerdecal.com/,100000,5,2000000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Lightfilm,2-5,True
False,"Small cases for mints, gum and contact lenses featuring a clip that allows them to be attached to belts, backpacks, or other travel gear.",5,Novelties,Bob Kroupa,"Chicago, IL",http://clipngo.com/,500000,30,1666667,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Clip'n'Go,2-5,False
True,A magnetic skin with a decorative finish that can be applied to any appliance.,5,Home Improvement,Jan Augenstein,"Dayton, OH",http://www.fridgefronts.com/,100000,30,333333,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Fridge Fronts,2-5,False
True,A new kind of broom with a built-in scraper.,6,Storage and Cleaning Products,Shane Pannell,"Scottsdale, AZ",http://buysweepeasy.com/,40000,25,160000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Sweep Easy,2-6,False
False,"Accessories for casual golfers. The flagship product is the Par 6 cooler, which can keep a six-pack of beer stored in the shoe pocket of any golf bag.",6,Golf Products,Melissa and Ben Fossey,"Minnetonka, MN",,60000,20,300000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Caddy Swag,2-6,True
True,Cakes made from scratch from family recipes. They ship nationwide and orders can be placed online.,6,Specialty Food,Kim Nelson,"Greenville, SC",https://www.ilovedaisycakes.com/,50000,25,200000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Daisy Cakes,2-6,False
False,Designer hospital gowns for expecting moms.,6,Maternity,Deidrea Haysel,"Townsend, MD",http://www.hotmamagowns.com/,30000,20,150000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Hot Mama Gowns,2-6,False
True,"An impact-resistant hydration system that attaches to shoulder pads, aimed at football players in training.",7,Fitness Apparel and Accessories,Chris Spencer,"Houston, TX",http://www.hydromaxsystem.com/,50000,25,200000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Hydromax,2-7,False
False,A mobile entertainment company running specialized vehicles with movie theaters and video games.,7,Entertainment,Stuart and David Pikoff,"Austin, TX",http://www.g2u.com/,500000,10,5000000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Games2U,2-7,True
False,"A barf bag worn around the neck, for small children who are prone to carsickness.",7,Baby and Child Care,Les Cookson,"Sacramento, CA",http://www.carsikbib.com,30000,15,200000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Carsik Bib,2-7,False
False,A push mower marketed as a more eco-friendly alternative than powered mowers.,7,Gardening,Andy Humphrey,"Traverse City, MD",http://www.ecomowers.com/,90000,20,450000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Ecomowers,2-7,False
False,"A line of candles that come in ""manly"" scents of pot roast, golf course, football, popcorn and draft beer, among others.",8,Home Accessories,Johnson Bailey,"Broken Arrow, OK",,50000,25,200000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Man Candle,2-8,False
False,Non-stick fabric aisle runners for wedding ceremonies and special events.,8,Weddings,Julie Goldman,"Montclair, NJ",http://www.originalrunners.com/,250000,15,1666667,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Original Runner Company,2-8,False
True,"The Rocket, the company's flagship product, can turn anything into a speaker through its vibrations.",8,Electronics,Jason Lucash and Michael Szymczak,"Costa Mesa, CA",http://www.origaudio.com,150000,15,1000000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Origaudio,2-8,True
True,Hy-Conn is a super-fast connector for fire hydrants and garden hoses. The Pro Edition can be connected to any fire hydrant without the use of adapters or tools. The Home edition is for garden hoses.,8,Productivity Tools,Jeff Stroope,"Ashdown, AR",http://www.hy-conn.com/,500000,40,1250000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Hy-Conn,2-8,False
True,"The patented CitiKitty Cat Toilet Training Kit uses a proven, disappearing litter box technique that has successfully toilet trained cats for decades. CitiKitty's specially-designed training seat fits ALL toilets and transitions cats of all age, size, and breed from litter box to toilet. Any healthy cat, three months of age or older that is successfully using a litter box is a candidate for toilet training.",9,Pet Products,Rebecca Rescate,"Morrisville, PA",http://www.citikitty.com/,100000,15,666667,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,CitiKitty,2-9,False
False,T-shirts for expectant moms that display the due date.,9,Women's Apparel,Kim Preis,"Chicago, IL",,50000,15,333333,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Samson Martin,2-9,False
True,Shoes with interchangeable uppers allowing the user to easily vary their look.,9,Women's Shoes,Dominique McClain Barteet,"Palm Beach, FL",http://www.onesolestore.com/,500000,20,2500000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,One Sole,2-9,False
True,Aldo Orta Jewelry makes fashion jewelry with a royal theme.,9,Women's Accessories,Aldo Orta,"Burbank, IL",http://www.aojewelry.com/,180000,45,400000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Aldo Orta Jewelry,2-9,False
True,A water container that unscrews from the bottom as well as the top for ease of cleaning.,1,Water Bottles,Dave Mayer,"Oakland, CA",http://www.cleanbottle.com/,60000,5,1200000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Clean Bottle,3-1,False
True,A website where people can pre-purchase a night out on the town without the fear of getting turned away from a venue.,1,Entertainment,Alashe Nelson,"Miami, FL",https://www.ezvip.com/,150000,15,1000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,EZ VIP,3-1,False
False,Professional ghost-writing services company.,1,Professional Services,Michael Levin,"Irvine, CA",http://businessghost.com/,200000,10,2000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Business Ghost,3-1,False
False,Personalized services for planning your own funeral in advance. They have partnered with a large insurance company for a plan that gives people the opportunity to prepay for their funeral.,1,Consumer Services,Nancy Bush and Sue Kruskopf,"Minneapolis, MN",https://www.mywonderfullife.com/,100000,10,1000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,My Wonderful Life,3-1,True
True,"An online service where people can buy made-to-order cartoon drawings of cats, which are posted to the website.",2,Online Services,Steve Gadlin,"Chicago, IL",http://iwanttodrawacatforyou.com/,10000,25,40000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,I Want to Draw a Cat for You,3-2,False
False,A system to teach how to make successful sales pitches and step-by-step guides on what to say to prospective customers.,2,Professional Services,Dave Greco,"Hamden, CT",http://thesalespreneur.com/,90000,40,225000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Salespreneur,3-2,False
False,A cargo management system that can transform a pickup truck into a bigger cargo-carrying vehicle in about 30 seconds with racks that fold out of the back bed.,2,Automotive,Donny McCall,"Greensboro, NC",http://www.invisarack.com,100000,10,1000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Invis-A-Rack,3-2,False
False,Concept for a family-friendly magic show in Las Vegas.,2,Entertainment,Rick Smith,"Cleveland, OH",http://ricksmithjr.com/,1500000,20,7500000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Rick Smith Jr. Vegas Magic Show,3-2,False
True,"Chord Buddy is a one-of-a-kind learning system for the guitar that gets you playing from day one. Attach these tabs to your acoustic or electric guitar (right-handed only, sorry!) and you're ready to make music. Chord Buddy basically turns your real-life guitar into one as easy to play as those in your favorite Rock Band or Guitar Hero games. One at a time, you remove hte tabs and learn to play the chords on your own. Using the included instruction book, songbook, and DVD with two-month lesson plan, you can learn over 100 songs on your own!",3,Music,Travis Perry,"Dothan, AL",http://www.chordbuddy.com/,125000,10,1250000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Chord Buddy,3-3,False
False,"Liquid Money answers the question: what if I smelled like a million bucks, instead of just looking like it? Not literally though! That would be unfortunate. Liquid Money for Him is formulated to smell like success. The fragrance opens with a woodsy aroma that gives way to notes of citrus, rosemary, grass, and ocean breeze. The company was founded and is led by Pat McCarthy, a sales executive with experience at top enterprise software companies. Liquid Money's website even asserts the product is used at Microsoft, salesforce, and SAP. Not to forget the ladies, Liquid Money is also available in a women's formulation. All products come in a box packed with real shredded US dollar bills, just to really drive home the point!",3,Novelties,Pat McCarthy,"Miami, FL",http://www.liquidmoney.com/,100000,5,2000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Liquid Money,3-3,False
False,Attachable lighted patches for jean pockets.,3,Electronics,Kyle Rainey,"Emeryville, CA",http://www.taillightz.com/,50000,50,100000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Tail Lightz,3-3,False
True,"You Smell Soap is luxurious without taking itself too seriously. Made natural ingredients like shea butter and olive oil, You Smell Soap is fragrant yet gentle and soothing on the skin. Made with shea butter and olive oil, these bars create an unmatched soft and creamy lather. You Smell Soap is naturally fragrant yet gentle and soothing on your skin. Each bar comes wrapped in its signature ""You Smell"" packaging that is vintage-inspired and truly conversation-sparking. You Smell Soap is vegan and free of parabens, phthalates, and gluten.",3,Personal Care and Cosmetics,Megan Cummins,"Austin, TX",http://www.yousmellsoap.com/,55000,20,275000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,You Smell Soap,3-3,False
False,A canine-friendly cake mix that is safe for dogs to eat.,4,Pet Products,Kelly Chaney,"Pittsburgh, PA",http://www.puppycake.com/,50000,25,200000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Puppy Cake,3-4,False
False,A comfy outfit that combines a sweatshirt and a blanket.,4,Undergarments and Basics,Ivori Tennelle,"Los Angeles, CA",http://www.theswilt.com/,30000,35,85714,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Swilt,3-4,False
True,Wine Balloon (now sold under the name Air Cork) A product that preserves wine inside any already-opened bottle. It works by inflating a balloon inside the bottle to crowd out the air and prevent it from being in contact with the wine.,4,Wine Accessories,Eric Corti,"Mason, OH",http://aircork.com/,40000,30,133333,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Wine Balloon,3-4,False
True,A towel that is designed like a poncho so that kids can change out of their wet bathing suits without anyone seeing.,4,Baby and Children's Apparel and Accessories,Shelly Ehler,"Orange County, CA",http://showno.com/,50000,25,200000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Show No,3-4,False
True,"A water-resistant and, even better, racoon-resistant fabric cover for garbage bins of all sizes.",5,Storage and Cleaning Products,Kevin and Melissa Kiernan,"West Greenwich, RI",https://www.lastlid.com,40000,20,200000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Last Lid,3-5,True
False,A wedge-styled pillow specially designed for women with large breasts so they can lie on their stomachs comfortably,5,Novelties,Amanda Schlechter,"West Palm Beach, FL",,30000,25,120000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Ledge Pillow,3-5,False
True,Designer whole-leaf teas and accessories.,5,Specialty Food,Steve Nakisher and Shane Talbott,"Emeryville, CA",http://talbottteas.com/,250000,20,1250000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Talbott Teas,3-5,True
True,Adjustable necklaces and bracelets with interchangeable accents for kids and adults of all ages.,5,Baby and Children's Apparel and Accessories,"Maddie, Margot and Diane Bradshaw","Dallas, TX",http://www.snapcapsonline.com/,300000,15,2000000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,M3 Girl Designs,3-5,True
False,"Five-Minute Furniture is a system that allows for furniture that's easily assembled without hand tools, screws or bolts. Modular and customizable, the patented Five-Minute Furniture system comes in a variety of sizes, and allows users to built the furniture that best suits their living space. When not in use, it packs flat just as easily as it is assembled. Five-Minute Furniture was created by an architect who was inspired by a prefabricated bookshelf that caught his attention while he worked at a retail store.",6,Furniture,Jared Joyce,"Bozeman, MT",,250000,25,1000000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Five-Minute Furniture,3-6,False
True,"The Painted Pretzel sells creative, gourmet chocolate-covered pretzel confections in brick-and-mortar retail stores and online. The business offers pretzel knots, pretzel rods, pretzel bark and and pretzel turtles in a variety of flavors and sizes, configured into bundles and samplers. The company has also expanded into corporate gifts, and they count numerous Fortune 500 companies among their customers. Since appearing on the show, The Painted Pretzel has also begun to do fundraising business. Organizations seeking to raise money can buy customized pretzels for resale towards their cause.",6,Specialty Food,Raven Thomas,"Scottsdale, AZ",http://www.thepaintedpretzel.com/,100000,25,400000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Painted Pretzel,3-6,False
False,"Esso Watches are ionized wristwatches that claim to improve your body's energy field. Now branded TAGI Gear, the company currently sells TAGI watches that are made of silicone and still claim to be equipped with negative ion technology, although such claims appear to have taken a backseat to the aesthetic appeal of the watches. There are two TAGI watch models: a digital version and an analog version. Both are water resistant and available in a number of fun color choices.",6,Homeopathic Remedies,Ryan Naylor,"Phoenix, AZ",,35000,20,175000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Esso Watches,3-6,False
