Date,Price(in dollars),Open,High,Low,Vol.,Change%
"Jun 18, 2019",34.5,33.78,35.05,33.69,8.08M,2.15
"Jun 17, 2019",33.78,32.19,34.3,32.19,7.32M,4.91
"Jun 16, 2019",32.2,32.71,33.21,31.78,4.30M,-1.56
"Jun 15, 2019",32.71,32.42,33.91,31.73,5.37M,0.89
"Jun 14, 2019",32.42,35.2,35.25,29.93,7.61M,-7.9
"Jun 13, 2019",35.2,34.85,36.25,34.18,6.02M,1.03
"Jun 12, 2019",34.84,31.88,34.96,31.79,6.40M,9.28
"Jun 11, 2019",31.89,31.99,32.02,31,4.84M,-0.32
"Jun 10, 2019",31.99,30.15,32,29.75,6.26M,6.09
"Jun 09, 2019",30.15,31.7,31.84,29.77,2.53M,-4.9
"Jun 08, 2019",31.7,31.43,32.29,31.13,3.23M,0.88
"Jun 07, 2019",31.43,31.16,31.96,30.95,2.76M,0.88
"Jun 06, 2019",31.15,30.85,31.99,29.75,2.99M,0.99
"Jun 05, 2019",30.85,29.2,31.18,29.01,3.35M,5.66
"Jun 04, 2019",29.2,30.87,31.45,28.73,2.88M,-5.41
"Jun 03, 2019",30.87,33.16,33.16,30.51,2.85M,-6.91
"Jun 02, 2019",33.16,33.3,33.75,32.69,3.13M,-0.43
"Jun 01, 2019",33.3,32.92,34.32,32.53,3.65M,1.13
"May 31, 2019",32.93,31.63,32.96,30.61,3.63M,4.11
"May 30, 2019",31.63,33.62,34.95,30.38,3.80M,-5.9
"May 29, 2019",33.62,33.12,33.87,30.93,3.64M,1.5
"May 28, 2019",33.12,33.46,34.49,32.5,3.59M,-1.02
"May 27, 2019",33.46,33.27,35.08,32.76,3.94M,0.58
"May 26, 2019",33.27,35.07,35.07,32.37,3.85M,-5.27
"May 25, 2019",35.12,34.1,35.47,33.65,4.18M,2.97
"May 24, 2019",34.1,31.42,34.7,31.21,4.53M,8.53
"May 23, 2019",31.42,30.67,32.23,30.2,3.79M,1.2
"May 22, 2019",31.05,32.41,32.41,30.69,3.80M,-4.2
"May 21, 2019",32.41,29.27,32.7,28.06,4.71M,10.75
"May 20, 2019",29.27,29.17,29.3,27.6,3.98M,0.33
"May 19, 2019",29.17,28.87,29.84,27.62,4.44M,1.05
"May 18, 2019",28.87,25.8,29.1,25.13,4.32M,11.89
"May 17, 2019",25.8,26.29,26.65,23.4,3.43M,-1.87
"May 16, 2019",26.29,26.82,27.74,25.08,4.20M,-1.98
"May 15, 2019",26.82,23.64,27.4,23.46,3.43M,13.45
"May 14, 2019",23.64,23.5,24.49,22.62,3.82M,0.6
"May 13, 2019",23.5,20.96,23.99,20.74,4.57M,12.13
"May 12, 2019",20.96,20.85,21.49,20.13,3.23M,0.53
"May 11, 2019",20.85,19.62,22,18.89,3.75M,6.25
"May 10, 2019",19.62,18.85,19.99,18.33,2.43M,4.24
"May 09, 2019",18.82,20.67,20.96,18.58,2.33M,-8.92
"May 08, 2019",20.67,20.66,21.4,19.6,2.74M,0.03
"May 07, 2019",20.66,22.19,22.45,20.3,1.81M,-6.86
"May 06, 2019",22.18,22.98,22.99,21.47,1.77M,-3.49
"May 05, 2019",22.98,22.9,23.17,22.66,1.79M,0.39
"May 04, 2019",22.9,23.7,23.79,22.31,1.90M,-3.41
"May 03, 2019",23.7,23.61,23.97,23.02,2.23M,0.4
"May 02, 2019",23.61,21.88,24.09,21.75,2.44M,7.91
"May 01, 2019",21.88,22.04,22.1,21.48,2.07M,-0.74
"Apr 30, 2019",22.04,21.67,22.3,21.34,2.20M,1.71
"Apr 29, 2019",21.67,23.01,23.08,21.34,2.39M,-5.82
"Apr 28, 2019",23.01,22.42,23.21,22.42,3.02M,2.64
"Apr 27, 2019",22.42,23.06,23.12,22.39,2.99M,-2.76
"Apr 26, 2019",23.06,22.48,23.78,21.68,3.27M,2.57
"Apr 25, 2019",22.48,23.01,23.44,21.61,3.12M,-2.3
"Apr 24, 2019",23.01,22.55,23.11,20.97,2.96M,2.04
"Apr 23, 2019",22.55,23.78,24.6,22.48,2.88M,-5.19
"Apr 22, 2019",23.78,24.03,24.61,23.18,3.01M,-1.03
"Apr 21, 2019",24.03,24.89,24.89,22.49,3.31M,-3.44
"Apr 20, 2019",24.89,24.32,25.49,23.79,3.54M,2.33
"Apr 19, 2019",24.32,21.88,24.7,21.17,4.25M,11.15
"Apr 18, 2019",21.88,19.49,21.99,19.43,3.69M,12.26
"Apr 17, 2019",19.49,19.64,19.77,19.27,2.00M,-0.78
"Apr 16, 2019",19.64,19.27,19.71,18.71,2.24M,1.95
"Apr 15, 2019",19.27,19.36,19.78,18.69,2.22M,-0.6
"Apr 14, 2019",19.38,18.62,19.9,18.43,2.44M,4.11
"Apr 13, 2019",18.62,18.32,18.63,17.95,2.21M,1.61
"Apr 12, 2019",18.32,17.53,18.54,16.62,2.33M,4.51
"Apr 11, 2019",17.53,18.23,18.23,16.32,1.81M,-3.87
"Apr 10, 2019",18.24,18.3,18.61,17.89,2.56M,-0.33
"Apr 09, 2019",18.3,17.98,18.54,17.05,2.78M,1.79
"Apr 08, 2019",17.98,18.96,19.03,17.8,2.14M,-5.16
"Apr 07, 2019",18.96,19.07,19.21,18.82,2.33M,-0.52
"Apr 06, 2019",19.06,19.36,19.36,18.84,2.52M,-1.57
"Apr 05, 2019",19.36,19,19.46,18.88,2.71M,1.93
"Apr 04, 2019",19,18.51,19.41,18.21,2.94M,2.62
"Apr 03, 2019",18.51,19.72,20,18,3.53M,-6.11
"Apr 02, 2019",19.72,17.91,19.88,17.56,3.36M,10.09
"Apr 01, 2019",17.91,17.53,18.23,17.34,2.97M,2.15
"Mar 31, 2019",17.53,16.97,17.72,16.75,3.18M,3.32
"Mar 30, 2019",16.97,16.49,16.97,15.97,2.79M,2.89
"Mar 29, 2019",16.49,16.65,16.81,16.38,2.74M,-0.98
"Mar 28, 2019",16.65,16.58,16.72,16.41,2.99M,0.44
"Mar 27, 2019",16.58,16.2,16.8,15.89,3.24M,2.46
"Mar 26, 2019",16.18,16.79,16.79,15.56,2.73M,-3.64
"Mar 25, 2019",16.79,17.13,17.34,16.11,2.77M,-1.96
"Mar 24, 2019",17.13,15.15,17.45,14.68,5.29M,13.08
"Mar 23, 2019",15.15,15.15,15.44,14.96,2.63M,-0.04
"Mar 22, 2019",15.15,14.35,15.22,14.23,2.69M,5.6
"Mar 21, 2019",14.35,15.13,15.3,13.9,3.02M,-5.16
"Mar 20, 2019",15.13,15.51,15.51,15.02,2.37M,-2.42
"Mar 19, 2019",15.51,15.54,15.8,15,4.27M,-0.21
"Mar 18, 2019",15.54,15.62,15.79,15.23,2.48M,-0.51
"Mar 17, 2019",15.62,15.96,15.96,15.44,3.10M,-2.09
"Mar 16, 2019",15.95,14.94,16,14.88,3.29M,6.81
"Mar 15, 2019",14.94,14.9,15.19,14.85,2.99M,0.22
"Mar 14, 2019",14.9,15.02,15.08,14.57,3.08M,-0.78
"Mar 13, 2019",15.02,15.34,15.37,14.94,3.28M,-2.09
"Mar 12, 2019",15.34,14.41,15.43,14.18,4.05M,6.48
"Mar 11, 2019",14.41,14.37,14.9,14.01,3.76M,0.26
"Mar 10, 2019",14.37,14.47,14.51,13.87,3.53M,-0.66
"Mar 09, 2019",14.47,14.29,14.92,13.98,4.00M,1.23
"Mar 08, 2019",14.29,15.1,15.21,13.58,6.34M,-5.36
"Mar 07, 2019",15.1,14.58,15.52,14.35,6.76M,3.59
"Mar 06, 2019",14.58,13.65,14.64,12.9,6.16M,6.78
"Mar 05, 2019",13.65,11.4,13.74,11.4,8.34M,19.61
"Mar 04, 2019",11.41,11.45,11.51,10.88,2.74M,-0.29
"Mar 03, 2019",11.45,11.75,11.86,11.2,2.86M,-2.58
"Mar 02, 2019",11.75,11.35,11.8,10.83,3.89M,3.56
"Mar 01, 2019",11.35,10.27,11.55,10.24,4.02M,10.45
"Feb 28, 2019",10.27,9.85,10.49,9.8,3.69M,4.26
"Feb 27, 2019",9.85,9.43,10,9.35,3.53M,4.5
"Feb 26, 2019",9.43,9.7,9.75,9.36,3.12M,-2.72
"Feb 25, 2019",9.69,9.92,10.23,9.35,5.35M,-2.38
"Feb 24, 2019",9.93,10.73,11.08,9.4,4.80M,-7.43
"Feb 23, 2019",10.73,10.76,10.85,10.4,2.88M,-0.3
"Feb 22, 2019",10.76,10.47,10.96,10.39,3.04M,2.71
"Feb 21, 2019",10.47,10.94,10.94,10.14,3.08M,-4.24
"Feb 20, 2019",10.94,10.47,11.27,10.4,4.34M,4.5
"Feb 19, 2019",10.47,9.61,11.11,9.5,4.90M,8.95
"Feb 18, 2019",9.61,9.22,9.7,9.18,2.81M,4.2
"Feb 17, 2019",9.22,9.1,9.22,8.91,2.46M,1.33
"Feb 16, 2019",9.1,9.25,9.32,9.06,2.50M,-1.63
"Feb 15, 2019",9.25,8.75,9.49,8.73,3.32M,5.73
"Feb 14, 2019",8.75,8.92,9.04,8.41,2.80M,-1.92
"Feb 13, 2019",8.92,9.28,9.28,8.71,4.00M,-3.85
"Feb 12, 2019",9.28,9.53,9.75,8.94,4.94M,-2.63
"Feb 11, 2019",9.53,9.17,9.78,9.04,6.04M,4.02
"Feb 10, 2019",9.16,8.9,9.29,8.83,5.75M,2.96
"Feb 09, 2019",8.9,8.59,8.92,8.44,5.44M,3.58
"Feb 08, 2019",8.59,7.81,8.8,7.61,4.96M,9.92
"Feb 07, 2019",7.81,8.13,8.47,7.68,4.35M,-3.88
"Feb 06, 2019",8.13,7.86,8.48,7.34,5.82M,3.48
"Feb 05, 2019",7.86,7.11,7.96,6.96,4.15M,10.54
"Feb 04, 2019",7.11,6.79,7.18,6.69,3.31M,4.69
"Feb 03, 2019",6.79,6.87,6.9,6.62,3.09M,-1.18
"Feb 02, 2019",6.87,6.52,6.9,6.49,3.25M,5.31
"Feb 01, 2019",6.52,6.22,6.64,6.12,2.94M,4.87
"Jan 31, 2019",6.22,6.13,6.26,5.96,2.27M,1.39
"Jan 30, 2019",6.13,6.14,6.2,6,2.24M,-0.09
"Jan 29, 2019",6.14,6.16,6.26,5.99,2.96M,-0.2
"Jan 28, 2019",6.15,7.04,7.14,5.97,4.95M,-12.58
"Jan 27, 2019",7.04,6.95,7.2,6.79,2.78M,1.32
"Jan 26, 2019",6.95,6.68,6.98,6.62,2.74M,3.99
"Jan 25, 2019",6.68,6.46,6.75,6.44,2.58M,3.46
"Jan 24, 2019",6.46,6.49,6.49,6.39,1.51M,-0.58
"Jan 23, 2019",6.49,6.47,6.52,6.35,1.93M,0.24
"Jan 22, 2019",6.48,6.47,6.5,6.26,1.86M,0.09
"Jan 21, 2019",6.47,6.4,6.51,6.29,1.85M,1.19
"Jan 20, 2019",6.4,6.53,6.63,6.24,1.78M,-2.06
"Jan 19, 2019",6.53,6.48,6.64,6.24,2.27M,0.79
"Jan 18, 2019",6.48,6.32,6.58,6.22,2.50M,2.51
"Jan 17, 2019",6.32,6.09,6.32,5.96,2.31M,3.77
"Jan 16, 2019",6.09,5.81,6.18,5.78,2.16M,4.85
"Jan 15, 2019",5.81,6.06,6.06,5.68,1.37M,-4.11
"Jan 14, 2019",6.06,5.47,6.06,5.46,2.33M,10.78
"Jan 13, 2019",5.47,5.86,5.89,5.38,1.42M,-6.71
"Jan 12, 2019",5.86,5.96,5.96,5.8,1.75M,-1.63
"Jan 11, 2019",5.96,5.84,6.12,5.69,2.56M,2.68
"Jan 10, 2019",5.8,6.56,6.57,5.66,3.35M,-11.47
"Jan 09, 2019",6.56,6.52,6.85,6.35,4.17M,0.61
"Jan 08, 2019",6.52,6.2,6.8,6.14,3.95M,5.08
"Jan 07, 2019",6.2,6.26,6.31,6.1,1.68M,-0.98
"Jan 06, 2019",6.26,5.97,6.37,5.93,2.51M,4.95
"Jan 05, 2019",5.97,5.97,6.1,5.93,1.63M,0.11
"Jan 04, 2019",5.96,5.79,5.99,5.75,1.66M,2.86
"Jan 03, 2019",5.79,6.05,6.06,5.78,1.53M,-4.19
"Jan 02, 2019",6.05,5.99,6.09,5.85,2.13M,0.89
"Jan 01, 2019",5.99,6.11,6.12,5.78,1.42M,-1.82
"Dec 31, 2018",6.11,5.89,6.24,5.84,2.38M,3.56
"Dec 30, 2018",5.89,5.66,5.9,5.56,1.40M,4.34
"Dec 29, 2018",5.65,5.88,5.99,5.61,1.23M,-3.87
"Dec 28, 2018",5.88,5.17,5.89,5.11,1.50M,13.7
"Dec 27, 2018",5.17,5.62,5.65,5.1,1.15M,-7.69
"Dec 26, 2018",5.6,5.45,5.68,5.38,1.35M,2.89
"Dec 25, 2018",5.44,6.1,6.1,5.32,1.44M,-10.78
"Dec 24, 2018",6.1,5.96,6.47,5.93,2.06M,2.37
"Dec 23, 2018",5.96,5.83,6.13,5.77,1.88M,2.13
"Dec 22, 2018",5.83,5.47,5.88,5.39,1.77M,6.66
"Dec 21, 2018",5.47,5.66,5.78,5.32,1.59M,-3.38
"Dec 20, 2018",5.66,5.36,5.79,5.24,2.16M,5.65
"Dec 19, 2018",5.36,5.54,5.83,5.29,1.80M,-3.2
"Dec 18, 2018",5.54,5.05,5.54,4.91,1.91M,9.7
"Dec 17, 2018",5.05,4.62,5.12,4.6,1.51M,9.33
"Dec 16, 2018",4.62,4.55,4.7,4.51,1.07M,1.5
"Dec 15, 2018",4.55,4.52,4.6,4.45,969.29K,0.65
"Dec 14, 2018",4.52,4.64,4.75,4.43,946.23K,-2.58
"Dec 13, 2018",4.64,4.98,4.99,4.56,1.00M,-6.77
"Dec 12, 2018",4.98,4.88,5.14,4.74,1.20M,4.72
"Dec 11, 2018",4.75,4.63,4.87,4.5,1.18M,2.67
"Dec 10, 2018",4.63,4.77,4.94,4.49,928.56K,-2.9
"Dec 09, 2018",4.77,4.63,5,4.52,1.51M,3.01
"Dec 08, 2018",4.63,4.52,4.8,4.3,1.26M,2.45
"Dec 07, 2018",4.52,4.9,4.98,4.13,2.25M,-7.9
"Dec 06, 2018",4.9,6.06,6.1,4.9,3.03M,-19.08
"Dec 05, 2018",6.06,5.89,6.62,5.73,4.21M,2.83
"Dec 04, 2018",5.89,5.13,6.35,5.1,2.24M,14.89
"Dec 03, 2018",5.13,5.28,5.29,5.01,674.85K,-2.78
"Dec 02, 2018",5.28,5.28,5.43,5.2,852.86K,-0.14
"Dec 01, 2018",5.28,5.11,5.39,5.01,924.16K,3.17
"Nov 30, 2018",5.12,5.38,5.45,4.95,708.62K,-4.8
"Nov 29, 2018",5.38,5.35,5.63,5.14,1.02M,0.57
"Nov 28, 2018",5.35,4.99,5.46,4.99,1.14M,7.22
"Nov 27, 2018",4.99,5.04,5.04,4.71,702.11K,-1.05
"Nov 26, 2018",5.04,5.29,5.4,4.76,852.94K,-4.55
"Nov 25, 2018",5.28,5.2,5.37,4.54,1.00M,1.55
"Nov 24, 2018",5.2,5.65,5.8,4.79,919.71K,-7.99
"Nov 23, 2018",5.65,5.78,5.84,5.48,600.26K,-1.7
"Nov 22, 2018",5.75,6.29,6.37,5.75,627.77K,-8.57
"Nov 21, 2018",6.29,5.92,6.32,5.65,842.73K,5.86
"Nov 20, 2018",5.94,6.7,6.9,5.66,1.63M,-11.38
"Nov 19, 2018",6.7,8.08,8.09,6.67,1.05M,-17.05
"Nov 18, 2018",8.08,7.85,8.14,7.83,605.11K,2.97
"Nov 17, 2018",7.85,8.01,8.02,7.69,752.86K,-2
"Nov 16, 2018",8.01,8.38,8.38,7.86,902.84K,-4.37
"Nov 15, 2018",8.38,8.68,8.73,7.8,821.92K,-3.53
"Nov 14, 2018",8.68,9.39,9.42,8.34,671.74K,-7.57
"Nov 13, 2018",9.39,9.48,9.59,9.36,658.79K,-0.89
"Nov 12, 2018",9.48,9.54,9.59,9.33,724.75K,-0.75
"Nov 11, 2018",9.55,9.59,9.62,9.37,753.97K,-0.42
"Nov 10, 2018",9.59,9.62,9.68,9.57,782.36K,-0.27
"Nov 09, 2018",9.62,9.69,9.75,9.53,737.30K,-0.75
"Nov 08, 2018",9.69,9.89,9.92,9.66,797.78K,-2.04
"Nov 07, 2018",9.89,9.88,9.98,9.81,867.19K,0.25
"Nov 06, 2018",9.86,9.73,9.88,9.67,884.71K,1.35
"Nov 05, 2018",9.73,9.82,9.83,9.66,836.65K,-0.87
"Nov 04, 2018",9.82,9.59,9.9,9.5,934.58K,2.49
"Nov 03, 2018",9.58,9.65,9.71,9.49,814.17K,-0.71
"Nov 02, 2018",9.65,9.62,9.72,9.55,849.51K,0.3
"Nov 01, 2018",9.62,9.49,9.65,9.44,792.43K,1.36
"Oct 31, 2018",9.49,9.45,9.55,9.29,709.70K,0.63
"Oct 30, 2018",9.43,9.44,9.54,9.4,718.68K,-0.13
"Oct 29, 2018",9.44,9.7,9.73,9.38,786.96K,-2.63
"Oct 28, 2018",9.7,9.73,9.76,9.64,841.91K,-0.26
"Oct 27, 2018",9.73,9.83,9.83,9.7,851.50K,-1.06
"Oct 26, 2018",9.83,9.8,9.91,9.75,1.02M,0.3
"Oct 25, 2018",9.8,9.87,9.93,9.75,1.01M,-0.68
"Oct 24, 2018",9.87,9.92,9.99,9.86,1.04M,-0.54
"Oct 23, 2018",9.92,9.88,10.04,9.82,1.22M,0.41
"Oct 22, 2018",9.88,9.92,9.98,9.81,1.04M,-0.41
"Oct 21, 2018",9.92,9.91,10.02,9.87,1.20M,0
"Oct 20, 2018",9.92,9.9,10,9.82,1.16M,0.22
"Oct 19, 2018",9.9,9.92,9.98,9.83,1.11M,-0.22
"Oct 18, 2018",9.92,10.23,10.27,9.81,1.26M,-3.05
"Oct 17, 2018",10.23,10.27,10.35,10.1,1.40M,-0.35
"Oct 16, 2018",10.27,10.55,10.56,10.11,1.28M,-2.78
"Oct 15, 2018",10.56,9.59,10.98,9.52,2.34M,10.16
"Oct 14, 2018",9.59,9.68,9.78,9.53,963.46K,-0.95
"Oct 13, 2018",9.68,9.55,9.73,9.54,1.06M,1
"Oct 12, 2018",9.59,9.36,9.75,9.25,1.04M,2.51
"Oct 11, 2018",9.35,10.4,10.4,9.23,1.02M,-10.06
"Oct 10, 2018",10.4,10.42,10.44,10.25,1.03M,-0.25
"Oct 09, 2018",10.42,10.57,10.63,10.28,1.06M,-1.4
"Oct 08, 2018",10.57,10.59,10.69,10.5,1.24M,-0.14
"Oct 07, 2018",10.59,10.41,10.6,10.27,1.29M,1.7
"Oct 06, 2018",10.41,10.68,10.75,10.33,1.22M,-2.51
"Oct 05, 2018",10.68,10.3,10.77,10.23,1.63M,4.06
"Oct 04, 2018",10.26,10.28,10.44,10.21,1.40M,-0.22
"Oct 03, 2018",10.28,10.31,10.49,10.02,1.52M,-0.27
"Oct 02, 2018",10.31,9.98,10.68,9.86,1.65M,3.4
"Oct 01, 2018",9.97,10.02,10.08,9.85,949.17K,-0.51
"Sep 30, 2018",10.02,10.01,10.06,9.82,1.01M,0.22
"Sep 29, 2018",10,9.96,10.07,9.73,1.03M,0.4
"Sep 28, 2018",9.96,10.06,10.28,9.81,1.02M,-1.02
"Sep 27, 2018",10.06,9.71,10.1,9.64,1.10M,3.65
"Sep 26, 2018",9.71,9.82,9.94,9.55,665.88K,-1.16
"Sep 25, 2018",9.82,10.04,10.04,9.37,669.50K,-2.21
"Sep 24, 2018",10.04,10.29,10.36,9.91,716.92K,-2.41
"Sep 23, 2018",10.29,10.25,10.43,10.12,863.61K,0.37
"Sep 22, 2018",10.25,10.46,10.6,10.02,855.61K,-2
"Sep 21, 2018",10.46,10.01,10.48,9.95,1.44M,4.47
"Sep 20, 2018",10.01,9.61,10.08,9.58,1.12M,4.19
"Sep 19, 2018",9.61,9.52,9.79,9.23,981.11K,1
"Sep 18, 2018",9.52,9.36,9.65,9.22,892.23K,1.66
"Sep 17, 2018",9.36,9.94,10.03,9.26,862.34K,-5.82
"Sep 16, 2018",9.94,10.06,10.13,9.7,796.12K,-1.21
"Sep 15, 2018",10.06,9.9,10.22,9.88,1.11M,1.7
"Sep 14, 2018",9.89,9.56,10.09,9.5,1.07M,3.47
"Sep 13, 2018",9.56,9.21,9.71,9.2,1.02M,3.84
"Sep 12, 2018",9.21,9.36,9.48,9.01,719.29K,-1.67
"Sep 11, 2018",9.36,9.52,9.6,9.11,775.04K,-1.59
"Sep 10, 2018",9.52,9.51,9.74,9.29,411.19K,0.11
"Sep 09, 2018",9.51,9.52,9.76,9.15,575.56K,-0.18
"Sep 08, 2018",9.52,9.94,10.14,9.28,590.91K,-4.2
"Sep 07, 2018",9.94,10.29,10.3,9.65,545.66K,-3.36
"Sep 06, 2018",10.29,9.97,10.33,9.54,861.36K,3.22
"Sep 05, 2018",9.97,11.44,11.57,9.92,1.18M,-12.89
"Sep 04, 2018",11.44,11.31,11.45,11.22,632.54K,1.14
"Sep 03, 2018",11.31,11.37,11.46,11.1,640.54K,-0.2
"Sep 02, 2018",11.33,11.48,11.5,11.08,705.60K,-1.27
"Sep 01, 2018",11.48,10.99,11.57,10.97,1.05M,4.56
"Aug 31, 2018",10.98,10.77,10.99,10.56,823.12K,1.9
"Aug 30, 2018",10.77,11.17,11.19,10.35,754.61K,-3.51
"Aug 29, 2018",11.17,11.49,11.49,10.71,1.15M,-2.83
"Aug 28, 2018",11.49,11.17,11.53,10.77,1.55M,2.88
"Aug 27, 2018",11.17,10.22,11.31,10.1,1.52M,9.28
"Aug 26, 2018",10.22,10.1,10.25,9.73,744.03K,1.2
"Aug 25, 2018",10.1,10.2,10.28,9.94,680.30K,-1.03
"Aug 24, 2018",10.2,9.76,10.22,9.55,780.04K,4.55
"Aug 23, 2018",9.76,9.59,9.76,9.36,656.28K,2.57
"Aug 22, 2018",9.52,9.74,10.24,9.19,930.43K,-2.27
"Aug 21, 2018",9.74,9.64,9.84,9.36,467.53K,1
"Aug 20, 2018",9.64,10.14,10.21,9.56,675.69K,-4.92
"Aug 19, 2018",10.14,9.88,10.3,9.66,899.11K,2.64
"Aug 18, 2018",9.88,10.88,10.97,9.45,1.13M,-9.19
"Aug 17, 2018",10.88,9.78,10.88,9.71,1.34M,11.25
"Aug 16, 2018",9.78,9.54,9.99,9.35,1.01M,2.52
"Aug 15, 2018",9.54,9.4,10.63,9.34,2.06M,1.15
"Aug 14, 2018",9.43,10.26,10.28,8.54,1.78M,-8.07
"Aug 13, 2018",10.26,11.77,11.86,10.11,1.26M,-12.83
"Aug 12, 2018",11.77,11.67,11.84,11.36,827.24K,0.83
"Aug 11, 2018",11.67,12.15,12.15,11.31,951.81K,-3.95
"Aug 10, 2018",12.15,12.77,12.77,11.71,1.32M,-5
"Aug 09, 2018",12.79,12.15,12.86,12.04,1.40M,5.27
"Aug 08, 2018",12.15,13.15,13.15,11.96,1.48M,-7.6
"Aug 07, 2018",13.15,13.69,13.85,13.08,1.14M,-3.95
"Aug 06, 2018",13.69,13.64,13.96,13.47,1.40M,0.4
"Aug 05, 2018",13.64,13.85,13.9,13.24,1.18M,-1.55
"Aug 04, 2018",13.85,14.13,14.47,13.56,1.67M,-1.95
"Aug 03, 2018",14.13,14.16,14.16,13.55,1.72M,-0.25
"Aug 02, 2018",14.16,13.65,14.2,13.36,1.22M,3.75
"Aug 01, 2018",13.65,13.8,14.09,13.21,1.44M,-1.11
"Jul 31, 2018",13.8,13.17,14.08,13,1.91M,4.41
"Jul 30, 2018",13.22,13.95,13.97,13.01,1.21M,-5.27
"Jul 29, 2018",13.95,14.66,14.75,13.67,1.63M,-4.79
"Jul 28, 2018",14.66,13.99,14.88,13.72,2.19M,4.75
"Jul 27, 2018",13.99,13.34,14.08,13.04,1.87M,4.88
"Jul 26, 2018",13.34,13,13.62,12.93,2.05M,2.62
"Jul 25, 2018",13,12.16,13.51,12.12,2.39M,6.91
"Jul 24, 2018",12.16,12.03,12.29,11.64,1.47M,1.03
"Jul 23, 2018",12.03,12.14,12.39,11.9,846.36K,-0.9
"Jul 22, 2018",12.14,12.18,12.33,11.95,720.19K,-0.33
"Jul 21, 2018",12.18,12.08,12.49,11.85,962.91K,0.89
"Jul 20, 2018",12.08,12.96,13,11.82,1.50M,-6.8
"Jul 19, 2018",12.96,12.87,13.38,12.73,1.66M,0.71
"Jul 18, 2018",12.87,13.72,13.88,12.67,2.50M,-6.23
"Jul 17, 2018",13.72,13.38,13.9,12.83,2.44M,2.56
"Jul 16, 2018",13.38,12.3,13.42,12.18,1.69M,8.8
"Jul 15, 2018",12.3,12.09,12.4,11.97,974.98K,1.76
"Jul 14, 2018",12.09,12.19,12.28,11.93,705.87K,-0.82
"Jul 13, 2018",12.19,12.13,12.42,11.98,1.10M,0.55
"Jul 12, 2018",12.12,12.68,12.77,11.81,1.06M,-4.4
"Jul 11, 2018",12.68,12.77,12.82,12.17,1.67M,-0.75
"Jul 10, 2018",12.77,13.54,13.55,12.64,1.27M,-5.18
"Jul 09, 2018",13.47,14.01,14.04,13.47,1.07M,-3.67
"Jul 08, 2018",13.98,14.15,14.18,13.86,1.79M,-1.06
"Jul 07, 2018",14.13,13.44,14.28,13.31,2.50M,5.23
"Jul 06, 2018",13.43,13.76,13.81,13.15,960.65K,-2.4
"Jul 05, 2018",13.76,14.02,14.09,13.43,1.17M,-1.82
"Jul 04, 2018",14.02,14.15,14.25,13.85,1.08M,-0.93
"Jul 03, 2018",14.15,14.6,14.81,14.02,1.78M,-3.1
"Jul 02, 2018",14.6,14.39,14.75,14.02,1.90M,1.62
"Jul 01, 2018",14.37,14.67,14.74,14.1,1.21M,-2.5
"Jun 30, 2018",14.74,14.49,15.15,14.3,2.16M,1.59
"Jun 29, 2018",14.5,14.19,14.69,13.75,1.80M,2.62
"Jun 28, 2018",14.13,14.07,14.9,13.81,2.39M,0.38
"Jun 27, 2018",14.08,14.06,14.31,13.85,1.53M,0.16
"Jun 26, 2018",14.06,14.92,15.01,13.84,1.40M,-5.64
"Jun 25, 2018",14.9,14.42,15.15,13.76,2.27M,3.5
"Jun 24, 2018",14.39,15.58,15.72,13.36,3.87M,-7.58
"Jun 23, 2018",15.58,15.56,16.03,15.32,2.10M,0.09
"Jun 22, 2018",15.56,17.06,17.25,15.18,3.36M,-8.85
"Jun 21, 2018",17.07,16.08,17.38,15.88,3.56M,6.32
"Jun 20, 2018",16.06,16.74,16.85,15.61,1.95M,-4.07
"Jun 19, 2018",16.74,16.79,16.94,16.13,2.12M,-0.57
"Jun 18, 2018",16.84,16.6,17.17,16.16,2.85M,1.89
"Jun 17, 2018",16.52,15.76,17.19,15.71,3.24M,4.85
"Jun 16, 2018",15.76,14.92,15.96,14.85,2.45M,5.14
"Jun 15, 2018",14.99,14.88,15.63,14.63,2.57M,1.19
"Jun 14, 2018",14.81,14.56,15.2,14.06,2.69M,1.6
"Jun 13, 2018",14.58,15.2,15.8,13.71,3.15M,-4.46
"Jun 12, 2018",15.26,15.48,16.15,14.92,3.48M,-1.35
"Jun 11, 2018",15.47,14.17,15.48,13.71,2.47M,9.29
"Jun 10, 2018",14.15,16.02,16.02,13.4,2.58M,-11.7
"Jun 09, 2018",16.03,16.3,16.9,15.89,2.34M,-1.23
"Jun 08, 2018",16.23,16.32,16.65,15.75,2.53M,-0.15
"Jun 07, 2018",16.25,17.27,17.44,16.15,3.25M,-5.88
"Jun 06, 2018",17.27,15.6,17.4,15.32,3.87M,10.73
"Jun 05, 2018",15.6,14.26,15.7,14.15,2.61M,9.35
"Jun 04, 2018",14.26,14.7,14.73,13.62,1.58M,-2.85
"Jun 03, 2018",14.68,14.68,15.03,14.3,2.24M,0
"Jun 02, 2018",14.68,14.25,14.88,14,2.36M,3.01
"Jun 01, 2018",14.25,14.2,14.45,13.76,2.32M,0.25
"May 31, 2018",14.22,12.59,14.25,12.4,2.73M,12.66
"May 30, 2018",12.62,12.59,12.79,12.18,1.30M,0.08
"May 29, 2018",12.61,11.9,12.69,11.69,1.47M,6.01
