Date,Rainfall_S_Piero,Rainfall_Mangona,Rainfall_S_Agata,Rainfall_Cavallina,Rainfall_Le_Croci,Temperature_Le_Croci,Lake_Level,Flow_Rate
12/07/2012,0,0,0,0,0,24.65,247.52,1
13/07/2012,0,0,0,0,0,21.7,247.5,1
14/07/2012,0,0,0,0,0,25.45,247.47,1
15/07/2012,0,0,0,0,0,21.75,247.44,1
16/07/2012,0,0,0,0,0,22.5,247.42,1
17/07/2012,0,0,0,0,0,24.7,247.39,1
18/07/2012,0,0,0,0,0,25.4,247.36,1
19/07/2012,0,0,0,0,0,24.95,247.35,1
20/07/2012,0,0,0,0,0,25.8,247.32,1
21/07/2012,0,0,0,0,0,24.6,247.27,1.5
22/07/2012,0,0,0,0,0,22.25,247.24,1.5
23/07/2012,0,0,0,0,0,19.7,247.2,1.5
24/07/2012,0,0,0,0,0,23,247.17,1.5
25/07/2012,0,2,1.8,0.4,0,24.85,247.12,1.5
26/07/2012,0,0,0,0,0,24.65,247.09,1.5
27/07/2012,0,0,0,0,0,26.75,247.06,1.5
28/07/2012,0,0,0,0,0,27.25,247.02,1.5
29/07/2012,0,0,0,0,0,25.9,246.98,1.5
30/07/2012,0,0,0,0,0,24.9,246.94,1.5
31/07/2012,0,0,0,0,0,25.35,246.92,1.5
01/08/2012,0,0,0,0,0,28.6,246.88,1.5
02/08/2012,0,0,0,0,0,27.1,246.83,1.5
03/08/2012,0,0,0,0,0,25.45,246.8,1.5
04/08/2012,0,0,0,0,0,26.95,246.77,1.5
05/08/2012,0,0,0,0,0,26.6,246.74,1.5
06/08/2012,0,0,0,0,0,26.75,246.7,1.5
07/08/2012,0,0,0,0,0,26.75,246.65,2
08/08/2012,0,0,0,0,0,25.5,246.61,2
09/08/2012,0,0,0,0,0,27.75,246.56,2
10/08/2012,0,0,0,0,0,26.15,246.51,2
11/08/2012,0,0,0,0,0,25.45,246.46,2
12/08/2012,0,0,0,0,0,24.75,246.41,2
13/08/2012,0,0,0,0,0,24.9,246.36,2
14/08/2012,0,1.6,0.8,0,2.2,25.2,246.32,2
15/08/2012,0,0,0,0,0,26.15,246.26,2
16/08/2012,0,0,0,0,0,24.65,246.21,2
17/08/2012,0,0,0,0,0,26.75,246.18,2.5
18/08/2012,0,0,0,0,0,29.8,246.13,2.5
19/08/2012,0,0,0,0,0,28.85,246.06,2.5
20/08/2012,0,0,0,0,0,29.65,246.01,2.5
21/08/2012,0,0,0,0,0,29,245.93,2.5
22/08/2012,0,0,0,0,0,28.25,245.88,2.5
23/08/2012,0,0,0,0,0,27.95,245.83,2.5
24/08/2012,0,0,0,0,0,27.1,245.78,2.5
25/08/2012,0,0,0,0,0,26.35,245.72,2.5
26/08/2012,4,3.6,5.8,9.8,16.4,22.05,245.66,2.5
27/08/2012,0,0,0,0,0,24,245.61,2.5
28/08/2012,0,0,0,0,0,24.7,245.56,2.5
29/08/2012,0,0,0,0,0,24.5,245.5,2.5
30/08/2012,0,0,0,0,0,24.9,245.44,2.5
31/08/2012,0,22.2,9.8,7.6,5.6,21.45,245.39,2.5
01/09/2012,0,6.2,2.6,6.4,6,17.8,245.34,2
02/09/2012,0,0,0.2,0.2,0.2,18.6,245.3,2
03/09/2012,0,17.2,18.4,18.2,17.6,20.15,245.27,2
04/09/2012,0,0.6,0.6,0,0.2,20.55,245.23,1
05/09/2012,0,1.8,0,0.6,0.2,21.75,245.21,1
06/09/2012,0,0,0,0,0,22.85,245.17,1
07/09/2012,0,0,0,0,0,24.25,245.14,1.5
08/09/2012,0,0,0,0,0,24.2,245.11,1.5
09/09/2012,0,0,0,0,0,24.15,245.08,1.5
10/09/2012,0,0,0,0,0,22.7,245.04,2.5
11/09/2012,0,0,0,0,0,21.5,244.99,2.5
12/09/2012,0.2,9.6,0,0.2,0,20.6,244.92,3
13/09/2012,2.2,4.6,1.6,3.2,4.4,16.75,244.85,3
14/09/2012,0,0,0.2,0,0,17.9,244.79,2.5
15/09/2012,0,0,0,0,0,20,244.71,2.5
16/09/2012,0,0,0,0,0,20.6,244.67,2.5
17/09/2012,0,0,0,0,0,19.65,244.61,2.5
18/09/2012,0,0,0,0,0,20.85,244.53,2.5
19/09/2012,18.8,5.4,17.2,10.4,21.4,17.7,244.47,2.5
20/09/2012,0,0,0,0,0,18.5,244.42,1
21/09/2012,0,0,0,0,0,17.3,244.42,2
22/09/2012,0,0,0,0,0,17.45,244.44,2
23/09/2012,0,0,0,0,0,23.05,244.39,2
24/09/2012,0,0,0,0,0,22.8,244.35,2
25/09/2012,0,0,0.2,0,0,22.15,244.29,2
26/09/2012,0,0,0,0,0,23.05,244.24,2
27/09/2012,0.6,8.8,7,16,10.8,19.7,244.19,2
28/09/2012,0,0.6,0,0.2,0.4,20.8,244.16,2
29/09/2012,1,4,1.2,2,3.8,20.65,244.11,2
30/09/2012,36.4,33.2,37.2,35.6,36.8,20.8,244.06,2
01/10/2012,6,4.8,9,3,3.6,19.5,244.08,1
02/10/2012,0,0,0,0,0,18.75,244.06,1
03/10/2012,0,0,0,0,0,17.3,244.03,1
04/10/2012,0,0,0,0,0,19.1,244,1
05/10/2012,0,0,0,0,0,19.85,243.99,1
06/10/2012,0,0,0.2,0,0.2,18.15,243.96,1
07/10/2012,0,0,0,0,0,19.75,243.91,2
08/10/2012,0,0,0,0,0,21,243.87,1.5
09/10/2012,0.6,0.8,1.8,1,2,18.2,243.83,1
10/10/2012,0,0,0.2,0,0,18.35,243.8,1
11/10/2012,4.8,3.4,5.2,5.2,5,19,243.78,1
12/10/2012,3.4,5.4,5.4,8.6,4.8,19.15,243.76,1
13/10/2012,1,8.4,7.2,5.2,7,18.55,243.75,1
14/10/2012,0,0,0.2,0.8,1,18,243.74,1
15/10/2012,13.6,20.2,17.8,20.6,20.6,15.15,243.73,1
16/10/2012,0,0,0.2,0,0,14.7,243.76,1
17/10/2012,0,0.2,0,0,0,17.45,243.72,0.6
18/10/2012,0,0,0.2,0,0.2,16.55,243.67,0.6
19/10/2012,0,0,0,0,0,18.1,243.65,0.6
20/10/2012,0,0,0,0,0,18.6,243.63,0.6
21/10/2012,0,0,0,0,0,19.55,243.59,0.6
22/10/2012,0,0,0,0,0,20.05,243.58,0.6
23/10/2012,0,0,0,0,0,19.95,243.57,0.6
24/10/2012,0,0,0,0,0,18.65,243.55,0.6
25/10/2012,0,0,0,0,0,16.8,243.54,0.6
26/10/2012,10.4,39.8,20.8,31.8,30.4,15.7,243.53,0.6
27/10/2012,8,29.8,29.8,45,20.4,15.5,243.59,0.6
28/10/2012,5.8,18,15.2,20.4,20.8,10.1,243.77,0.6
29/10/2012,0.4,2.6,2,3,4.6,7.4,243.86,0.6
30/10/2012,0,0,0.2,0,0,6.3,243.9,0.6
31/10/2012,12.6,35.6,27,29,25.2,10.3,243.91,0.6
01/11/2012,3.8,18.4,12.6,12.2,12.4,13.55,244.08,0.6
02/11/2012,0,0.4,0,0.2,0.4,15.6,244.26,0.6
03/11/2012,0,0,0,0,0.2,13.75,244.28,0.6
04/11/2012,5.4,37.8,24.2,23.2,18.8,17,244.31,0.6
05/11/2012,5,39,5.6,10.6,9.6,16.35,244.68,0.6
06/11/2012,0,0.8,0.4,0,0.6,13.65,244.92,0.6
07/11/2012,0,0.2,0,0,0,12.35,244.96,0.6
08/11/2012,0,0,0,0,0,10.5,244.99,0.6
09/11/2012,0.2,0,0,0.2,0.4,11.15,245,0.6
10/11/2012,0,0,0.2,0.2,0.4,13.55,245.01,0.6
11/11/2012,8,34.8,15.6,17,15.2,16.45,245.03,0.6
12/11/2012,2.4,5.2,6.6,7,6.8,14.65,245.21,0.6
13/11/2012,0,0.2,0,0,0.2,14.75,245.3,0.6
14/11/2012,0,0,0,0,0,13.95,245.35,0.6
15/11/2012,0,0,0,0,0,11.05,245.37,0.6
16/11/2012,0,0,0,0,0,11.4,245.4,0.6
17/11/2012,0,0,0,0,0,11.65,245.4,0.6
18/11/2012,0,0,0,0,0,10.6,245.4,0.6
19/11/2012,1.2,4.4,6.8,2.4,3.2,12.15,245.4,0.6
20/11/2012,0,0,0,0,0,13,245.42,0.6
21/11/2012,0,0,0,0,0,12.75,245.42,0.6
22/11/2012,0,0,0,0,0,11,245.42,0.6
23/11/2012,0,0,0,0,0,11.9,245.42,0.6
24/11/2012,0,0,0,0,0,12.35,245.42,0.6
25/11/2012,0.6,3.6,1.8,1.8,2.4,10.95,245.42,0.6
26/11/2012,0.2,3.6,1.4,0.4,0.6,12.6,245.42,0.6
27/11/2012,33.4,31.6,31.4,29.2,27.6,13.9,245.42,0.6
28/11/2012,28.8,48.4,39.8,38.8,40.2,13.45,245.73,0.6
29/11/2012,0.8,1.4,1,0,1,10.4,246.61,0.6
30/11/2012,0.6,5.6,2.8,1.4,2,9.45,246.77,0.6
01/12/2012,2.8,13.6,7.4,10.6,13.4,9.4,246.84,0.6
02/12/2012,0,9.4,4.2,3.6,4,7,246.95,0.6
03/12/2012,0.2,2,2,2,1,6.65,247.11,0.6
04/12/2012,23.8,20,29,34.2,40.2,7.15,247.19,0.6
05/12/2012,0,0,0.2,0,0.2,3.15,247.69,0.6
06/12/2012,0,0,0.2,0.2,0.2,1.1,247.82,0.6
07/12/2012,2.2,0.2,0.2,3.6,2,0.1,247.91,0.6
08/12/2012,0.8,1.6,2.4,1.2,5.8,1.65,247.98,0.6
09/12/2012,2.2,8.6,16,4.4,12.2,4,248.03,0.6
10/12/2012,0,0,0,2.4,0,3.05,248.07,0.6
11/12/2012,0,0,0,3,0,6.25,248.09,0.6
12/12/2012,0,0,0,1.2,0,4.6,248.13,0.6
13/12/2012,0,0.2,0,0,0.6,1.35,248.15,0.6
14/12/2012,4.4,10.2,7.2,15.4,14.6,6.2,248.18,0.6
15/12/2012,18.8,57.2,46.4,63.2,45.8,12.05,248.56,5
16/12/2012,0,0,0,0,0.2,13.3,250,5
17/12/2012,5,2.8,7,8,16.4,7.95,250.12,6.5
18/12/2012,0,0,0.2,0,0.4,4.4,250.19,6.5
19/12/2012,0,0,0.4,0,0.4,7.15,250.17,6.5
20/12/2012,0.2,0,0.2,0,0,4.25,250.13,6.5
21/12/2012,0.8,3.8,7.2,6.8,9.8,4.7,250.08,6.5
22/12/2012,0,0,0,0,0.2,7.7,250.04,5
23/12/2012,0.2,0,1.2,0.4,2.2,5.35,250,5
24/12/2012,0,0,0.4,0.2,1.2,10.2,249.95,5
25/12/2012,0,0.4,0.4,0.6,1,11.85,249.9,5
26/12/2012,9.2,10.6,11.8,11,11.8,11.45,249.86,5
27/12/2012,0,1,1.4,1.6,3.2,10.4,249.89,1.5
28/12/2012,0,0,0,0,0.2,11.4,249.93,1.5
29/12/2012,0,0,0,0,0,10.05,249.98,1.5
30/12/2012,0,0,0,0,0,6.8,250.01,1.5
31/12/2012,0,0,0,0,0,9,250.02,1.5
01/01/2013,0,0,0.4,0.2,0.8,4.25,250.05,1.5
02/01/2013,1.2,12.2,6.8,12.8,14.2,7.35,250.06,1
03/01/2013,0,0,0,0,0.2,10.45,250.13,1
04/01/2013,0,0,0.2,0,0.2,5.8,250.17,1
05/01/2013,0,0,0.2,0,0,6.45,250.19,0.6
06/01/2013,0,0,0.2,0,0.2,6.6,250.23,0.6
07/01/2013,0,0,0.2,0,0.2,7.6,250.25,0.6
08/01/2013,0,0,0.2,0,0,6.8,250.28,0.6
09/01/2013,0,0,0,0,0,8.75,250.3,0.6
10/01/2013,0,0,0.2,0,0,10.25,250.3,0.6
11/01/2013,0.8,0.8,1.8,1,5.4,8.2,250.31,0.6
12/01/2013,1.6,1.4,5,3,6.4,6.05,250.32,0.6
13/01/2013,8,21.4,22,21.6,21,6.65,250.35,2.7
14/01/2013,8.4,12,12.2,10.2,9.6,5.4,250.56,7
15/01/2013,1.4,10.6,6.6,5.8,7.6,5.55,250.62,2.7
16/01/2013,1.4,10.6,6,12.4,13,4.4,250.82,7
17/01/2013,0.2,2.2,3.4,0.4,1.2,3.5,250.91,7
18/01/2013,0,1.2,2.6,0,0.2,4.4,250.89,7
19/01/2013,5.4,18.4,12.8,19,21.8,2.15,250.84,7
20/01/2013,16.4,45.8,37,42.8,40.4,8.1,251.24,7
21/01/2013,0.8,3.4,3.4,5.8,6.6,9.25,251.84,7.2
22/01/2013,4.2,8,9.2,7.6,8,6.85,252,11.37
23/01/2013,0,1.2,0.6,1,0.6,5.75,252.09,17.3
24/01/2013,0,0,0.6,0,0,6.35,252.07,13.31
25/01/2013,0,0.2,0.6,0,0.2,6.2,252.03,9.27
26/01/2013,0,0,0,0,0,5.6,251.98,7.2
27/01/2013,0,0,0,0,0,5.9,251.94,7.2
28/01/2013,0.8,7.8,7.4,8.4,10.4,5.05,251.87,7.2
29/01/2013,0,0,0,0,0,8.2,251.81,7.2
30/01/2013,0,0,0,0,0,9.55,251.75,7.2
31/01/2013,0,0,0,0,0.2,12.55,251.67,7.2
01/02/2013,0,1,0.8,0.4,0.2,12.75,251.57,7.2
02/02/2013,2.4,27.2,15.2,15,16.4,8.2,251.52,7.2
03/02/2013,0.2,6,12.2,3.2,2.2,6.05,251.65,7.2
04/02/2013,0,0,0,0,0,6.9,251.69,7.2
05/02/2013,0.2,1,1.4,0.6,2,7.45,251.64,7.2
06/02/2013,1.4,4.6,2,0.6,0.2,8.6,251.61,7.2
07/02/2013,0,0,0.4,0.2,0,5.25,251.57,7.2
08/02/2013,0,0,0,0,0,6.3,251.51,7.2
09/02/2013,0,0,0,0,0,4.35,251.47,7.2
10/02/2013,0,0,0,0,0,3.05,251.36,7.2
11/02/2013,2.4,0,19,2,0.6,3.05,251.28,7.2
12/02/2013,6,7.4,14.6,25.4,27.4,5.15,251.22,7.2
13/02/2013,0,9.2,0.2,5.2,6.6,5.45,251.18,7.2
14/02/2013,0,20.6,0,0,0,6.95,251.14,7.2
15/02/2013,0,0,0,0,0,6.9,251.13,7.2
16/02/2013,0,0,0,0,0,8.7,251.08,7.2
17/02/2013,0,0,0,0,0,8,251.03,7.2
18/02/2013,0,0,0.4,0,0.2,6.7,250.98,5
19/02/2013,0,0,0,0,0,7.8,250.95,5
20/02/2013,0.6,1.8,1.8,0.8,1.4,5.35,250.93,5
21/02/2013,3.8,4.8,8.8,14.2,4.6,3.9,250.9,5
22/02/2013,0.4,2.2,4,2.6,3.2,2.15,250.91,5
23/02/2013,0.4,0.2,1.8,0.2,0,2.25,250.94,5
24/02/2013,13.6,0.4,16.8,10,10.6,4.1,250.98,0.6
25/02/2013,0.6,1.8,17.8,12,15.2,5.35,251.07,2.5
26/02/2013,0,18.4,0.2,16,36.4,8.45,251.12,2.5
27/02/2013,0,0.2,0,0.2,5.6,6,251.21,2.5
28/02/2013,0,0,0,0,0,8.95,251.26,2.5
01/03/2013,0,0,0,0,0,8,251.38,2.5
02/03/2013,0,0,0,0,0,9.25,251.43,5
03/03/2013,0,0,0,0,0,10.55,251.52,7
04/03/2013,0,0,0,0,0,10.95,251.52,7.2
05/03/2013,2,3.2,5.2,3,8.2,9.25,251.52,7.2
06/03/2013,8.6,19.2,22.6,18,23.2,9,251.59,7.2
07/03/2013,4.6,13,6.2,9,10.2,11.45,251.9,15.8
08/03/2013,4.6,11.8,15.2,9.4,14,12.75,252.19,22.25
09/03/2013,8,10.6,11.6,13.6,11,12.5,252.26,32.39
10/03/2013,4.2,2.2,5,3.8,8.4,12.95,252.23,29.27
11/03/2013,0.4,6.8,3,3.6,6,10,252.17,23.66
12/03/2013,1,0.2,1,0.8,3.4,10.95,252.12,17.8
13/03/2013,10.8,23.6,18,21,27.8,7.8,252.09,21.13
14/03/2013,0,0.2,2,0,0,7.15,252.17,19.67
15/03/2013,0,0,0.2,0,0,6.05,252.11,13.01
16/03/2013,0,0,0,0,0,5.7,252.05,8.76
17/03/2013,4.8,9.2,13,21.2,15.6,6.4,252.02,8.02
18/03/2013,34.4,13.6,46,70.8,47.8,10.35,252.4,68.52
19/03/2013,0,0,0,0,0,11.25,252.4,42.36
20/03/2013,2,2,8,9,13.4,10.3,252.23,21.84
21/03/2013,0,0,0,0,0,11.65,252.19,11.14
22/03/2013,0,0,0,0,0,10,252.16,8.22
23/03/2013,0,0,0,0,0.4,12.45,252.12,5.83
24/03/2013,3.8,7,9,8.6,10,11.45,252.12,5.61
25/03/2013,0,0,2.6,0,0.2,7.25,252.12,5.61
26/03/2013,3,2.2,3.8,2.6,8.6,6.25,252.11,7.22
27/03/2013,0,0,0,0,0,8.05,252.05,8.1
28/03/2013,2.6,8.8,5.8,7.4,10,11.25,251.98,7.3
29/03/2013,1.6,16.4,8,6.2,13,12.9,252.03,7.66
30/03/2013,12.6,38,24,23.8,24.8,11.65,252.11,17.55
31/03/2013,0,0,0,0.2,2.6,11.4,252.33,28.74
01/04/2013,0.6,1.6,2,2.4,4.6,12.35,252.17,15.23
02/04/2013,6.2,6.6,10.2,12.6,17.2,10.15,252.13,14.9
03/04/2013,0,0,0,0,0,12.25,252.13,11.98
04/04/2013,0.2,2.6,1.2,1,1.2,11.85,252.06,9.06
05/04/2013,6.6,8.6,13.8,15,19.4,10.55,252.07,9.69
06/04/2013,0.6,0,0.2,0.2,0.6,14,252.07,9.55
07/04/2013,0,0,0,0,0,12.1,252.03,7.8
08/04/2013,1.6,6,2.8,4.6,4.4,9.95,251.98,7.3
09/04/2013,2.4,3.2,4,4,8.4,12.45,251.95,7.3
10/04/2013,0.4,0.4,1.2,1.6,0.8,14,251.94,7.3
11/04/2013,0,0,0,0,0,14.15,251.9,7.3
12/04/2013,0,1.8,0,0,0.2,15.3,251.84,7.3
13/04/2013,0,0,0,0,0,15.4,251.79,7.3
14/04/2013,0,0,0,0,0,16.55,251.71,7.3
15/04/2013,0,0,0,0,0,19.25,251.63,7.3
16/04/2013,0,0,0,0,0,18.85,251.55,7.3
17/04/2013,0,0,0,0,0,20.8,251.44,7.3
18/04/2013,0,0,0,0,0,20.4,251.34,7.3
19/04/2013,0,0,0,0,0,19.3,251.26,6.35
20/04/2013,1.2,1.6,0.8,0,1.4,15.15,251.2,5.4
21/04/2013,0,0.4,0,0,0,13.75,251.13,5.4
22/04/2013,10,20.8,14.8,12.4,16.4,13.15,251.07,2
23/04/2013,1.8,0,4.2,0.6,0.8,12.65,251.08,1
24/04/2013,0,0,0,0,0,17.3,251.11,1
25/04/2013,0,0,0,0,0,21,251.12,1
26/04/2013,0,0,0,0,0,20.4,251.12,1
27/04/2013,5,20.2,5.8,17.4,17.6,16.95,251.13,1
28/04/2013,2.2,9.4,1.6,3.6,6.4,18.2,251.22,1
29/04/2013,0,0,0,0,0,21.25,251.28,1
30/04/2013,1,1.4,1.2,1.4,2,21.5,251.32,1
01/05/2013,0,0.2,0,0.2,0.4,22.1,251.34,1
02/05/2013,8.6,10.6,12.4,9.6,3.2,17.9,251.38,1
03/05/2013,0,0,0.2,0,0,19.15,251.4,1
04/05/2013,0,0,0,0,0,19.4,251.4,1
05/05/2013,4.6,9.4,17,2.4,12,18.55,251.41,1
06/05/2013,0,0,0,0,0,17.85,251.46,1.5
07/05/2013,0,0,0,0,0,18.15,251.46,1
08/05/2013,0.6,1.2,0,0.4,0.4,18.3,251.47,1
09/05/2013,0,0,0,0,0,19.3,251.48,1
10/05/2013,1.2,2.6,3,0.6,1.6,18.45,251.49,1
11/05/2013,0,1.6,1.4,2.2,0.8,18.25,251.49,1
12/05/2013,2.4,6,6.2,3.6,13.6,17.35,251.49,1
13/05/2013,2,1,5.4,0.4,1,17.15,251.5,1
14/05/2013,0,0,0,0,0,17.45,251.5,1
15/05/2013,0.2,5.8,0.6,2.8,3.6,17.85,251.5,2
16/05/2013,37,43,43.4,39.2,43.8,16.5,251.56,2
17/05/2013,4.8,9.2,7.4,14.6,14.8,15.9,251.87,3.7
18/05/2013,0.8,0,0.6,1.4,1.8,17.45,252.05,3.7
19/05/2013,1.6,1.6,2.6,3,3.4,15.6,252.02,3.7
20/05/2013,0,1,0,0,0,15.4,252,3.7
21/05/2013,0,0,0,0,0,15.05,251.97,3.7
22/05/2013,0,0,0,0,0,15.7,251.95,3.7
23/05/2013,1.4,7.2,10,3.4,15.4,16.6,251.92,3.7
24/05/2013,1.2,5.8,3.8,4.2,3.2,13.5,251.89,3.7
25/05/2013,18.2,24.8,20,32.8,38.6,10.1,251.86,2.7
26/05/2013,5.2,4.8,3.2,7.6,1.8,13.55,252.07,2.7
27/05/2013,0,0,0,0,0,15.45,252.05,3.5
28/05/2013,0,0.2,0,0,0,15.45,252.02,3.5
29/05/2013,0.8,3,2,1,2.6,14.9,252,3.5
30/05/2013,18,29.8,21,36,28.2,12.05,251.96,4
31/05/2013,0,0.2,0.2,0,0.4,14.95,252.11,4
01/06/2013,0,0.4,0.2,0,0.2,17.45,252.05,4
02/06/2013,0,0,0,0,1.4,18.45,252.02,4
03/06/2013,0,4.8,2,4.8,2.2,17.7,251.97,4
04/06/2013,0,0,0,0.2,0.2,17.4,251.95,4
05/06/2013,16.8,13.4,1.2,2,0.8,18.75,251.91,4
06/06/2013,0,1.8,0.6,0.2,0.2,18.85,251.89,4
07/06/2013,2.8,0.4,0,5.6,0,20.1,251.86,2
08/06/2013,0,0,0,0,0,20.6,251.85,2
09/06/2013,0.6,2,1.2,1.8,3.2,18.1,251.85,2
10/06/2013,0,2.6,3.8,0.4,1.6,18.2,251.84,2
11/06/2013,0,0,0,0,0,19.1,251.84,2
12/06/2013,0,0.2,0,0,0,21.1,251.84,2
13/06/2013,0,0,0,0,0,22.5,251.82,2
14/06/2013,0,0,0,0,0,21.6,251.8,2
15/06/2013,0,0,0,0,0,22.6,251.78,2
16/06/2013,0,0,0,0,0,22.65,251.76,2
17/06/2013,0,0,0,0,0,22.25,251.74,1
18/06/2013,0,0,0,0,0,27.45,251.72,1
19/06/2013,0,0,0,0,0,24.8,251.71,1
20/06/2013,0,0,0,0,0,23,251.71,1
21/06/2013,0,0,0,0,0,22.95,251.7,1
22/06/2013,0,0,0,0,0,20.9,251.68,1
23/06/2013,0,0,0,0,0,21.15,251.66,1
24/06/2013,3.6,8.2,6.4,6.6,10.2,19.4,251.65,1
25/06/2013,0,0.2,0.2,0,1.2,19.2,251.65,1
26/06/2013,0,0.2,0.2,0.2,0,19.5,251.64,1
27/06/2013,8.6,8.8,18.6,9.8,1,19.35,251.63,1
28/06/2013,0.2,0.2,0,0,0.2,17.6,251.63,1
29/06/2013,0,0,0,0,0,19.7,251.62,1
30/06/2013,0,0,0,0,0,20.5,251.61,1
01/07/2013,0,0,0,0,0,21.95,251.6,0.6
02/07/2013,0,0,0,0,0,22.15,251.57,0.6
03/07/2013,0,0.6,0,0,0,21.5,251.57,0.6
04/07/2013,0,1.6,4,0.2,0.2,22.85,251.56,0.6
05/07/2013,0,0,0,0,0,27.05,251.55,0.6
06/07/2013,0,0,0,0,0,24.1,251.54,1
07/07/2013,0,0,0,0,0,25.3,251.53,1
08/07/2013,0,0,0,0,0,24.8,251.52,1
09/07/2013,0,0,0,0,0,25.55,251.5,0.6
10/07/2013,0,6.2,0,0,0,24.7,251.49,0.6
11/07/2013,0.8,3.4,9.2,0.4,0,23.25,251.48,0.6
12/07/2013,0,0,0,0,0,23.7,251.48,1
13/07/2013,0,0.2,0,0,0.8,23.9,251.46,1
14/07/2013,9.2,1,5.2,1.2,1.4,23.2,251.44,1
15/07/2013,0,0,0,0,0,24.75,251.41,1
16/07/2013,0,0,0,13.6,0,25.6,251.4,1
17/07/2013,0,0,0,0,0,25.3,251.4,1
18/07/2013,0,0,0,0,0,25.1,251.37,1
19/07/2013,0,0,0.2,0,0,23.8,251.35,1
20/07/2013,1.8,1.2,4.6,0.2,0,24.15,251.33,1
21/07/2013,0,0,0.4,0,0,23.8,251.31,1
22/07/2013,0,0,0,0,0,26.15,251.29,1
23/07/2013,0,0,0,0,0,26.4,251.28,1
24/07/2013,0,0,0,0,0,25.05,251.26,1
25/07/2013,0,0,0,0,0,24.8,251.24,1.5
26/07/2013,0,0,0,0,0,26.6,251.21,1.5
27/07/2013,0,0,0,0,0,27,251.18,1.5
28/07/2013,0,0,0,0,0,27.3,251.14,1.5
29/07/2013,3.8,5.6,2.8,5,5.6,24.9,251.11,1.5
30/07/2013,0,0,0,0,0,24.55,251.09,1.5
31/07/2013,0,0,0,0,0,24.75,251.07,1.5
01/08/2013,0,0,0,0,0,27.1,251.03,1.5
02/08/2013,0,0,0,0,0,27.7,251,1.5
03/08/2013,0,0,0,0,0,27.6,250.96,2.5
04/08/2013,0,0,0,0,0,26.9,250.91,2.5
05/08/2013,0,0,0,0,0,27.7,250.85,2.5
06/08/2013,0,0,0,0,0,27.6,250.8,2.5
07/08/2013,0,0,0,0,0,27.8,250.75,3
08/08/2013,0,0,0,0,0,28.4,250.69,3
09/08/2013,0,0,4,0,0.4,26.35,250.63,3
10/08/2013,0,0,0,0.2,0,24.25,250.57,3
11/08/2013,0,0,0,0,0,25.4,250.5,3
12/08/2013,0,0,0,0,0,25.95,250.44,3
13/08/2013,0,0,0,0,0,25.05,250.39,3
14/08/2013,0,0,0,0,0,23.75,250.33,3
15/08/2013,0,0,0,0,0,23.3,250.26,3
16/08/2013,0,0,0,0,0,25.6,250.21,3
17/08/2013,0,0,0,0,0,25.75,250.14,3
18/08/2013,0,0,0,0,0,24.9,250.09,3
19/08/2013,0,0,0,0,0,23.85,250.03,3.5
20/08/2013,19.8,0.2,30,21.6,19.6,19.75,250,3.5
21/08/2013,0,0,0,0,0,22.7,249.93,3.5
22/08/2013,0,0,0,0,0,24.9,249.85,3.5
23/08/2013,0,0,0,0,0,24.2,249.79,3.5
24/08/2013,0,0,0,0,0.2,23.6,249.71,3.5
25/08/2013,29.2,44.6,38.4,28,22,20.95,249.71,3.5
26/08/2013,0,0,1.2,1,0.2,21.9,249.64,3.5
27/08/2013,0,0,0,0,0,22.05,249.57,3.5
28/08/2013,0.2,0,0,0.2,2.4,21.05,249.5,3.5
29/08/2013,0,0,0,0,0,22.25,249.43,3.5
30/08/2013,0,0,0,0,0,23,249.36,3.5
31/08/2013,0,0,0,0,0,23.25,249.29,3.5
01/09/2013,0,0,0,0,0,22.05,249.21,3.5
02/09/2013,0,0,0,0,0,23.1,249.14,3.5
03/09/2013,0,0,0,0,0,23.8,249.07,3.5
04/09/2013,0,0,0,0,0,24.6,249,3.5
05/09/2013,0,0,0,0,0,24.75,248.94,3.5
06/09/2013,0,0,0,0,0,24.8,248.87,3.5
07/09/2013,0,0,0,0,0,24.6,248.82,3.5
08/09/2013,0,12.8,0,0,0,23.4,248.74,3.5
09/09/2013,10.6,10.8,18.4,21.2,26.2,21.6,248.69,3.5
10/09/2013,1.6,12.2,0.6,2.4,5,20.55,248.63,3.5
11/09/2013,0.8,3.2,0.6,0.4,3.2,20.3,248.56,3.5
12/09/2013,0,6.6,4.2,8.6,2,20,248.5,3.5
13/09/2013,0,0,0,0,0,19.2,248.44,3.5
14/09/2013,0,0.2,0,0,0,18.9,248.35,3.5
15/09/2013,22,27.4,27.6,31.8,34.6,18.8,248.28,3.5
16/09/2013,0.2,0.4,0,0.2,1.6,19.05,248.28,3.5
17/09/2013,0.6,4,1.4,4,4.2,19.45,248.22,3.5
18/09/2013,0,0.2,0,0,0,17.8,248.14,3.5
19/09/2013,0,0,0,0,0,21.65,248.06,3.5
20/09/2013,0,0,0,0,0,21.45,248.01,3.5
21/09/2013,0,0,0,0,0,20.4,247.92,3.5
22/09/2013,0,0,0,0,0,21.2,247.85,3.5
23/09/2013,0,0,0,0,0,20.45,247.79,3.5
24/09/2013,0,0,0,0,0,19.05,247.72,3
25/09/2013,0,0,0,0,0,19.15,247.65,3
26/09/2013,0,0,0,0,0,20.4,247.59,3
27/09/2013,0,0,0,0,0,19.6,247.52,3
28/09/2013,0,0,0,0,0,21.15,247.44,3
