date,sales,profit,region,state,category,type,caffeination
01-Dec-10,302,133,Central,IL,Herbal Tea,Chamomile,Decaf
01-Dec-10,302,133,East,NY,Tea,Earl Grey,Regular
01-Dec-10,302,133,South,TX,Espresso,Caffe Mocha,Regular
01-Dec-10,302,134,West,CA,Tea,Darjeeling,Regular
01-Dec-10,306,87,Central,CO,Herbal Tea,Chamomile,Decaf
01-Dec-10,306,87,Central,OH,Espresso,Caffe Mocha,Regular
01-Dec-10,306,87,East,MA,Espresso,Regular Espresso,Regular
01-Dec-10,306,87,West,OR,Espresso,Decaf Espresso,Decaf
01-Dec-10,312,122,Central,IL,Coffee,Decaf Irish Cream,Decaf
01-Dec-10,312,123,Central,IA,Herbal Tea,Lemon,Decaf
01-Dec-10,312,122,West,NV,Herbal Tea,Mint,Decaf
01-Dec-10,320,121,Central,OH,Tea,Earl Grey,Regular
01-Dec-10,320,122,East,FL,Coffee,Decaf Irish Cream,Decaf
01-Dec-10,320,121,South,OK,Espresso,Caffe Latte,Regular
01-Dec-10,320,121,West,OR,Tea,Green Tea,Regular
01-Dec-10,322,31,West,CA,Espresso,Caffe Mocha,Regular
01-Dec-10,322,32,West,NV,Herbal Tea,Chamomile,Decaf
01-Dec-10,501,157,Central,IL,Espresso,Decaf Espresso,Decaf
01-Dec-10,501,156,Central,IA,Tea,Darjeeling,Regular
01-Dec-10,501,157,West,CA,Espresso,Caffe Latte,Regular
01-Dec-10,501,157,West,NV,Tea,Earl Grey,Regular
01-Dec-10,510,390,East,MA,Coffee,Columbian,Regular
01-Dec-10,525,188,South,TX,Coffee,Columbian,Regular
01-Dec-10,525,188,West,CA,Herbal Tea,Lemon,Decaf
01-Dec-10,534,194,Central,IL,Coffee,Columbian,Regular
01-Dec-10,534,194,West,NV,Herbal Tea,Lemon,Decaf
01-Dec-10,576,216,Central,IL,Espresso,Caffe Mocha,Regular
01-Dec-10,576,216,Central,IA,Herbal Tea,Chamomile,Decaf
01-Dec-10,576,216,West,CA,Espresso,Decaf Espresso,Decaf
01-Dec-10,576,215,West,NV,Tea,Darjeeling,Regular
01-Dec-10,654,216,Central,IA,Tea,Earl Grey,Regular
01-Dec-10,657,312,East,NY,Espresso,Regular Espresso,Regular
01-Dec-10,699,271,East,NY,Coffee,Columbian,Regular
01-Dec-10,699,271,West,CA,Coffee,Columbian,Regular
01-Dec-10,747,309,East,NY,Herbal Tea,Lemon,Decaf
01-Jan-11,19,552,West,NV,Tea,Green Tea,Regular
01-Jan-11,48,17,Central,IA,Espresso,Caffe Mocha,Regular
01-Jan-11,48,16,Central,IA,Espresso,Decaf Espresso,Decaf
01-Jan-11,48,17,East,NH,Tea,Green Tea,Regular
01-Jan-11,48,17,West,NV,Espresso,Decaf Espresso,Decaf
01-Jan-11,48,17,West,NV,Espresso,Caffe Latte,Regular
01-Jan-11,50,17,Central,IA,Coffee,Amaretto,Regular
01-Jan-11,50,16,East,NH,Tea,Darjeeling,Regular
01-Jan-11,50,17,South,NM,Herbal Tea,Chamomile,Decaf
01-Jan-11,50,16,West,NV,Espresso,Caffe Mocha,Regular
01-Jan-11,60,19,Central,IA,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,68,268,East,NY,Espresso,Caffe Mocha,Regular
01-Jan-11,69,8,Central,IA,Coffee,Columbian,Regular
01-Jan-11,69,6,South,NM,Herbal Tea,Lemon,Decaf
01-Jan-11,69,6,West,NV,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,73,14,Central,MO,Tea,Earl Grey,Regular
01-Jan-11,73,12,East,NH,Espresso,Regular Espresso,Regular
01-Jan-11,73,12,South,NM,Espresso,Caffe Latte,Regular
01-Jan-11,73,14,West,UT,Tea,Green Tea,Regular
01-Jan-11,85,6,Central,MO,Tea,Green Tea,Regular
01-Jan-11,85,6,East,NH,Herbal Tea,Lemon,Decaf
01-Jan-11,85,5,West,NV,Coffee,Columbian,Regular
01-Jan-11,90,45,Central,OH,Herbal Tea,Chamomile,Decaf
01-Jan-11,90,45,Central,OH,Herbal Tea,Lemon,Decaf
01-Jan-11,90,44,East,FL,Tea,Darjeeling,Regular
01-Jan-11,90,45,East,MA,Tea,Darjeeling,Regular
01-Jan-11,90,45,East,MA,Tea,Green Tea,Regular
01-Jan-11,90,44,South,OK,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,90,44,South,OK,Espresso,Caffe Mocha,Regular
01-Jan-11,90,44,West,OR,Tea,Darjeeling,Regular
01-Jan-11,91,44,Central,WI,Herbal Tea,Lemon,Decaf
01-Jan-11,91,44,East,FL,Tea,Green Tea,Regular
01-Jan-11,91,44,South,LA,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,92,14,Central,MO,Tea,Darjeeling,Regular
01-Jan-11,92,14,South,NM,Espresso,Decaf Espresso,Decaf
01-Jan-11,92,14,West,UT,Tea,Earl Grey,Regular
01-Jan-11,95,47,South,LA,Coffee,Columbian,Regular
01-Jan-11,95,47,West,WA,Herbal Tea,Lemon,Decaf
01-Jan-11,101,17,Central,MO,Herbal Tea,Chamomile,Decaf
01-Jan-11,101,16,East,NH,Espresso,Caffe Mocha,Regular
01-Jan-11,101,16,South,NM,Espresso,Caffe Mocha,Regular
01-Jan-11,101,16,West,UT,Tea,Darjeeling,Regular
01-Jan-11,101,51,West,OR,Herbal Tea,Chamomile,Decaf
01-Jan-11,104,31,East,NH,Coffee,Amaretto,Regular
01-Jan-11,104,33,West,UT,Herbal Tea,Chamomile,Decaf
01-Jan-11,105,55,East,CT,Tea,Green Tea,Regular
01-Jan-11,111,61,Central,MO,Herbal Tea,Lemon,Decaf
01-Jan-11,111,61,South,NM,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,111,62,West,UT,Herbal Tea,Mint,Decaf
01-Jan-11,112,47,Central,CO,Tea,Green Tea,Regular
01-Jan-11,112,45,South,OK,Coffee,Columbian,Regular
01-Jan-11,112,45,West,OR,Herbal Tea,Lemon,Decaf
01-Jan-11,123,53,Central,WI,Espresso,Decaf Espresso,Decaf
01-Jan-11,123,53,East,FL,Herbal Tea,Chamomile,Decaf
01-Jan-11,123,55,West,WA,Espresso,Caffe Latte,Regular
01-Jan-11,125,55,South,LA,Herbal Tea,Chamomile,Decaf
01-Jan-11,125,53,West,UT,Espresso,Caffe Mocha,Regular
01-Jan-11,128,70,Central,MO,Espresso,Decaf Espresso,Decaf
01-Jan-11,128,69,West,UT,Espresso,Caffe Latte,Regular
01-Jan-11,132,182,West,CA,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,134,20,Central,WI,Coffee,Amaretto,Regular
01-Jan-11,134,20,East,FL,Herbal Tea,Lemon,Decaf
01-Jan-11,134,39,East,NH,Coffee,Columbian,Regular
01-Jan-11,134,41,South,NM,Coffee,Columbian,Regular
01-Jan-11,134,20,South,OK,Herbal Tea,Chamomile,Decaf
01-Jan-11,134,39,West,UT,Herbal Tea,Lemon,Decaf
01-Jan-11,134,20,West,WA,Espresso,Caffe Mocha,Regular
01-Jan-11,138,75,Central,MO,Espresso,Caffe Mocha,Regular
01-Jan-11,138,73,East,CT,Tea,Darjeeling,Regular
01-Jan-11,138,73,West,UT,Espresso,Decaf Espresso,Decaf
01-Jan-11,141,36,East,MA,Espresso,Caffe Mocha,Regular
01-Jan-11,145,26,Central,CO,Tea,Darjeeling,Regular
01-Jan-11,145,25,Central,OH,Espresso,Decaf Espresso,Decaf
01-Jan-11,145,47,East,CT,Espresso,Decaf Espresso,Decaf
01-Jan-11,145,26,East,MA,Herbal Tea,Lemon,Decaf
01-Jan-11,145,47,West,UT,Coffee,Columbian,Regular
01-Jan-11,145,25,West,OR,Espresso,Caffe Latte,Regular
01-Jan-11,145,59,West,WA,Coffee,Columbian,Regular
01-Jan-11,150,84,Central,CO,Espresso,Caffe Mocha,Regular
01-Jan-11,150,83,Central,IL,Tea,Darjeeling,Regular
01-Jan-11,150,84,East,NY,Tea,Green Tea,Regular
01-Jan-11,150,84,South,TX,Espresso,Decaf Espresso,Decaf
01-Jan-11,150,84,West,CA,Tea,Earl Grey,Regular
01-Jan-11,157,51,Central,CO,Herbal Tea,Mint,Decaf
01-Jan-11,157,56,Central,CO,Tea,Earl Grey,Regular
01-Jan-11,157,53,Central,OH,Coffee,Amaretto,Regular
01-Jan-11,157,65,Central,OH,Coffee,Columbian,Regular
01-Jan-11,157,51,South,TX,Herbal Tea,Chamomile,Decaf
01-Jan-11,157,65,South,TX,Herbal Tea,Lemon,Decaf
01-Jan-11,157,65,West,OR,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,157,51,West,OR,Espresso,Caffe Mocha,Regular
01-Jan-11,162,3,West,CA,Coffee,Amaretto,Regular
01-Jan-11,168,0,Central,CO,Herbal Tea,Lemon,Decaf
01-Jan-11,168,0,Central,OH,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,168,73,Central,WI,Tea,Darjeeling,Regular
01-Jan-11,168,59,Central,WI,Espresso,Caffe Mocha,Regular
01-Jan-11,168,61,East,FL,Herbal Tea,Mint,Decaf
01-Jan-11,168,75,South,LA,Espresso,Decaf Espresso,Decaf
01-Jan-11,168,2,West,OR,Coffee,Amaretto,Regular
01-Jan-11,168,75,West,WA,Tea,Earl Grey,Regular
01-Jan-11,168,61,West,WA,Espresso,Decaf Espresso,Decaf
01-Jan-11,179,44,West,OR,Coffee,Columbian,Regular
01-Jan-11,190,73,Central,MO,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,190,73,East,CT,Herbal Tea,Mint,Decaf
01-Jan-11,190,73,West,UT,Coffee,Amaretto,Regular
01-Jan-11,201,83,Central,CO,Espresso,Decaf Espresso,Decaf
01-Jan-11,201,84,Central,IL,Tea,Earl Grey,Regular
01-Jan-11,201,109,Central,WI,Herbal Tea,Chamomile,Decaf
01-Jan-11,201,11,Central,WI,Tea,Earl Grey,Regular
01-Jan-11,201,79,Central,WI,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,201,11,East,CT,Espresso,Caffe Mocha,Regular
01-Jan-11,201,78,East,FL,Espresso,Decaf Espresso,Decaf
01-Jan-11,201,176,East,NY,Herbal Tea,Mint,Decaf
01-Jan-11,201,12,South,LA,Espresso,Caffe Latte,Regular
01-Jan-11,201,109,South,LA,Espresso,Caffe Mocha,Regular
01-Jan-11,201,83,South,TX,Espresso,Caffe Latte,Regular
01-Jan-11,201,84,West,CA,Tea,Green Tea,Regular
01-Jan-11,201,109,West,WA,Tea,Darjeeling,Regular
01-Jan-11,201,12,West,WA,Tea,Green Tea,Regular
01-Jan-11,213,106,Central,CO,Coffee,Columbian,Regular
01-Jan-11,213,106,Central,IL,Herbal Tea,Lemon,Decaf
01-Jan-11,213,61,Central,MO,Coffee,Columbian,Regular
01-Jan-11,213,14,Central,WI,Coffee,Columbian,Regular
01-Jan-11,213,62,East,CT,Herbal Tea,Lemon,Decaf
01-Jan-11,213,14,East,FL,Espresso,Caffe Mocha,Regular
01-Jan-11,213,62,South,LA,Herbal Tea,Lemon,Decaf
01-Jan-11,213,16,South,OK,Herbal Tea,Lemon,Decaf
01-Jan-11,213,106,South,TX,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,213,61,West,UT,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,213,104,West,CA,Herbal Tea,Mint,Decaf
01-Jan-11,213,14,West,WA,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,224,104,Central,OH,Tea,Earl Grey,Regular
01-Jan-11,224,104,East,FL,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,224,103,South,OK,Espresso,Caffe Latte,Regular
01-Jan-11,224,104,West,OR,Tea,Green Tea,Regular
01-Jan-11,235,106,Central,OH,Tea,Darjeeling,Regular
01-Jan-11,235,106,East,FL,Coffee,Columbian,Regular
01-Jan-11,235,104,South,OK,Espresso,Decaf Espresso,Decaf
01-Jan-11,235,106,West,OR,Tea,Earl Grey,Regular
01-Jan-11,245,146,Central,CO,Coffee,Amaretto,Regular
01-Jan-11,245,148,Central,IL,Herbal Tea,Chamomile,Decaf
01-Jan-11,245,146,East,NY,Tea,Earl Grey,Regular
01-Jan-11,245,148,South,TX,Espresso,Caffe Mocha,Regular
01-Jan-11,245,146,West,CA,Tea,Darjeeling,Regular
01-Jan-11,262,157,Central,CO,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,262,157,Central,IL,Herbal Tea,Mint,Decaf
01-Jan-11,262,136,Central,IL,Coffee,Decaf Irish Cream,Decaf
01-Jan-11,262,134,Central,IA,Herbal Tea,Lemon,Decaf
01-Jan-11,262,157,East,NY,Tea,Darjeeling,Regular
01-Jan-11,262,159,West,CA,Herbal Tea,Chamomile,Decaf
01-Jan-11,262,134,West,NV,Herbal Tea,Mint,Decaf
01-Jan-11,280,26,West,CA,Espresso,Caffe Mocha,Regular
01-Jan-11,280,25,West,NV,Herbal Tea,Chamomile,Decaf
01-Jan-11,347,179,East,CT,Coffee,Columbian,Regular
01-Jan-11,347,179,West,WA,Herbal Tea,Chamomile,Decaf
01-Jan-11,382,154,Central,CO,Herbal Tea,Chamomile,Decaf
01-Jan-11,382,154,Central,OH,Espresso,Caffe Mocha,Regular
01-Jan-11,382,156,East,MA,Espresso,Regular Espresso,Regular
01-Jan-11,382,154,West,OR,Espresso,Decaf Espresso,Decaf
01-Jan-11,386,173,Central,IL,Coffee,Columbian,Regular
01-Jan-11,386,173,West,NV,Herbal Tea,Lemon,Decaf
01-Jan-11,506,248,South,TX,Coffee,Columbian,Regular
01-Jan-11,506,249,West,CA,Herbal Tea,Lemon,Decaf
01-Jan-11,510,218,Central,IL,Espresso,Decaf Espresso,Decaf
01-Jan-11,510,220,Central,IA,Tea,Darjeeling,Regular
01-Jan-11,510,218,West,CA,Espresso,Caffe Latte,Regular
01-Jan-11,510,220,West,NV,Tea,Earl Grey,Regular
01-Jan-11,540,173,East,NY,Herbal Tea,Lemon,Decaf
01-Jan-11,548,273,East,NY,Espresso,Regular Espresso,Regular
01-Jan-11,553,572,East,MA,Coffee,Columbian,Regular
01-Jan-11,611,316,Central,IL,Espresso,Caffe Mocha,Regular
01-Jan-11,611,315,Central,IA,Herbal Tea,Chamomile,Decaf
01-Jan-11,611,273,Central,IA,Tea,Earl Grey,Regular
01-Jan-11,611,316,West,CA,Espresso,Decaf Espresso,Decaf
01-Jan-11,611,316,West,NV,Tea,Darjeeling,Regular
01-Jan-11,759,408,East,NY,Coffee,Columbian,Regular
01-Jan-11,759,408,West,CA,Coffee,Columbian,Regular
01-Feb-11,25,508,West,NV,Tea,Green Tea,Regular
01-Feb-11,46,47,Central,IA,Espresso,Decaf Espresso,Decaf
01-Feb-11,46,47,East,NH,Tea,Green Tea,Regular
01-Feb-11,46,46,West,NV,Espresso,Caffe Latte,Regular
01-Feb-11,48,15,Central,IA,Coffee,Amaretto,Regular
01-Feb-11,48,16,East,NH,Tea,Darjeeling,Regular
01-Feb-11,48,15,South,NM,Herbal Tea,Chamomile,Decaf
01-Feb-11,48,15,West,NV,Espresso,Caffe Mocha,Regular
01-Feb-11,50,16,Central,IA,Espresso,Caffe Mocha,Regular
01-Feb-11,50,16,West,NV,Espresso,Decaf Espresso,Decaf
01-Feb-11,58,18,Central,IA,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,60,25,Central,OH,Herbal Tea,Chamomile,Decaf
01-Feb-11,60,25,East,MA,Tea,Green Tea,Regular
01-Feb-11,60,25,South,OK,Espresso,Caffe Mocha,Regular
01-Feb-11,60,25,West,OR,Tea,Darjeeling,Regular
01-Feb-11,65,301,East,NY,Espresso,Caffe Mocha,Regular
01-Feb-11,67,9,Central,IA,Coffee,Columbian,Regular
01-Feb-11,67,7,South,NM,Herbal Tea,Lemon,Decaf
01-Feb-11,67,9,West,NV,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,70,31,East,CT,Tea,Green Tea,Regular
01-Feb-11,72,10,Central,MO,Tea,Earl Grey,Regular
01-Feb-11,72,9,East,NH,Espresso,Regular Espresso,Regular
01-Feb-11,72,10,South,NM,Espresso,Caffe Latte,Regular
01-Feb-11,72,9,West,UT,Tea,Green Tea,Regular
01-Feb-11,79,6,Central,MO,Tea,Green Tea,Regular
01-Feb-11,79,6,East,NH,Herbal Tea,Lemon,Decaf
01-Feb-11,79,7,West,NV,Coffee,Columbian,Regular
01-Feb-11,85,42,Central,OH,Herbal Tea,Lemon,Decaf
01-Feb-11,85,42,East,FL,Tea,Darjeeling,Regular
01-Feb-11,85,42,East,MA,Tea,Darjeeling,Regular
01-Feb-11,85,43,South,OK,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,86,42,West,OR,Herbal Tea,Chamomile,Decaf
01-Feb-11,87,13,Central,MO,Tea,Darjeeling,Regular
01-Feb-11,87,12,South,NM,Espresso,Decaf Espresso,Decaf
01-Feb-11,87,13,West,UT,Tea,Earl Grey,Regular
01-Feb-11,100,50,South,LA,Coffee,Columbian,Regular
01-Feb-11,100,50,West,WA,Herbal Tea,Lemon,Decaf
01-Feb-11,107,45,Central,CO,Tea,Green Tea,Regular
01-Feb-11,107,43,South,OK,Coffee,Columbian,Regular
01-Feb-11,107,45,West,OR,Herbal Tea,Lemon,Decaf
01-Feb-11,108,37,East,NH,Coffee,Amaretto,Regular
01-Feb-11,108,36,West,UT,Herbal Tea,Chamomile,Decaf
01-Feb-11,109,47,Central,MO,Herbal Tea,Lemon,Decaf
01-Feb-11,109,46,South,NM,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,109,46,West,UT,Herbal Tea,Mint,Decaf
01-Feb-11,110,56,Central,MO,Espresso,Decaf Espresso,Decaf
01-Feb-11,110,56,West,UT,Espresso,Caffe Latte,Regular
01-Feb-11,111,12,Central,MO,Herbal Tea,Chamomile,Decaf
01-Feb-11,111,10,East,NH,Espresso,Caffe Mocha,Regular
01-Feb-11,111,10,South,NM,Espresso,Caffe Mocha,Regular
01-Feb-11,111,10,West,UT,Tea,Darjeeling,Regular
01-Feb-11,117,52,Central,WI,Espresso,Decaf Espresso,Decaf
01-Feb-11,117,50,East,FL,Herbal Tea,Chamomile,Decaf
01-Feb-11,117,52,West,WA,Espresso,Caffe Latte,Regular
01-Feb-11,119,52,South,LA,Herbal Tea,Chamomile,Decaf
01-Feb-11,119,52,West,UT,Espresso,Caffe Mocha,Regular
01-Feb-11,121,34,East,NH,Coffee,Columbian,Regular
01-Feb-11,121,36,South,NM,Coffee,Columbian,Regular
01-Feb-11,121,36,West,UT,Herbal Tea,Lemon,Decaf
01-Feb-11,123,64,Central,WI,Herbal Tea,Lemon,Decaf
01-Feb-11,123,65,East,FL,Tea,Green Tea,Regular
01-Feb-11,123,65,South,LA,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,126,18,Central,WI,Coffee,Amaretto,Regular
01-Feb-11,126,18,East,FL,Herbal Tea,Lemon,Decaf
01-Feb-11,126,16,South,OK,Herbal Tea,Chamomile,Decaf
01-Feb-11,126,18,West,WA,Espresso,Caffe Mocha,Regular
01-Feb-11,130,174,West,CA,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,131,71,Central,MO,Espresso,Caffe Mocha,Regular
01-Feb-11,131,71,East,CT,Tea,Darjeeling,Regular
01-Feb-11,131,71,West,UT,Espresso,Decaf Espresso,Decaf
01-Feb-11,136,56,Central,OH,Coffee,Columbian,Regular
01-Feb-11,136,6,East,MA,Espresso,Caffe Mocha,Regular
01-Feb-11,136,56,South,TX,Herbal Tea,Lemon,Decaf
01-Feb-11,136,56,West,OR,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,137,4,Central,CO,Herbal Tea,Lemon,Decaf
01-Feb-11,137,4,Central,OH,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,137,6,West,OR,Coffee,Amaretto,Regular
01-Feb-11,139,43,East,CT,Espresso,Decaf Espresso,Decaf
01-Feb-11,139,45,West,UT,Coffee,Columbian,Regular
01-Feb-11,141,27,Central,CO,Tea,Darjeeling,Regular
01-Feb-11,141,27,Central,OH,Espresso,Decaf Espresso,Decaf
01-Feb-11,141,27,East,MA,Herbal Tea,Lemon,Decaf
01-Feb-11,141,40,West,CA,Coffee,Amaretto,Regular
01-Feb-11,141,27,West,OR,Espresso,Caffe Latte,Regular
01-Feb-11,145,50,Central,CO,Tea,Earl Grey,Regular
01-Feb-11,146,61,Central,WI,Tea,Darjeeling,Regular
01-Feb-11,146,61,South,LA,Espresso,Decaf Espresso,Decaf
01-Feb-11,146,61,West,WA,Tea,Earl Grey,Regular
01-Feb-11,149,49,Central,CO,Herbal Tea,Mint,Decaf
01-Feb-11,149,49,Central,OH,Coffee,Amaretto,Regular
01-Feb-11,149,49,South,TX,Herbal Tea,Chamomile,Decaf
01-Feb-11,149,49,West,OR,Espresso,Caffe Mocha,Regular
01-Feb-11,151,65,West,WA,Coffee,Columbian,Regular
01-Feb-11,164,62,Central,WI,Espresso,Caffe Mocha,Regular
01-Feb-11,164,62,East,FL,Herbal Tea,Mint,Decaf
01-Feb-11,164,61,West,WA,Espresso,Decaf Espresso,Decaf
01-Feb-11,165,4,Central,WI,Tea,Earl Grey,Regular
01-Feb-11,165,4,East,CT,Espresso,Caffe Mocha,Regular
01-Feb-11,165,3,South,LA,Espresso,Caffe Latte,Regular
01-Feb-11,165,37,West,OR,Coffee,Columbian,Regular
01-Feb-11,165,4,West,WA,Tea,Green Tea,Regular
01-Feb-11,176,68,Central,MO,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,176,68,East,CT,Herbal Tea,Mint,Decaf
01-Feb-11,176,68,West,UT,Coffee,Amaretto,Regular
01-Feb-11,185,98,Central,WI,Herbal Tea,Chamomile,Decaf
01-Feb-11,185,96,South,LA,Espresso,Caffe Mocha,Regular
01-Feb-11,185,98,West,WA,Tea,Darjeeling,Regular
01-Feb-11,192,74,Central,WI,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,192,76,East,FL,Espresso,Decaf Espresso,Decaf
01-Feb-11,192,178,East,NY,Herbal Tea,Mint,Decaf
01-Feb-11,201,119,Central,CO,Espresso,Caffe Mocha,Regular
01-Feb-11,201,88,Central,CO,Espresso,Decaf Espresso,Decaf
01-Feb-11,201,117,Central,IL,Tea,Darjeeling,Regular
01-Feb-11,201,88,Central,IL,Tea,Earl Grey,Regular
01-Feb-11,201,117,East,NY,Tea,Green Tea,Regular
01-Feb-11,201,86,South,TX,Espresso,Caffe Latte,Regular
01-Feb-11,201,119,South,TX,Espresso,Decaf Espresso,Decaf
01-Feb-11,201,119,West,CA,Tea,Earl Grey,Regular
01-Feb-11,201,86,West,CA,Tea,Green Tea,Regular
01-Feb-11,202,101,Central,CO,Coffee,Columbian,Regular
01-Feb-11,202,101,Central,IL,Herbal Tea,Lemon,Decaf
01-Feb-11,202,101,South,TX,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,202,101,West,CA,Herbal Tea,Mint,Decaf
01-Feb-11,206,62,Central,MO,Coffee,Columbian,Regular
01-Feb-11,206,61,East,CT,Herbal Tea,Lemon,Decaf
01-Feb-11,206,62,South,LA,Herbal Tea,Lemon,Decaf
01-Feb-11,206,61,West,UT,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,213,92,Central,OH,Tea,Darjeeling,Regular
01-Feb-11,213,93,East,FL,Coffee,Columbian,Regular
01-Feb-11,213,93,South,OK,Espresso,Decaf Espresso,Decaf
01-Feb-11,213,92,West,OR,Tea,Earl Grey,Regular
01-Feb-11,220,105,Central,OH,Tea,Earl Grey,Regular
01-Feb-11,220,105,East,FL,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,220,104,South,OK,Espresso,Caffe Latte,Regular
01-Feb-11,220,105,West,OR,Tea,Green Tea,Regular
01-Feb-11,234,22,Central,WI,Coffee,Columbian,Regular
01-Feb-11,234,24,East,FL,Espresso,Caffe Mocha,Regular
01-Feb-11,234,22,South,OK,Herbal Tea,Lemon,Decaf
01-Feb-11,234,22,West,WA,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,247,147,Central,CO,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,247,147,Central,IL,Herbal Tea,Mint,Decaf
01-Feb-11,247,148,East,NY,Tea,Darjeeling,Regular
01-Feb-11,247,148,West,CA,Herbal Tea,Chamomile,Decaf
01-Feb-11,259,156,Central,CO,Coffee,Amaretto,Regular
01-Feb-11,259,156,Central,IL,Herbal Tea,Chamomile,Decaf
01-Feb-11,259,156,East,NY,Tea,Earl Grey,Regular
01-Feb-11,259,157,South,TX,Espresso,Caffe Mocha,Regular
01-Feb-11,259,157,West,CA,Tea,Darjeeling,Regular
01-Feb-11,271,141,Central,IL,Coffee,Decaf Irish Cream,Decaf
01-Feb-11,271,141,Central,IA,Herbal Tea,Lemon,Decaf
01-Feb-11,271,140,West,NV,Herbal Tea,Mint,Decaf
01-Feb-11,309,39,West,CA,Espresso,Caffe Mocha,Regular
01-Feb-11,309,39,West,NV,Herbal Tea,Chamomile,Decaf
01-Feb-11,346,180,East,CT,Coffee,Columbian,Regular
01-Feb-11,346,180,West,WA,Herbal Tea,Chamomile,Decaf
01-Feb-11,362,147,Central,CO,Herbal Tea,Chamomile,Decaf
01-Feb-11,362,145,Central,OH,Espresso,Caffe Mocha,Regular
01-Feb-11,362,147,East,MA,Espresso,Regular Espresso,Regular
01-Feb-11,362,147,West,OR,Espresso,Decaf Espresso,Decaf
01-Feb-11,377,171,Central,IL,Coffee,Columbian,Regular
01-Feb-11,377,171,West,NV,Herbal Tea,Lemon,Decaf
01-Feb-11,487,211,Central,IL,Espresso,Decaf Espresso,Decaf
01-Feb-11,487,209,Central,IA,Tea,Darjeeling,Regular
01-Feb-11,487,211,West,CA,Espresso,Caffe Latte,Regular
01-Feb-11,487,211,West,NV,Tea,Earl Grey,Regular
01-Feb-11,496,243,South,TX,Coffee,Columbian,Regular
01-Feb-11,496,243,West,CA,Herbal Tea,Lemon,Decaf
01-Feb-11,501,505,East,MA,Coffee,Columbian,Regular
01-Feb-11,528,194,East,NY,Herbal Tea,Lemon,Decaf
01-Feb-11,569,251,Central,IA,Tea,Earl Grey,Regular
01-Feb-11,581,298,Central,IL,Espresso,Caffe Mocha,Regular
01-Feb-11,581,298,Central,IA,Herbal Tea,Chamomile,Decaf
01-Feb-11,581,300,West,CA,Espresso,Decaf Espresso,Decaf
01-Feb-11,581,300,West,NV,Tea,Darjeeling,Regular
01-Feb-11,618,392,East,NY,Espresso,Regular Espresso,Regular
01-Feb-11,687,364,East,NY,Coffee,Columbian,Regular
01-Feb-11,687,364,West,CA,Coffee,Columbian,Regular
01-Mar-11,34,505,West,NV,Tea,Green Tea,Regular
01-Mar-11,44,13,Central,IA,Espresso,Caffe Mocha,Regular
01-Mar-11,44,15,West,NV,Espresso,Decaf Espresso,Decaf
01-Mar-11,46,47,Central,IA,Espresso,Decaf Espresso,Decaf
01-Mar-11,46,47,East,NH,Tea,Green Tea,Regular
01-Mar-11,46,46,West,NV,Espresso,Caffe Latte,Regular
01-Mar-11,48,15,Central,IA,Coffee,Amaretto,Regular
01-Mar-11,48,16,East,NH,Tea,Darjeeling,Regular
01-Mar-11,48,15,South,NM,Herbal Tea,Chamomile,Decaf
01-Mar-11,48,15,West,NV,Espresso,Caffe Mocha,Regular
01-Mar-11,56,22,Central,OH,Herbal Tea,Chamomile,Decaf
01-Mar-11,56,22,East,MA,Tea,Green Tea,Regular
01-Mar-11,56,22,South,OK,Espresso,Caffe Mocha,Regular
01-Mar-11,56,24,West,OR,Tea,Darjeeling,Regular
01-Mar-11,58,18,Central,IA,Coffee,Decaf Irish Cream,Decaf
01-Mar-11,66,27,East,CT,Tea,Green Tea,Regular
01-Mar-11,67,9,Central,IA,Coffee,Columbian,Regular
01-Mar-11,67,309,East,NY,Espresso,Caffe Mocha,Regular
