date,l_ipn,r_asn,f
2006-08-15,1,3265,4662
2006-08-15,1,3269,4
2006-08-15,1,3462,2
2006-08-15,1,3561,24
2006-08-15,1,4134,7
2006-08-15,1,4323,1
2006-08-15,1,4766,1
2006-08-15,1,4814,1
2006-08-15,1,4837,2
2006-08-15,1,6461,1
2006-08-15,1,7015,1482
2006-08-15,1,7046,1
2006-08-15,1,7796,2
2006-08-15,1,8342,7
2006-08-15,1,8376,1
2006-08-15,1,9304,1
2006-08-15,1,9318,1
2006-08-15,1,9808,1
2006-08-15,1,9929,2
2006-08-15,1,10154,1
2006-08-15,1,10429,1
2006-08-15,1,11427,1
2006-08-15,1,11486,2
2006-08-15,1,13046,3
2006-08-15,1,14744,8
2006-08-15,1,14778,14
2006-08-15,1,14938,1
2006-08-15,1,15169,2
2006-08-15,1,15965,1
2006-08-15,1,16195,1
2006-08-15,1,17608,1
2006-08-15,1,17813,2
2006-08-15,1,18566,2
2006-08-15,1,19262,1
2006-08-15,1,24373,1
2006-08-15,1,24589,2
2006-08-15,1,25310,1
2006-08-15,1,27595,4
2006-08-15,1,29256,1
2006-08-15,1,29550,2
2006-08-15,1,29737,1
2006-08-15,1,33287,1
2006-08-15,1,33774,1
2006-08-15,2,209,57
2006-08-15,2,1312,84
2006-08-15,2,3561,7
2006-08-15,2,3598,3
2006-08-15,2,4323,4
2006-08-15,2,4983,21
2006-08-15,2,5650,170
2006-08-15,2,5661,3
2006-08-15,2,6478,3
2006-08-15,2,7015,181
2006-08-15,2,7018,98
2006-08-15,2,7132,3
2006-08-15,2,7377,76
2006-08-15,2,7796,4
2006-08-15,2,11414,13
2006-08-15,2,18530,3
2006-08-15,2,19262,1
2006-08-15,2,19918,229
2006-08-15,2,22625,1
2006-08-15,2,29863,4
2006-08-15,2,33260,12
2006-08-15,2,33650,15
2006-08-15,2,36828,3
2006-08-15,3,137,1
2006-08-15,3,680,1
2006-08-15,3,2107,1
2006-08-15,3,2116,1
2006-08-15,3,3269,5
2006-08-15,3,3320,5
2006-08-15,3,4134,7
2006-08-15,3,4766,3
2006-08-15,3,7796,1
2006-08-15,3,12006,6
2006-08-15,3,14744,14
2006-08-15,3,18566,1
2006-08-15,3,29550,1
2006-08-15,4,137,3
2006-08-15,4,2914,1
2006-08-15,4,3320,60
2006-08-15,4,3561,6
2006-08-15,4,4323,3
2006-08-15,4,4513,2
2006-08-15,4,7796,2
2006-08-15,4,7996,3873
2006-08-15,4,14744,1
2006-08-15,4,14778,4
2006-08-15,4,15169,94
2006-08-15,4,22855,13
2006-08-15,4,23342,3
2006-08-15,4,29895,46
2006-08-15,4,31976,83
2006-08-15,5,137,4
2006-08-15,5,680,2
2006-08-15,5,2107,2
2006-08-15,5,2152,4
2006-08-15,5,3269,5
2006-08-15,5,3320,2
2006-08-15,5,3356,1
2006-08-15,5,3561,1
2006-08-15,5,4134,3
2006-08-15,5,4766,3
2006-08-15,5,7796,1
2006-08-15,5,8070,4
2006-08-15,5,8075,6
2006-08-15,5,11908,2
2006-08-15,5,13867,2
2006-08-15,5,14744,3
2006-08-15,5,15965,1
2006-08-15,5,18566,2
2006-08-15,5,22822,4
2006-08-15,5,29550,4
2006-08-15,6,137,2
2006-08-15,6,680,1
2006-08-15,6,2107,2
2006-08-15,6,3269,8
2006-08-15,6,3462,1
2006-08-15,6,4766,1
2006-08-15,6,7015,1
2006-08-15,6,7796,1
2006-08-15,6,9808,1
2006-08-15,6,9929,1
2006-08-15,6,14744,15
2006-08-15,6,18566,2
2006-08-15,6,29550,5
2006-08-15,7,109,8
2006-08-15,7,271,4
2006-08-15,7,1239,4
2006-08-15,7,2107,2
2006-08-15,7,2152,2
2006-08-15,7,3701,2
2006-08-15,7,8070,3
2006-08-15,7,8560,1
2006-08-15,7,9156,4
2006-08-15,7,10912,7
2006-08-15,7,12182,4
2006-08-15,7,15169,38
2006-08-15,7,18566,4
2006-08-15,7,18924,48
2006-08-15,7,21844,7
2006-08-15,7,29550,2
2006-08-15,7,30315,8
2006-08-15,7,36856,10
2006-08-15,8,109,8
2006-08-15,8,2107,1
2006-08-15,8,2152,1
2006-08-15,8,2914,1
2006-08-15,8,8070,2
2006-08-15,8,15169,4
2006-08-15,8,18566,1
2006-08-15,8,29550,1
2006-08-15,9,102,182
2006-08-15,9,111,1
2006-08-15,9,2152,239
2006-08-15,9,3561,1
2006-08-15,9,4323,14
2006-08-15,9,5779,189
2006-08-15,9,6334,62
2006-08-15,9,6432,10
2006-08-15,9,8070,6
2006-08-15,9,8075,1
2006-08-15,9,11383,20
2006-08-15,9,14780,255
2006-08-15,9,15169,825
2006-08-15,9,17110,6
2006-08-15,9,20461,688
2006-08-15,9,22822,4
2006-08-15,9,25751,4
2006-08-15,9,26101,54
2006-08-15,9,26228,2
2006-08-15,9,33694,34
2006-08-15,9,36088,99
2006-08-15,9,36856,4
2006-08-16,0,1897,2
2006-08-16,0,2152,1
2006-08-16,0,2518,1
2006-08-16,0,2614,1
2006-08-16,0,2697,1
2006-08-16,0,2828,2
2006-08-16,0,3249,1
2006-08-16,0,3262,1
2006-08-16,0,3269,2
2006-08-16,0,3356,1
2006-08-16,0,3561,33
2006-08-16,0,3671,16
2006-08-16,0,4134,4
2006-08-16,0,4230,1
2006-08-16,0,4755,1
2006-08-16,0,5089,7
2006-08-16,0,6432,1
2006-08-16,0,6461,1
2006-08-16,0,6724,1
2006-08-16,0,6939,1
2006-08-16,0,7015,1
2006-08-16,0,7018,1
2006-08-16,0,7029,2
2006-08-16,0,7132,51
2006-08-16,0,7539,1
2006-08-16,0,7543,1
2006-08-16,0,7557,1
2006-08-16,0,8240,1
2006-08-16,0,9304,1
2006-08-16,0,9316,315
2006-08-16,0,9459,1
2006-08-16,0,12322,2
2006-08-16,0,12578,1
2006-08-16,0,13462,40
2006-08-16,0,13867,2
2006-08-16,0,14742,1
2006-08-16,0,14857,1
2006-08-16,0,15475,1
2006-08-16,0,17012,1
2006-08-16,0,17184,1
2006-08-16,0,19262,1
2006-08-16,0,21201,4
2006-08-16,0,22773,1
2006-08-16,0,29717,1
2006-08-16,0,30099,2
2006-08-16,0,30222,1
2006-08-16,0,31976,12
2006-08-16,0,32736,1
2006-08-16,1,174,2
2006-08-16,1,680,2
2006-08-16,1,714,2
2006-08-16,1,1668,6
2006-08-16,1,2510,1
2006-08-16,1,2614,1
2006-08-16,1,2697,1
2006-08-16,1,2828,3
2006-08-16,1,3064,1
2006-08-16,1,3228,1
2006-08-16,1,3265,4702
2006-08-16,1,3561,25
2006-08-16,1,3734,1
2006-08-16,1,4134,47
2006-08-16,1,4609,2
2006-08-16,1,4657,4
2006-08-16,1,4713,2
2006-08-16,1,4741,1
2006-08-16,1,4766,2
2006-08-16,1,4814,14
2006-08-16,1,5723,1
2006-08-16,1,6181,2
2006-08-16,1,6400,1
2006-08-16,1,6724,2
2006-08-16,1,7018,3
2006-08-16,1,7046,3
2006-08-16,1,7132,1628
2006-08-16,1,8047,1
2006-08-16,1,8048,1
2006-08-16,1,8342,3
2006-08-16,1,8560,1
2006-08-16,1,9316,249
2006-08-16,1,9318,3
2006-08-16,1,11175,2
2006-08-16,1,12322,2
2006-08-16,1,12880,1
2006-08-16,1,13091,1
2006-08-16,1,14690,5
2006-08-16,1,14780,3
2006-08-16,1,17813,4
2006-08-16,1,18182,2
2006-08-16,1,19262,2
2006-08-16,1,22489,2
2006-08-16,1,22909,1
2006-08-16,1,24268,1
2006-08-16,1,24589,2
2006-08-16,1,30099,1
2006-08-16,1,31797,2
2006-08-16,1,34320,3
2006-08-16,1,34679,2
2006-08-16,2,81,3
2006-08-16,2,209,35
2006-08-16,2,1312,96
2006-08-16,2,2614,1
2006-08-16,2,2697,1
2006-08-16,2,3561,4
2006-08-16,2,4134,1
2006-08-16,2,4323,8
2006-08-16,2,4983,4
2006-08-16,2,5650,75
2006-08-16,2,6366,1
2006-08-16,2,6478,5
2006-08-16,2,7018,298
2006-08-16,2,7065,4
2006-08-16,2,7132,3
2006-08-16,2,7377,90
2006-08-16,2,9316,262
2006-08-16,2,11414,9
2006-08-16,2,12322,2
2006-08-16,2,16467,10
2006-08-16,2,19918,330
2006-08-16,2,22625,2
2006-08-16,2,29863,8
2006-08-16,2,30099,8
2006-08-16,2,33260,12
2006-08-16,2,33650,43
2006-08-16,2,33651,2
2006-08-16,3,174,1
2006-08-16,3,1668,2
2006-08-16,3,2614,2
2006-08-16,3,2697,2
2006-08-16,3,3064,1
2006-08-16,3,4134,22
2006-08-16,3,4713,1
2006-08-16,3,6724,2
2006-08-16,3,7018,1
2006-08-16,3,7132,1
2006-08-16,3,8220,3
2006-08-16,3,9316,2
2006-08-16,3,12006,3
2006-08-16,3,12322,2
2006-08-16,3,13091,1
2006-08-16,3,18182,1
2006-08-16,3,22489,1
2006-08-16,3,31797,1
2006-08-16,4,2614,1
2006-08-16,4,2697,1
2006-08-16,4,3320,91
2006-08-16,4,3561,6
2006-08-16,4,4134,9
2006-08-16,4,6428,1
2006-08-16,4,7132,46
2006-08-16,4,9316,156
2006-08-16,4,11022,2
2006-08-16,4,12322,2
2006-08-16,4,14778,2
2006-08-16,4,15169,87
2006-08-16,4,22855,37
2006-08-16,4,23342,3
2006-08-16,4,31976,83
2006-08-16,4,33651,117
2006-08-16,5,174,2
2006-08-16,5,1668,5
2006-08-16,5,2152,6
2006-08-16,5,2614,2
2006-08-16,5,2697,1
2006-08-16,5,3064,1
2006-08-16,5,4134,11
2006-08-16,5,4713,2
2006-08-16,5,6724,2
2006-08-16,5,7018,3
2006-08-16,5,7132,2
2006-08-16,5,8070,9
2006-08-16,5,8075,5
2006-08-16,5,8220,3
2006-08-16,5,9316,1
2006-08-16,5,12322,3
2006-08-16,5,13867,4
2006-08-16,5,18182,2
2006-08-16,5,22489,1
2006-08-16,5,31797,2
2006-08-16,6,174,2
2006-08-16,6,1668,4
2006-08-16,6,2614,2
2006-08-16,6,2697,1
2006-08-16,6,3064,2
2006-08-16,6,4134,20
2006-08-16,6,4713,2
2006-08-16,6,4812,1
2006-08-16,6,6724,2
2006-08-16,6,7018,3
2006-08-16,6,8220,2
2006-08-16,6,9316,2
2006-08-16,6,9803,1
2006-08-16,6,12322,4
2006-08-16,6,15965,1
2006-08-16,6,22489,1
2006-08-16,6,31797,4
2006-08-16,7,109,3
2006-08-16,7,239,1
2006-08-16,7,714,1
2006-08-16,7,1239,14
2006-08-16,7,1668,2
2006-08-16,7,2152,36
2006-08-16,7,3561,10
2006-08-16,7,3701,1
2006-08-16,7,7497,1
2006-08-16,7,8070,3
2006-08-16,7,8560,2
2006-08-16,7,9156,8
2006-08-16,7,10763,1
2006-08-16,7,11078,2
2006-08-16,7,11266,4
2006-08-16,7,11486,1
2006-08-16,7,11944,1
2006-08-16,7,12182,1
2006-08-16,7,13749,1
2006-08-16,7,13768,12
2006-08-16,7,14780,83
2006-08-16,7,15169,51
2006-08-16,7,18924,66
2006-08-16,7,19271,2
2006-08-16,7,20940,2
2006-08-16,7,21502,4
2006-08-16,7,21844,28
2006-08-16,7,22277,6
2006-08-16,7,22489,1
2006-08-16,7,22822,4
2006-08-16,7,25751,5
2006-08-16,7,25847,19
2006-08-16,7,26101,3
2006-08-16,7,31797,2
2006-08-16,7,36839,11
2006-08-16,7,36856,16
2006-08-16,8,109,3
2006-08-16,8,2152,1
2006-08-16,8,7497,1
2006-08-16,8,7796,1
2006-08-16,8,8070,2
2006-08-16,8,15169,4
2006-08-16,8,21502,1
2006-08-16,8,31797,1
2006-08-16,9,2140,55
2006-08-16,9,2152,499
2006-08-16,9,2914,2
2006-08-16,9,3561,17
2006-08-16,9,3598,1
2006-08-16,9,4265,1
2006-08-16,9,4355,2
2006-08-16,9,5779,378
2006-08-16,9,6432,7
2006-08-16,9,6478,2
2006-08-16,9,8070,5
2006-08-16,9,8075,3
2006-08-16,9,10763,1
2006-08-16,9,11486,19
2006-08-16,9,12182,13
2006-08-16,9,12222,16
2006-08-16,9,14780,541
2006-08-16,9,14904,19
2006-08-16,9,14912,45
2006-08-16,9,15169,177
2006-08-16,9,16509,1
2006-08-16,9,16807,59
2006-08-16,9,17012,2
2006-08-16,9,17110,2
2006-08-16,9,19292,1
2006-08-16,9,19296,7
2006-08-16,9,20461,24
2006-08-16,9,20940,6
2006-08-16,9,21844,5
2006-08-16,9,23352,4
2006-08-16,9,25751,1
2006-08-16,9,26101,125
2006-08-16,9,32392,10
2006-08-16,9,33070,8
2006-08-16,9,33694,5
2006-08-16,9,36088,259
2006-08-16,9,36856,2
2006-08-17,0,209,1
2006-08-17,0,852,1
2006-08-17,0,1239,1
2006-08-17,0,2828,3
2006-08-17,0,3462,1
2006-08-17,0,3561,23
2006-08-17,0,3671,8
2006-08-17,0,4134,2
2006-08-17,0,4230,1
2006-08-17,0,4837,2
2006-08-17,0,5410,1
2006-08-17,0,5552,1
2006-08-17,0,6432,1
2006-08-17,0,6461,1
2006-08-17,0,6724,1
2006-08-17,0,6799,1
2006-08-17,0,6830,1
2006-08-17,0,6939,1
2006-08-17,0,7029,2
2006-08-17,0,7393,1
2006-08-17,0,7738,1
2006-08-17,0,8075,2
2006-08-17,0,8113,1
2006-08-17,0,8359,1
2006-08-17,0,9304,169
2006-08-17,0,11486,1
2006-08-17,0,11530,1
2006-08-17,0,12322,2832
2006-08-17,0,13353,2
2006-08-17,0,13462,34
2006-08-17,0,13867,1
2006-08-17,0,17228,1
2006-08-17,0,17897,1
2006-08-17,0,18866,1
2006-08-17,0,19271,2
2006-08-17,0,19296,1
2006-08-17,0,19916,1
2006-08-17,0,21844,1
2006-08-17,0,22773,2
2006-08-17,0,26831,1
2006-08-17,0,30099,2
2006-08-17,0,30890,1
2006-08-17,0,31186,1
2006-08-17,0,31976,13
2006-08-17,0,31983,4358
2006-08-17,0,32636,2
2006-08-17,0,33379,1
2006-08-17,1,1299,2
2006-08-17,1,3215,4
2006-08-17,1,3265,4708
2006-08-17,1,3561,24
2006-08-17,1,3794,6
2006-08-17,1,4134,8
2006-08-17,1,4323,1
2006-08-17,1,4618,1
2006-08-17,1,4766,1
2006-08-17,1,6325,2
2006-08-17,1,6400,2
2006-08-17,1,7046,1
2006-08-17,1,7132,1
2006-08-17,1,8047,1
2006-08-17,1,9304,169
2006-08-17,1,9318,1
2006-08-17,1,9800,1
2006-08-17,1,11776,2
2006-08-17,1,12302,5
2006-08-17,1,12322,2
2006-08-17,1,14778,18
2006-08-17,1,14780,2
2006-08-17,1,27257,16
2006-08-17,1,31983,4212
2006-08-17,2,52,51
2006-08-17,2,209,46
2006-08-17,2,1312,98
2006-08-17,2,3561,3
2006-08-17,2,3659,1
2006-08-17,2,4983,93
2006-08-17,2,5650,159
2006-08-17,2,6478,3
2006-08-17,2,7018,381
2006-08-17,2,7132,13
2006-08-17,2,7377,96
2006-08-17,2,8001,1
2006-08-17,2,9304,169
2006-08-17,2,11414,15
2006-08-17,2,12322,236
2006-08-17,2,16467,1
2006-08-17,2,19262,24
2006-08-17,2,19918,523
2006-08-17,2,29863,8
2006-08-17,2,30099,4
2006-08-17,2,31983,4099
2006-08-17,2,33260,12
2006-08-17,2,33650,16
2006-08-17,2,33651,7
2006-08-17,2,36828,3
2006-08-17,3,3549,1
2006-08-17,3,4134,5
2006-08-17,3,6128,2
2006-08-17,3,6325,1
2006-08-17,3,9304,1
2006-08-17,3,21844,1
2006-08-17,3,26496,1
2006-08-17,3,27257,1
2006-08-17,3,31983,1
2006-08-17,4,4323,1
2006-08-17,4,7132,14
2006-08-17,4,9304,169
2006-08-17,4,9803,2
2006-08-17,4,10796,15
2006-08-17,4,12322,2824
2006-08-17,4,14777,2
2006-08-17,4,14778,2
2006-08-17,4,15169,86
2006-08-17,4,19548,1
2006-08-17,4,22855,14
2006-08-17,4,27257,3
2006-08-17,4,31976,85
2006-08-17,4,31983,4375
2006-08-17,5,209,1
2006-08-17,5,2152,3
2006-08-17,5,3356,2
2006-08-17,5,4134,11
2006-08-17,5,4812,1
2006-08-17,5,6325,2
2006-08-17,5,8070,6
2006-08-17,5,8075,4
2006-08-17,5,9304,1
2006-08-17,5,13867,2
2006-08-17,5,21844,1
2006-08-17,5,27257,3
2006-08-17,5,31983,1
2006-08-17,6,4134,5
2006-08-17,6,4713,5
2006-08-17,6,6325,1
2006-08-17,6,9304,2
2006-08-17,6,9808,1
2006-08-17,6,27257,2
2006-08-17,6,31983,1
2006-08-17,7,2152,3
2006-08-17,7,3701,2
2006-08-17,7,7497,1
2006-08-17,7,8070,4
2006-08-17,7,8075,2
2006-08-17,7,9156,5
2006-08-17,7,9167,13
2006-08-17,7,15169,28
2006-08-17,7,18924,48
2006-08-17,7,19306,9
2006-08-17,7,21844,12
2006-08-17,7,36856,11
2006-08-17,8,2152,2
2006-08-17,8,7018,210
2006-08-17,8,7497,1
2006-08-17,8,8075,4
2006-08-17,8,11172,2
2006-08-17,8,15169,4
2006-08-17,9,1313,1
2006-08-17,9,2152,30
2006-08-17,9,3561,2
2006-08-17,9,3742,2
2006-08-17,9,4267,6
2006-08-17,9,4323,4
2006-08-17,9,5779,35
2006-08-17,9,6432,2
2006-08-17,9,7342,2
2006-08-17,9,8070,4
2006-08-17,9,8075,2
2006-08-17,9,11486,4
2006-08-17,9,12188,31
2006-08-17,9,12222,1
2006-08-17,9,14492,2
2006-08-17,9,14780,37
2006-08-17,9,15169,28
2006-08-17,9,15226,6
2006-08-17,9,19296,7
2006-08-17,9,20940,9
2006-08-17,9,22658,38
2006-08-17,9,23504,11
2006-08-17,9,26101,8
2006-08-17,9,33419,3
2006-08-17,9,36088,6
2006-08-18,0,1239,1
2006-08-18,0,3320,1
2006-08-18,0,3352,1
2006-08-18,0,3549,1
2006-08-18,0,3561,24
2006-08-18,0,3671,5
2006-08-18,0,3786,1
2006-08-18,0,4134,3
2006-08-18,0,4814,1
2006-08-18,0,4837,2
2006-08-18,0,5617,1
2006-08-18,0,6327,1
2006-08-18,0,6432,1
2006-08-18,0,6724,1
2006-08-18,0,6802,2
2006-08-18,0,6830,1
2006-08-18,0,6939,1
2006-08-18,0,7018,2
2006-08-18,0,7132,252
2006-08-18,0,8866,2
2006-08-18,0,9121,2
2006-08-18,0,9583,55
2006-08-18,0,10994,1
2006-08-18,0,13462,46
2006-08-18,0,13601,1
2006-08-18,0,15395,1
2006-08-18,0,15802,1
2006-08-18,0,16230,1
2006-08-18,0,18101,1
2006-08-18,0,18747,1
2006-08-18,0,21021,1
2006-08-18,0,21844,2
2006-08-18,0,26831,1
2006-08-18,0,29571,1
2006-08-18,0,31976,3
2006-08-18,0,32613,2
2006-08-18,1,87,1
2006-08-18,1,1781,4
2006-08-18,1,3265,4718
2006-08-18,1,3561,19
2006-08-18,1,3790,5
2006-08-18,1,4134,3
2006-08-18,1,4266,4
2006-08-18,1,4565,1
2006-08-18,1,4713,3
2006-08-18,1,4766,4
2006-08-18,1,4788,1
2006-08-18,1,6461,2
2006-08-18,1,6802,1
2006-08-18,1,7018,1
2006-08-18,1,7046,1
2006-08-18,1,7132,1
2006-08-18,1,7385,2
2006-08-18,1,7738,1
2006-08-18,1,8376,1
2006-08-18,1,9121,1
2006-08-18,1,9583,86
2006-08-18,1,9808,1
2006-08-18,1,12578,2
2006-08-18,1,14361,1
2006-08-18,1,14742,24
2006-08-18,1,14778,8
2006-08-18,1,15169,2
2006-08-18,1,19262,2
2006-08-18,1,19429,1
2006-08-18,1,20759,1
2006-08-18,1,21844,1
2006-08-18,1,23724,2
2006-08-18,1,27257,12
2006-08-18,1,29550,2
2006-08-18,1,32613,2
2006-08-18,2,52,75
2006-08-18,2,174,1
2006-08-18,2,209,16
2006-08-18,2,1312,92
2006-08-18,2,3561,6
2006-08-18,2,4323,16
2006-08-18,2,4983,12
2006-08-18,2,5650,64
2006-08-18,2,6478,12
2006-08-18,2,7018,157
2006-08-18,2,7132,4
2006-08-18,2,7377,90
2006-08-18,2,9583,38
2006-08-18,2,11414,6
2006-08-18,2,11939,4
2006-08-18,2,12182,2
2006-08-18,2,13749,1
2006-08-18,2,15169,4
2006-08-18,2,16467,4
2006-08-18,2,19262,62
2006-08-18,2,19918,272
2006-08-18,2,30099,8
2006-08-18,2,32613,2
2006-08-18,2,33260,8
2006-08-18,2,33650,22
2006-08-18,2,33651,4
2006-08-18,2,36351,1
2006-08-18,2,36856,1
2006-08-18,3,87,1
2006-08-18,3,4766,1
2006-08-18,3,5078,2
2006-08-18,3,6802,6
2006-08-18,3,7018,2
2006-08-18,3,7132,1
2006-08-18,3,8048,1
2006-08-18,3,9583,1
2006-08-18,3,9808,1
2006-08-18,3,12578,1
2006-08-18,3,14361,1
2006-08-18,3,21844,2
2006-08-18,3,29550,1
2006-08-18,3,32613,4
2006-08-18,4,3561,4
2006-08-18,4,6428,1
2006-08-18,4,6802,1
2006-08-18,4,7018,1
2006-08-18,4,7132,200
2006-08-18,4,9583,51
2006-08-18,4,13767,1
2006-08-18,4,14743,2
2006-08-18,4,14778,2
2006-08-18,4,15169,80
2006-08-18,4,15965,1
2006-08-18,4,21844,1
2006-08-18,4,22855,14
2006-08-18,4,23342,2
2006-08-18,4,31976,83
2006-08-18,4,32613,2
2006-08-18,4,33651,10
2006-08-18,5,87,1
2006-08-18,5,2152,1
2006-08-18,5,3356,1
2006-08-18,5,4134,4
2006-08-18,5,4766,4
2006-08-18,5,5078,6
2006-08-18,5,6802,4
2006-08-18,5,7018,2
2006-08-18,5,8070,6
2006-08-18,5,8075,3
2006-08-18,5,8342,1
2006-08-18,5,9583,2
2006-08-18,5,12322,4
2006-08-18,5,12578,2
2006-08-18,5,13867,2
2006-08-18,5,14361,1
2006-08-18,5,20940,5
2006-08-18,5,21844,2
2006-08-18,5,29550,2
2006-08-18,5,32613,2
2006-08-18,6,87,2
2006-08-18,6,4134,2
2006-08-18,6,4766,2
2006-08-18,6,5078,5
2006-08-18,6,6802,5
2006-08-18,6,7018,4
2006-08-18,6,7132,1
2006-08-18,6,9583,2
2006-08-18,6,9808,1
2006-08-18,6,12578,1
2006-08-18,6,14361,2
2006-08-18,6,17638,1
2006-08-18,6,21844,3
2006-08-18,6,29550,5
2006-08-18,6,32613,3
2006-08-18,7,271,6
2006-08-18,7,701,40
2006-08-18,7,1239,6
2006-08-18,7,2152,5
2006-08-18,7,2914,2
2006-08-18,7,3561,4
2006-08-18,7,3701,1
2006-08-18,7,7735,4
2006-08-18,7,8070,4
2006-08-18,7,8560,1
2006-08-18,7,9156,6
2006-08-18,7,10763,2
2006-08-18,7,15169,39
2006-08-18,7,18924,50
2006-08-18,7,19306,143
2006-08-18,7,21844,20
2006-08-18,7,29550,5
2006-08-18,7,36856,16
2006-08-18,8,2152,1
2006-08-18,8,8070,2
2006-08-18,8,15169,4
2006-08-18,8,29550,1
2006-08-18,9,2152,1
2006-08-18,9,8070,3
2006-08-19,0,137,1
2006-08-19,0,701,1
2006-08-19,0,1790,1
2006-08-19,0,2379,1
2006-08-19,0,2828,1
2006-08-19,0,3292,1
2006-08-19,0,3320,1
2006-08-19,0,3462,2
2006-08-19,0,3561,32
2006-08-19,0,3671,5
2006-08-19,0,3909,1
2006-08-19,0,4134,8
2006-08-19,0,4589,1
2006-08-19,0,4837,6
2006-08-19,0,8001,1
2006-08-19,0,8151,1
2006-08-19,0,8167,1
2006-08-19,0,8708,3
2006-08-19,0,8972,3
2006-08-19,0,8997,1
2006-08-19,0,9318,163
2006-08-19,0,9415,1
2006-08-19,0,9506,1
2006-08-19,0,10738,1
2006-08-19,0,13462,44
2006-08-19,0,13867,1
2006-08-19,0,14779,3
2006-08-19,0,17228,1
2006-08-19,0,17633,1
2006-08-19,0,17839,1
2006-08-19,0,20231,1
2006-08-19,0,20258,1
2006-08-19,0,21565,1
2006-08-19,0,24835,1
2006-08-19,0,27699,1
2006-08-19,0,33287,1
2006-08-19,1,137,1
2006-08-19,1,1299,4
2006-08-19,1,1659,2
2006-08-19,1,2108,7
2006-08-19,1,3215,2
2006-08-19,1,3265,4698
2006-08-19,1,3292,16
2006-08-19,1,3307,3
2006-08-19,1,3505,1
2006-08-19,1,3561,41
2006-08-19,1,4134,335
2006-08-19,1,4266,2
2006-08-19,1,4323,1
2006-08-19,1,4515,2
2006-08-19,1,4657,1
2006-08-19,1,4755,2
2006-08-19,1,4766,4
2006-08-19,1,5384,1
2006-08-19,1,5413,3
2006-08-19,1,6400,3
2006-08-19,1,6461,2
2006-08-19,1,7046,2
2006-08-19,1,7796,1
2006-08-19,1,8342,1
2006-08-19,1,8708,23
2006-08-19,1,8972,3
2006-08-19,1,9269,1
2006-08-19,1,9316,1
2006-08-19,1,9318,166
2006-08-19,1,9916,1
2006-08-19,1,9930,1
2006-08-19,1,10530,1
2006-08-19,1,11486,4
2006-08-19,1,12252,1
2006-08-19,1,13749,16
2006-08-19,1,13767,1
2006-08-19,1,14742,4
2006-08-19,1,14778,8
2006-08-19,1,14780,1
2006-08-19,1,17506,2
2006-08-19,1,17676,1
2006-08-19,1,17813,1
2006-08-19,1,17854,2
2006-08-19,1,18302,2
2006-08-19,1,20001,1
2006-08-19,1,24373,1
2006-08-19,1,24589,8
2006-08-19,1,27257,2
2006-08-19,1,33438,4
2006-08-19,1,33650,2
2006-08-19,2,52,18
2006-08-19,2,137,1
2006-08-19,2,1312,82
2006-08-19,2,3462,1
2006-08-19,2,3561,14
2006-08-19,2,4181,1
2006-08-19,2,4323,11
2006-08-19,2,6360,1
2006-08-19,2,6478,2
2006-08-19,2,7018,144
2006-08-19,2,7132,15
2006-08-19,2,7377,81
2006-08-19,2,8708,3
2006-08-19,2,8972,3
2006-08-19,2,9318,163
2006-08-19,2,10598,3
2006-08-19,2,11414,1
2006-08-19,2,16572,9
2006-08-19,2,18530,3
2006-08-19,2,19262,36
2006-08-19,2,19318,1
2006-08-19,2,19918,164
2006-08-19,2,27596,2
2006-08-19,2,29863,1
2006-08-19,2,30099,16
2006-08-19,2,33260,8
2006-08-19,2,33650,282
2006-08-19,2,33651,19
2006-08-19,3,137,2
2006-08-19,3,1659,2
2006-08-19,3,2152,2
2006-08-19,3,3215,2
2006-08-19,3,3292,2
2006-08-19,3,3462,1
2006-08-19,3,3505,2
2006-08-19,3,4134,313
2006-08-19,3,4713,7
2006-08-19,3,5413,1
2006-08-19,3,6461,6
2006-08-19,3,8048,1
2006-08-19,3,8972,1
2006-08-19,3,9318,2
2006-08-19,3,9930,2
2006-08-19,3,12006,3
2006-08-19,3,21844,1
2006-08-19,4,137,1
2006-08-19,4,3292,16
2006-08-19,4,3462,1
2006-08-19,4,4134,4
2006-08-19,4,7018,19
2006-08-19,4,8972,3
2006-08-19,4,9318,163
2006-08-19,4,13749,15
2006-08-19,4,14778,2
2006-08-19,4,15169,12
2006-08-19,4,29895,176
2006-08-19,4,31976,91
2006-08-19,4,33651,13
2006-08-19,5,137,2
2006-08-19,5,1659,2
2006-08-19,5,2152,5
2006-08-19,5,3215,2
2006-08-19,5,3292,2
2006-08-19,5,3505,1
2006-08-19,5,4134,322
2006-08-19,5,4713,7
2006-08-19,5,5413,1
2006-08-19,5,7132,2
2006-08-19,5,8070,7
2006-08-19,5,8075,3
2006-08-19,5,8972,1
2006-08-19,5,9318,1
2006-08-19,5,9930,2
2006-08-19,5,13767,1
2006-08-19,5,13867,2
2006-08-19,5,21844,3
2006-08-19,6,137,2
2006-08-19,6,1659,2
2006-08-19,6,3215,4
2006-08-19,6,3292,2
2006-08-19,6,3462,1
2006-08-19,6,3505,2
2006-08-19,6,4134,530
2006-08-19,6,4713,3
2006-08-19,6,4812,3
2006-08-19,6,4837,1
2006-08-19,6,5413,2
2006-08-19,6,7796,1
2006-08-19,6,8972,1
2006-08-19,6,9318,1
2006-08-19,6,9930,2
2006-08-19,6,13749,1
