Date,Game,Earnings,Players,Tournaments
2/1/2016,Street Fighter V,2605,15,4
2/1/2016,BlazBlue: Chronophantasma Extend,2460,3,1
2/1/2016,StarCraft: Brood War,2138.8,7,2
2/1/2016,Chess.com,2000,16,2
2/1/2016,WarCraft III,1692.21,7,4
2/1/2016,Under Night In-Birth EXE: Late,1270,3,1
2/1/2016,Brawlhalla,1022.27,13,4
2/1/2016,Age of Empires III,1000,4,1
2/1/2016,Project Cars,673,7,12
2/1/2016,Ultimate Marvel vs. Capcom 3,200,5,2
2/1/2016,Super Smash Bros. Brawl,181.65,6,2
2/1/2016,Ultra Street Fighter IV,160,3,1
2/1/2016,Quake Live,118.86,3,3
2/1/2016,Mortal Kombat X,80,6,2
2/1/2016,Super Smash Bros.,56.79,6,2
3/1/2016,Dota 2,3242298.94,171,13
3/1/2016,Halo 5: Guardians,2504265.8,75,2
3/1/2016,Counter-Strike: Global Offensive,574671.13,667,68
3/1/2016,Call of Duty: Black Ops III,432254.16,145,7
3/1/2016,Heroes of the Storm,376101.21,171,10
3/1/2016,Hearthstone,308347.01,64,10
3/1/2016,League of Legends,299370.13,341,22
3/1/2016,StarCraft II,265450.36,148,66
3/1/2016,Street Fighter V,61917.15,33,13
3/1/2016,Super Smash Bros. Melee,61002.65,193,61
3/1/2016,FIFA 16,35097.65,9,3
3/1/2016,Super Smash Bros. for Wii U,34554.05,112,27
3/1/2016,Vainglory,30000,21,1
3/1/2016,Rocket League,11574.05,42,13
3/1/2016,Old School Runescape,10000,1,1
3/1/2016,Overwatch,9140.12,62,13
3/1/2016,Project M,6885.7,28,5
3/1/2016,TrackMania 2: Stadium,4004.84,10,3
3/1/2016,Ultra Street Fighter IV,3020,8,3
3/1/2016,Team Fortress 2,3015.34,18,1
3/1/2016,Ultimate Marvel vs. Capcom 3,2850,13,7
3/1/2016,Battlefield 4,2637,15,1
3/1/2016,Mortal Kombat X,2565,13,6
3/1/2016,Heroes of Newerth,2058.27,20,2
3/1/2016,Chess.com,2000,12,2
3/1/2016,Guilty Gear Xrd -SIGN-,1995,9,3
3/1/2016,WarCraft III,1753.51,18,10
3/1/2016,Tekken Tag Tournament 2,1620,4,1
3/1/2016,Brawlhalla,1360,16,4
3/1/2016,Nitroplus Blasterz: Heroines Infinite Duel,1120,3,1
3/1/2016,Xonotic,943.24,34,1
3/1/2016,Killer Instinct (2013),860,6,2
3/1/2016,Dead or Alive 5: Last Round,640,3,1
3/1/2016,Super Smash Bros. Brawl,534.07,7,2
3/1/2016,Age of Empires II,500,3,1
3/1/2016,Project Cars,391.5,6,7
3/1/2016,Under Night In-Birth EXE: Late,330,6,2
3/1/2016,Tekken 7,320,3,1
3/1/2016,Pokkén Tournament,230,3,1
3/1/2016,Quake Live,180.64,4,4
3/1/2016,Unreal Tournament (2016),146.42,3,1
3/1/2016,Age of Empires III,120,4,1
3/1/2016,Marvel vs. Capcom 2,100,3,1
3/1/2016,Super Street Fighter II Turbo,95,3,1
3/1/2016,Super Smash Bros.,60,11,2
4/1/2016,Counter-Strike: Global Offensive,1758426.07,1015,69
4/1/2016,League of Legends,1459231.04,562,24
4/1/2016,Heroes of the Storm,611038,105,6
4/1/2016,Dota 2,450127.1,168,14
4/1/2016,Call of Duty: Black Ops III,309329.68,80,6
4/1/2016,World of Tanks,3.00E+05,32,1
4/1/2016,StarCraft II,204212.08,155,64
4/1/2016,Super Smash Bros. Melee,75480.2,168,56
4/1/2016,Gears of War: Ultimate Edition,60000,24,1
4/1/2016,Hearthstone,29898.58,52,7
4/1/2016,Super Smash Bros. for Wii U,25551.05,130,27
4/1/2016,Team Fortress 2,16262.26,29,3
4/1/2016,StarCraft: Brood War,15020,10,2
4/1/2016,Clash Royale,15000,2,1
4/1/2016,Rainbow Six Siege,10886.5,5,2
4/1/2016,Overwatch,9705.99,53,12
4/1/2016,Street Fighter V,8695,25,10
4/1/2016,Heroes of Newerth,8188.76,15,4
4/1/2016,WarCraft III,8147.38,18,10
4/1/2016,SMITE,7796.95,30,3
4/1/2016,Rocket League,6655.57,61,28
4/1/2016,Attack on Titan Tribute Game,5000,4,1
4/1/2016,Age of Empires II,4515.11,33,5
4/1/2016,Tekken 7,3000,8,1
4/1/2016,World of WarCraft,3000,6,1
4/1/2016,Age of Empires,2684,24,3
4/1/2016,Super Smash Bros.,2594.3,16,5
4/1/2016,iRacing.com,1853.68,111,3
4/1/2016,Brawlhalla,1111.32,7,6
4/1/2016,Naruto Shippuden: Ultimate Ninja Storm 4,1000,0,1
4/1/2016,Ultimate Marvel vs. Capcom 3,790,9,4
4/1/2016,TrackMania 2: Stadium,739.08,7,2
4/1/2016,Mortal Kombat X,659.29,6,3
4/1/2016,Trackmania Turbo,566.91,3,1
4/1/2016,Ultra Street Fighter IV,420,3,1
4/1/2016,FIFA 16,398.83,3,1
4/1/2016,Project Cars,336,4,6
4/1/2016,Rivals of Aether,250,1,1
4/1/2016,Guilty Gear Xrd -REVELATOR-,220,3,1
4/1/2016,Marvel vs. Capcom 3,199.29,0,1
4/1/2016,Quake Live,135.48,4,3
4/1/2016,Pokkén Tournament,80,3,1
4/1/2016,Killer Instinct (2013),50,3,1
5/1/2016,Counter-Strike: Global Offensive,1628344.95,883,71
5/1/2016,Dota 2,1054186.63,215,10
5/1/2016,League of Legends,517405.11,145,11
5/1/2016,StarCraft II,485482.71,146,59
5/1/2016,Heroes of the Storm,406226.8,163,9
5/1/2016,Hearthstone,224682.21,101,17
5/1/2016,Magic: The Gathering Online,104000,13,1
5/1/2016,Guild Wars 2,1.00E+05,98,2
5/1/2016,Call of Duty: Black Ops III,67971.6,92,4
5/1/2016,Rainbow Six Siege,55953.23,40,5
5/1/2016,Super Smash Bros. for Wii U,53229.07,145,29
5/1/2016,Street Fighter V,52299.28,47,11
5/1/2016,Super Smash Bros. Melee,49424.7,170,64
5/1/2016,Point Blank,45000,10,1
5/1/2016,WarCraft III,41157.56,33,9
5/1/2016,FIFA 16,35904.69,16,4
5/1/2016,FIFA Online 3,34082.4,12,1
5/1/2016,Age of Empires,31500,39,7
5/1/2016,Overwatch,26397.62,96,11
5/1/2016,Pro Evolution Soccer 2016,25995.57,3,1
5/1/2016,Rocket League,17400.7,72,30
5/1/2016,SMITE,14040,31,2
5/1/2016,Mortal Kombat X,12935.7,17,4
5/1/2016,Heroes of Newerth,8489.85,35,2
5/1/2016,Halo 5: Guardians,7971.6,12,1
5/1/2016,Tekken 7,5643.68,14,3
5/1/2016,Skullgirls Encore,4530,10,2
5/1/2016,Team Fortress 2,4061.18,24,4
5/1/2016,Chess.com,3599.95,20,2
5/1/2016,Brawlhalla,3260,63,5
5/1/2016,Guilty Gear Xrd -REVELATOR-,2599.3,19,4
5/1/2016,Ultra Street Fighter IV,1546.61,18,4
5/1/2016,Killer Instinct (2013),1530,10,2
5/1/2016,Project M,1470.91,22,4
5/1/2016,Ultimate Marvel vs. Capcom 3,1307.66,18,4
5/1/2016,Dead or Alive 5: Last Round,1034.58,10,3
5/1/2016,StarCraft: Brood War,947,4,2
5/1/2016,BlazBlue: Chronophantasma Extend,724.56,9,3
5/1/2016,Super Smash Bros.,633.02,8,1
5/1/2016,King of Fighters XIII,584.57,7,2
5/1/2016,Super Smash Bros. Brawl,480.47,8,1
5/1/2016,Age of Empires II,480,6,1
5/1/2016,Vampire Savior,460,3,1
5/1/2016,Super Street Fighter II Turbo,439.02,7,2
5/1/2016,Under Night In-Birth EXE: Late,400,6,2
5/1/2016,King of Fighters 2002 Unlimited Match,380,3,1
5/1/2016,Persona 4 Arena Ultimax,290,6,2
5/1/2016,Virtua Fighter 5 Final Showdown,268.54,7,2
5/1/2016,Xonotic,250.05,26,1
5/1/2016,Quake Live,225.8,4,5
5/1/2016,Bloodline Champions,167.53,6,2
5/1/2016,Pokkén Tournament,160.17,4,1
5/1/2016,Age of Empires III,150,1,1
5/1/2016,Dengeki Bunko: Fighting Climax Ignition,142.3,3,1
5/1/2016,Tekken Tag Tournament 2,0,3,1
6/1/2016,Dota 2,3319441.92,140,5
6/1/2016,Counter-Strike: Global Offensive,1153379.58,768,58
6/1/2016,Heroes of the Storm,772400,119,3
6/1/2016,Hearthstone,305946.24,64,12
6/1/2016,SMITE,3.00E+05,114,3
6/1/2016,Mortal Kombat X,2.00E+05,8,1
6/1/2016,Heroes of Newerth,141723.36,40,1
6/1/2016,Vainglory,131040,90,3
6/1/2016,Call of Duty: Black Ops III,116026,97,3
6/1/2016,StarCraft II,103387.84,132,66
6/1/2016,Guild Wars 2,1.00E+05,24,1
6/1/2016,Paladins,1.00E+05,20,1
6/1/2016,Attack on Titan Tribute Game,75000,14,4
6/1/2016,Overwatch,60633.61,98,26
6/1/2016,Super Smash Bros. Melee,52062.67,159,55
6/1/2016,Madden NFL 2016,50000,8,1
6/1/2016,Super Smash Bros. for Wii U,43280.2,101,23
6/1/2016,League of Legends,42758.81,101,8
6/1/2016,WarCraft III,39508.22,33,9
6/1/2016,Street Fighter V,38370,11,2
6/1/2016,Mortal Kombat XL,31297.16,13,3
6/1/2016,Pokkén Tournament,17490,16,2
6/1/2016,Old School Runescape,10000,1,1
6/1/2016,Project M,6895,22,3
6/1/2016,Rocket League,6020.32,67,28
6/1/2016,Tekken 7,5560,8,1
6/1/2016,Team Fortress 2,3000,24,1
6/1/2016,StarCraft: Brood War,2393.34,2,1
6/1/2016,TrackMania 2: Stadium,2360.37,7,2
6/1/2016,Brawlhalla,2350,26,5
6/1/2016,Chess.com,2000.02,12,2
6/1/2016,Guilty Gear Xrd -REVELATOR-,1760,8,1
6/1/2016,Ultimate Marvel vs. Capcom 3,1660,8,1
6/1/2016,Ultra Street Fighter IV,1220,8,1
6/1/2016,Killer Instinct (2013),1150,8,1
6/1/2016,Super Smash Bros.,610,16,4
6/1/2016,Bloodline Champions,287.79,6,2
6/1/2016,Unreal Tournament (2016),250,8,1
6/1/2016,Pro Evolution Soccer 2016,232.2,3,1
6/1/2016,Quake Live,135.48,2,3
7/1/2016,Counter-Strike: Global Offensive,2955840.82,783,59
7/1/2016,Dota 2,1309745.81,340,20
7/1/2016,Call of Duty: Black Ops III,560540,106,7
7/1/2016,FIFA Online 3,301000,0,1
7/1/2016,Halo 5: Guardians,293000,49,3
7/1/2016,League of Legends,250137.61,313,23
7/1/2016,CrossFire,2.00E+05,20,1
7/1/2016,StarCraft II,199202.99,124,49
7/1/2016,Hearthstone,192870.13,90,11
7/1/2016,Overwatch,154822.92,313,39
7/1/2016,Heroes of the Storm,133192,91,3
7/1/2016,Street Fighter V,116070,13,2
7/1/2016,Clash Royale,99750.27,4,1
7/1/2016,Mortal Kombat XL,57130,8,1
7/1/2016,Super Smash Bros. Melee,53062.41,159,64
7/1/2016,Gears of War: Ultimate Edition,50000,32,1
7/1/2016,Super Smash Bros. for Wii U,44531.11,63,17
7/1/2016,SMITE,38300,72,4
7/1/2016,WarCraft III,27695.11,7,6
7/1/2016,Pokkén Tournament,21800,8,1
7/1/2016,Killer Instinct (2013),20460,8,1
7/1/2016,Guilty Gear Xrd -REVELATOR-,19100,8,1
7/1/2016,Rocket League,17549.29,65,30
7/1/2016,Ultimate Marvel vs. Capcom 3,7820,8,1
7/1/2016,Tekken 7,5490,8,1
7/1/2016,Age of Empires II,4510,24,5
7/1/2016,Brawlhalla,3899.82,33,10
7/1/2016,Heroes of Newerth,3585.02,0,1
7/1/2016,Quake Live,2000,4,1
7/1/2016,Chess.com,1995,14,2
7/1/2016,FIFA 16,1155.52,5,2
7/1/2016,Team Fortress 2,1104,6,1
7/1/2016,Project M,897,16,5
7/1/2016,Attack on Titan Tribute Game,500,3,1
7/1/2016,Street Fighter X Tekken,300,3,1
7/1/2016,Super Smash Bros.,250,6,1
7/1/2016,Pro Evolution Soccer 2016,245.86,3,1
7/1/2016,StarCraft: Brood War,75,4,1
7/1/2016,Super Smash Bros. Brawl,28.35,3,1
8/1/2016,Dota 2,20858599.5,160,6
8/1/2016,League of Legends,1496842.81,518,23
8/1/2016,Counter-Strike: Global Offensive,508879.35,1101,70
8/1/2016,Heroes of the Storm,328520,110,3
8/1/2016,StarCraft II,302356.05,121,53
8/1/2016,Overwatch,161844.7,209,29
8/1/2016,Hearthstone,127879.57,64,8
8/1/2016,Call of Duty: Black Ops III,106940.2,44,3
8/1/2016,WarCraft III,83274.2,19,7
8/1/2016,Rocket League,68743.89,64,24
8/1/2016,Super Smash Bros. Melee,66995.49,194,61
8/1/2016,Rainbow Six Siege,62500,20,1
8/1/2016,Uncharted 4: A Thief's End,46235.07,5,1
8/1/2016,SMITE,43520,60,3
8/1/2016,Super Smash Bros. for Wii U,40369.25,93,20
8/1/2016,Team Fortress 2,25165.6,43,2
8/1/2016,Quake Live,25000,8,1
8/1/2016,QuakeWorld,25000,16,1
8/1/2016,Heroes of Newerth,10153.72,8,3
8/1/2016,Super Smash Bros.,8860.68,39,9
8/1/2016,Street Fighter V,8360,20,5
8/1/2016,Project M,8060.83,45,8
8/1/2016,FIFA 16,4814.28,8,1
8/1/2016,CrossFire,3280,26,4
8/1/2016,Tekken 7,3000,8,1
8/1/2016,Super Smash Bros. Brawl,2670,14,3
8/1/2016,Chess.com,2001,11,2
8/1/2016,Brawlhalla,1982.66,24,8
8/1/2016,TrackMania 2: Stadium,1703.71,6,4
8/1/2016,Mortal Kombat XL,1070,3,1
8/1/2016,Naruto Shippuden: Ultimate Ninja Storm 4,1000,0,1
8/1/2016,Ultimate Marvel vs. Capcom 3,740,3,1
8/1/2016,Pro Evolution Soccer 2016,516.31,6,2
8/1/2016,Attack on Titan Tribute Game,500,3,1
8/1/2016,iRacing.com,466.2,6,2
8/1/2016,Pokkén Tournament,355,4,2
8/1/2016,King of Fighters XIV,330,3,1
8/1/2016,Skullgirls Encore,240,6,2
8/1/2016,Guilty Gear Xrd -REVELATOR-,210,3,1
9/1/2016,Call of Duty: Black Ops III,2008322.22,140,2
9/1/2016,Counter-Strike: Global Offensive,1058204.54,763,68
9/1/2016,StarCraft II,469227.01,125,52
9/1/2016,Overwatch,378473.63,256,27
9/1/2016,Hearthstone,260290.8,78,10
9/1/2016,Dota 2,208035.2,157,9
9/1/2016,Heroes of the Storm,135836,70,4
9/1/2016,Point Blank,1.00E+05,65,1
9/1/2016,Rocket League,63545.58,81,27
9/1/2016,Vainglory,60000,45,2
9/1/2016,Street Fighter V,31031.42,18,3
9/1/2016,League of Legends,25015.83,49,7
9/1/2016,Super Smash Bros. Melee,24532.32,188,81
9/1/2016,StarCraft: Brood War,21192,16,1
9/1/2016,Super Smash Bros. for Wii U,20580.68,77,16
9/1/2016,WarCraft III,15479.81,10,6
9/1/2016,Brawlhalla,6367.94,37,11
9/1/2016,Heroes of Newerth,4619.84,8,2
9/1/2016,Chess.com,2004,16,2
9/1/2016,osu!,1900,169,1
9/1/2016,Battlerite,1584.2,5,2
9/1/2016,Attack on Titan Tribute Game,500,3,1
9/1/2016,Mortal Kombat X,500,3,1
9/1/2016,Team Fortress 2,448.63,26,1
9/1/2016,NHL '94,256,3,1
9/1/2016,Pro Evolution Soccer 2016,253.9,3,1
9/1/2016,Age of Empires II,200,2,1
9/1/2016,Super Smash Bros. Brawl,160,4,1
9/1/2016,Age of Empires III,100,2,1
9/1/2016,Xonotic,89.86,22,1
9/1/2016,TrackMania 2: Stadium,56,1,1
9/1/2016,Pokkén Tournament,50,1,1
10/1/2016,League of Legends,5144753.33,212,13
10/1/2016,Counter-Strike: Global Offensive,2493535.84,992,91
10/1/2016,Dota 2,645307.65,231,14
10/1/2016,Overwatch,363501.37,348,28
10/1/2016,Heroes of the Storm,267606,125,5
10/1/2016,H1Z1,267244,18,2
10/1/2016,CrossFire,210945.47,123,12
10/1/2016,World of WarCraft,2.00E+05,51,2
10/1/2016,StarCraft II,173406.6,107,54
10/1/2016,Hearthstone,170465.17,63,11
10/1/2016,Street Fighter V,137961.77,34,5
10/1/2016,World of Tanks,1.00E+05,27,1
10/1/2016,Call of Duty: Black Ops III,60484.9,64,4
10/1/2016,Super Smash Bros. Melee,59083.27,178,64
10/1/2016,Halo 5: Guardians,53750,51,6
10/1/2016,iRacing.com,45000,23,3
10/1/2016,Age of Empires II,30581,79,3
10/1/2016,Gears of War 4,28415,40,6
10/1/2016,Super Smash Bros. for Wii U,26821.27,87,19
10/1/2016,Rainbow Six Siege,26661.62,28,2
10/1/2016,Rocket League,24753.36,91,28
10/1/2016,SMITE,24035.09,40,3
10/1/2016,WarCraft III,20093.27,25,13
10/1/2016,Age of Empires,16425,60,4
10/1/2016,FIFA 17,15000,4,1
10/1/2016,Project Cars,12400,9,2
10/1/2016,Mortal Kombat XL,11444.23,11,2
10/1/2016,Clash Royale,10109.29,6,3
10/1/2016,Old School Runescape,10000,1,1
10/1/2016,Tekken 7,8244.56,14,2
10/1/2016,Brawlhalla,6439,49,9
10/1/2016,Project M,5790,19,3
10/1/2016,Guilty Gear Xrd -REVELATOR-,5010.19,23,3
10/1/2016,King of Fighters XIV,4988.49,18,3
10/1/2016,Heroes of Newerth,4627.23,9,2
10/1/2016,Paladins,4000,6,1
10/1/2016,Battlefield 4,2887.63,20,1
10/1/2016,BlazBlue: Central Fiction,2836.51,11,2
10/1/2016,Chess.com,2253,9,2
10/1/2016,Pro Evolution Soccer 2017,1875.3,8,2
10/1/2016,Call of Duty: Modern Warfare 2,1700,12,1
10/1/2016,Skullgirls 2nd Encore,1700,8,1
10/1/2016,Tetris,1500,2,1
10/1/2016,Super Smash Bros.,1320,10,2
10/1/2016,Ultimate Marvel vs. Capcom 3,1133.4,5,2
10/1/2016,Super Street Fighter II Turbo,925.7,8,1
10/1/2016,Melty Blood: Actress Again Current Code,700,8,1
10/1/2016,Under Night In-Birth EXE: Late,690,8,1
10/1/2016,Unreal Tournament (2016),675,7,1
10/1/2016,Killer Instinct (2013),599.59,6,2
10/1/2016,Dengeki Bunko: Fighting Climax Ignition,520,8,1
10/1/2016,Attack on Titan Tribute Game,500,3,1
10/1/2016,Persona 4 Arena Ultimax,470,3,1
10/1/2016,Guilty Gear XX Accent Core Plus R,460,3,1
10/1/2016,Vampire Savior,458.74,6,2
10/1/2016,Battlerite,359.36,13,4
10/1/2016,Vainglory,327.36,9,3
10/1/2016,Catherine,270,3,1
10/1/2016,Nitroplus Blasterz: Heroines Infinite Duel,260,3,1
10/1/2016,Koihime Enbu,250,3,1
10/1/2016,Team Fortress 2,243.84,18,1
10/1/2016,Pokkén Tournament,216.49,3,1
10/1/2016,Arcana Heart 3: LOVE MAX!!!!!,210,3,1
10/1/2016,Age of Empires III,200,2,1
10/1/2016,Aquapazza: Aquaplus Dream Match,160,3,1
11/1/2016,Counter-Strike: Global Offensive,1461466.76,1201,97
11/1/2016,Hearthstone,1107696.94,63,9
11/1/2016,Heroes of the Storm,1000400,70,3
11/1/2016,Dota 2,764842.75,286,17
11/1/2016,League of Legends,715492.4,376,21
11/1/2016,StarCraft II,618987.17,112,37
11/1/2016,Overwatch,377891.9,429,29
11/1/2016,Gears of War 4,317870,70,8
11/1/2016,World of WarCraft,250000,30,1
11/1/2016,Blade & Soul,156182.4,28,2
11/1/2016,Rainbow Six Siege,136113.77,52,8
11/1/2016,Halo 5: Guardians,106000,37,3
11/1/2016,Super Smash Bros. Melee,84906.68,183,70
11/1/2016,KartRider,76912,12,2
11/1/2016,Clash Royale,73000,16,1
11/1/2016,Rocket League,64473.11,110,36
11/1/2016,Street Fighter V,52647.26,30,5
11/1/2016,Brawlhalla,51000,22,3
11/1/2016,WarCraft III,50298.09,27,17
11/1/2016,Tekken 7,41337.49,17,4
11/1/2016,SMITE,35550,20,1
11/1/2016,Super Smash Bros. for Wii U,26791.06,112,24
11/1/2016,FIFA 17,15305.99,37,3
11/1/2016,Project Cars,12400,9,2
11/1/2016,Team Fortress 2,6588.98,63,3
11/1/2016,Battlerite,5013.48,39,16
11/1/2016,rFactor 2,4723.91,30,1
11/1/2016,Vainglory,4608.11,21,5
11/1/2016,FIFA 16,4555.07,8,1
11/1/2016,Age of Empires,4144.8,12,1
11/1/2016,Forza Motorsport 6,4050,30,6
11/1/2016,TrackMania 2: Stadium,3522.52,9,3
11/1/2016,Project M,2329.97,27,5
11/1/2016,Chess.com,2003,11,2
11/1/2016,Age of Empires II,1660.56,7,2
11/1/2016,Mortal Kombat X,1080,2,1
11/1/2016,Pro Evolution Soccer 2017,1024.93,10,3
11/1/2016,Age of Empires III,550,3,1
11/1/2016,StarCraft: Brood War,511.8,3,1
11/1/2016,Super Smash Bros.,355.98,10,4
11/1/2016,Rivals of Aether,250,1,1
12/1/2016,Dota 2,4667978.88,268,12
12/1/2016,Counter-Strike: Global Offensive,2396107.32,1091,68
12/1/2016,FIFA Online 3,5.00E+05,30,1
12/1/2016,CrossFire,471847.71,32,2
12/1/2016,Overwatch,451283.45,422,36
12/1/2016,Street Fighter V,360000,8,1
12/1/2016,Heroes of the Storm,3.00E+05,40,1
12/1/2016,League of Legends,289012.25,227,16
12/1/2016,Hearthstone,287807.95,93,14
12/1/2016,Halo 5: Guardians,217000,32,2
12/1/2016,Gears of War 4,155000,40,2
12/1/2016,MechWarrior Online,143490,0,1
12/1/2016,Rocket League,143475.71,90,35
12/1/2016,Vainglory,128493.18,46,6
12/1/2016,Call of Duty: Infinite Warfare,125020.99,56,4
12/1/2016,WarCraft III,104795.22,12,9
12/1/2016,StarCraft II,103955.34,104,42
12/1/2016,Madden NFL 2017,1.00E+05,16,1
12/1/2016,Super Smash Bros. Melee,48447,120,50
12/1/2016,Super Smash Bros. for Wii U,43917.79,64,12
12/1/2016,Counter-Strike Online,40000,15,1
12/1/2016,Forza Motorsport 6,35800,16,1
12/1/2016,Clash Royale,31000,8,1
12/1/2016,Team Fortress 2,19010,72,4
12/1/2016,Call of Duty: Black Ops III,11234.16,24,1
12/1/2016,Heroes of Newerth,11229.63,20,1
12/1/2016,Old School Runescape,10000,1,1
12/1/2016,Project Cars,6416,4,5
12/1/2016,Battlerite,5924.7,28,16
12/1/2016,Tekken 7,5203.81,3,1
12/1/2016,Age of Empires II,4794.47,27,7
12/1/2016,osu!,4320,245,1
12/1/2016,Age of Empires,2420,16,1
12/1/2016,Chess.com,2004,12,2
12/1/2016,Pro Evolution Soccer 2017,1797.48,16,6
12/1/2016,StarCraft: Brood War,1764,5,2
12/1/2016,MOBA Legends,225,3,1
12/1/2016,Quake Live,48.02,2,1
1/1/2017,Counter-Strike: Global Offensive,2782649.22,405,33
1/1/2017,Dota 2,1943033.97,201,11
1/1/2017,SMITE,1150000,60,2
1/1/2017,rFactor 2,1.00E+06,30,1
1/1/2017,Hearthstone,526650.14,116,15
1/1/2017,StarCraft II,495891.53,91,51
1/1/2017,Overwatch,231537,327,29
1/1/2017,Paladins,150000,40,1
1/1/2017,Gears of War 4,1.00E+05,40,1
1/1/2017,Heroes of the Storm,82080,28,1
1/1/2017,League of Legends,68353.59,40,5
1/1/2017,WarCraft III,59001.56,29,17
1/1/2017,Halo 5: Guardians,52000,45,3
1/1/2017,Super Smash Bros. Melee,50901.21,165,50
1/1/2017,Call of Duty: Infinite Warfare,45466.7,52,3
1/1/2017,Super Smash Bros. for Wii U,33447.46,91,18
1/1/2017,StarCraft: Brood War,29955.2,28,1
1/1/2017,Age of Empires II,24500,51,3
1/1/2017,Mad Skills Motocross 2,20163,12,1
1/1/2017,FIFA Online 3,13023,3,1
1/1/2017,FIFA 17,12955.2,9,3
1/1/2017,Rocket League,12429.85,88,52
1/1/2017,Mortal Kombat XL,11750,11,2
1/1/2017,Rivals of Aether,11160,4,1
1/1/2017,Team Fortress 2,10500,42,2
1/1/2017,Street Fighter V,5160,13,3
1/1/2017,Guilty Gear Xrd -REVELATOR-,3420,11,2
1/1/2017,Super Smash Bros.,3310,13,3
1/1/2017,ComPet,2000,50,1
1/1/2017,Chess.com,1903,12,2
1/1/2017,Ultimate Marvel vs. Capcom 3,1800,10,2
1/1/2017,BlazBlue: Central Fiction,1660,11,2
1/1/2017,Skullgirls 2nd Encore,1600,8,1
1/1/2017,Age of Empires,1408,17,1
1/1/2017,Mystery Game Tournament,1200,8,1
1/1/2017,Battlerite,1163.87,13,5
1/1/2017,Brawlhalla,1060,6,3
1/1/2017,King of Fighters XIV,1010,11,2
1/1/2017,Pokkén Tournament,1010,9,3
1/1/2017,Killer Instinct (2013),1000,5,2
1/1/2017,Dead or Alive 5: Last Round,400,3,1
1/1/2017,Vampire Savior,390,3,1
1/1/2017,Catherine,340,3,1
1/1/2017,Guilty Gear XX Accent Core Plus R,320,3,1
1/1/2017,Tekken Tag Tournament 2,310,3,1
1/1/2017,Melty Blood: Actress Again Current Code,290,3,1
1/1/2017,Project Cars,282.5,2,5
1/1/2017,Ultra Street Fighter IV,280,3,1
1/1/2017,Super Street Fighter II Turbo,270,3,1
1/1/2017,Divekick,240,3,1
1/1/2017,Tetris Ultimate,221,3,1
1/1/2017,Soul Calibur II HD Online,210,3,1
1/1/2017,Under Night In-Birth EXE: Late,210,3,1
1/1/2017,Persona 4 Arena Ultimax,190,3,1
1/1/2017,Tatsunoko vs. Capcom: Ultimate All-Stars,160,3,1
1/1/2017,Capcom vs. SNK 2,140,3,1
1/1/2017,Dengeki Bunko: Fighting Climax Ignition,120,3,1
1/1/2017,Critical Ops,106.41,4,1
1/1/2017,Quake Live,100.58,3,3
1/1/2017,Rainbow Six Siege,100,5,1
1/1/2017,Xonotic,53.53,16,1
2/1/2017,Counter-Strike: Global Offensive,629442.8,550,45
2/1/2017,FIFA 17,340561.57,42,10
2/1/2017,Dota 2,339752.25,111,7
2/1/2017,Call of Duty: Infinite Warfare,313055.2,82,9
2/1/2017,Madden NFL 2017,250000,16,1
2/1/2017,Rainbow Six Siege,2.00E+05,60,2
2/1/2017,League of Legends,183747.37,133,9
2/1/2017,Hearthstone,80730.29,41,10
2/1/2017,Rocket League,74716.07,116,66
2/1/2017,Overwatch,70594.81,303,33
2/1/2017,WarCraft III,46989.14,23,13
2/1/2017,Halo 5: Guardians,46000,36,3
2/1/2017,Pro Evolution Soccer 2017,40000,4,1
2/1/2017,Heroes of the Storm,30800,58,3
2/1/2017,Super Smash Bros. for Wii U,24846.6,107,22
2/1/2017,Super Smash Bros. Melee,23098.68,109,37
2/1/2017,StarCraft II,14294.86,74,54
2/1/2017,Battlerite,11228.23,28,8
2/1/2017,Age of Empires II,10810,37,6
2/1/2017,Clash Royale,5000,4,1
2/1/2017,Project Cars,4978.71,2,5
2/1/2017,BlazBlue: Central Fiction,3240,4,1
2/1/2017,Guilty Gear Xrd -REVELATOR-,3210,4,1
2/1/2017,Brawlhalla,2500,35,4
2/1/2017,osu!,1620,86,1
2/1/2017,Chess.com,1399.98,6,1
2/1/2017,TrackMania 2: Stadium,1064.99,3,1
2/1/2017,S.K.I.L.L. - Special Force 2,1000,0,1
2/1/2017,Under Night In-Birth EXE: Late,750,4,1
2/1/2017,Super Smash Bros.,616.43,16,2
2/1/2017,Gears of War 4,500,5,1
2/1/2017,Team Fortress 2,450,18,1
2/1/2017,Street Fighter V,307.83,8,1
2/1/2017,Age of Empires III,200,4,1
2/1/2017,King of Fighters XIV,150,4,1
2/1/2017,Quake Live,102.51,4,3
2/1/2017,Project M,97.18,3,1
2/1/2017,Yu-Gi-Oh! Duel Links,12.97,2,2
3/1/2017,Halo 5: Guardians,1050000,52,2
3/1/2017,Counter-Strike: Global Offensive,521025.68,533,45
3/1/2017,StarCraft II,426837.91,100,50
3/1/2017,Hearthstone,422424.53,69,7
3/1/2017,Call of Duty: Infinite Warfare,277852.98,127,10
3/1/2017,Heroes of the Storm,237891.35,80,3
3/1/2017,League of Legends,216050.36,247,15
3/1/2017,Magic: The Gathering Online,116000,16,1
3/1/2017,Overwatch,108385.88,463,32
