country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Maldives,MDV,2021-03-01,117115.0,117115.0,,5700.0,5279.0,21.67,21.67,,9766.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-02,123665.0,123665.0,,6550.0,5508.0,22.88,22.88,,10190.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-03,129424.0,129424.0,,5759.0,5508.0,23.94,23.94,,10190.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-04,137124.0,137124.0,,7700.0,5545.0,25.37,25.37,,10258.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-05,138827.0,138827.0,,1703.0,5630.0,25.68,25.68,,10415.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-06,145768.0,145768.0,,6941.0,5754.0,26.97,26.97,,10645.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-07,151643.0,151643.0,,5875.0,5747.0,28.05,28.05,,10632.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-08,157813.0,157813.0,,6170.0,5814.0,29.2,29.2,,10756.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-09,165675.0,165675.0,,7862.0,6001.0,30.65,30.65,,11102.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-10,175456.0,175456.0,,9781.0,6576.0,32.46,32.46,,12166.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-11,186930.0,186930.0,,11474.0,7115.0,34.58,34.58,,13163.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-12,188436.0,188436.0,,1506.0,7087.0,34.86,34.86,,13111.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-13,198206.0,198206.0,,9770.0,7491.0,36.67,36.67,,13858.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-14,206114.0,206114.0,,7908.0,7782.0,38.13,38.13,,14397.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-15,212711.0,212711.0,,6597.0,7843.0,39.35,39.35,,14510.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-16,214486.0,214486.0,,1775.0,6973.0,39.68,39.68,,12900.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-17,215852.0,215852.0,,1366.0,5771.0,39.93,39.93,,10676.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-18,217597.0,217597.0,,1745.0,4381.0,40.26,40.26,,8105.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-19,218046.0,218046.0,,449.0,4230.0,40.34,40.34,,7825.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-20,218645.0,218645.0,,599.0,2920.0,40.45,40.45,,5402.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-21,218912.0,218912.0,,267.0,1828.0,40.5,40.5,,3382.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-22,220768.0,220768.0,,1856.0,1151.0,40.84,40.84,,2129.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-23,222970.0,222970.0,,2202.0,1212.0,41.25,41.25,,2242.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-24,224979.0,224979.0,,2009.0,1304.0,41.62,41.62,,2412.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-25,227423.0,227423.0,,2444.0,1404.0,42.07,42.07,,2597.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-26,227696.0,227696.0,,273.0,1379.0,42.12,42.12,,2551.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-27,230130.0,230130.0,,2434.0,1641.0,42.57,42.57,,3036.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-28,232175.0,232175.0,,2045.0,1895.0,42.95,42.95,,3506.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-29,233875.0,233875.0,,1700.0,1872.0,43.27,43.27,,3463.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-30,235682.0,235682.0,,1807.0,1816.0,43.6,43.6,,3360.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-03-31,237716.0,237716.0,,2034.0,1820.0,43.98,43.98,,3367.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-04-01,240773.0,240773.0,,3057.0,1907.0,44.54,44.54,,3528.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-04-02,241127.0,241127.0,,354.0,1919.0,44.61,44.61,,3550.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-04-03,245470.0,243749.0,1721.0,4343.0,2191.0,45.41,45.09,0.32,4053.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-04-04,250633.0,246896.0,3737.0,5163.0,2637.0,46.37,45.68,0.69,4878.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-04-05,256892.0,251139.0,5753.0,6259.0,3288.0,47.52,46.46,1.06,6083.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-04-06,263832.0,255881.0,7951.0,6940.0,4021.0,48.81,47.34,1.47,7439.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-04-07,270854.0,260285.0,10569.0,7022.0,4734.0,50.11,48.15,1.96,8758.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Maldives,MDV,2021-04-08,280186.0,265235.0,14951.0,9332.0,5630.0,51.83,49.07,2.77,10415.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1380210035133796352
Mali,MLI,2021-03-30,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Ministry of Health,http://www.sante.gov.ml/index.php/actualites/item/6060-vaccin-contre-covid-19-643-personnes-vaccinees-aucun-effet-indesirable-signale
Mali,MLI,2021-03-31,,,,,214.0,,,,11.0,Oxford/AstraZeneca,Ministry of Health,http://www.sante.gov.ml/index.php/actualites/item/6060-vaccin-contre-covid-19-643-personnes-vaccinees-aucun-effet-indesirable-signale
Mali,MLI,2021-04-01,,,,,214.0,,,,11.0,Oxford/AstraZeneca,Ministry of Health,http://www.sante.gov.ml/index.php/actualites/item/6060-vaccin-contre-covid-19-643-personnes-vaccinees-aucun-effet-indesirable-signale
Mali,MLI,2021-04-02,643.0,643.0,,,214.0,0.0,0.0,,11.0,Oxford/AstraZeneca,Ministry of Health,http://www.sante.gov.ml/index.php/actualites/item/6060-vaccin-contre-covid-19-643-personnes-vaccinees-aucun-effet-indesirable-signale
Malta,MLT,2021-01-17,11705.0,11705.0,,,,2.65,2.65,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-01-18,13002.0,13002.0,,1297.0,1297.0,2.94,2.94,,2937.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-01-19,14276.0,14276.0,,1274.0,1286.0,3.23,3.23,,2913.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-01-20,15316.0,15316.0,,1040.0,1204.0,3.47,3.47,,2727.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-01-21,16531.0,16531.0,,1215.0,1206.0,3.74,3.74,,2731.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-01-22,17767.0,17767.0,,1236.0,1212.0,4.02,4.02,,2745.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-01-23,18930.0,18930.0,,1163.0,1204.0,4.29,4.29,,2727.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-01-24,19981.0,18783.0,1198.0,1051.0,1182.0,4.53,4.25,0.27,2677.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-01-25,21172.0,19709.0,1463.0,1191.0,1167.0,4.8,4.46,0.33,2643.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-01-26,22371.0,20677.0,1694.0,1199.0,1156.0,5.07,4.68,0.38,2618.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-01-27,23512.0,21417.0,2095.0,1141.0,1171.0,5.33,4.85,0.47,2652.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-01-28,24680.0,22162.0,2518.0,1168.0,1164.0,5.59,5.02,0.57,2636.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-01-29,25822.0,22853.0,2969.0,1142.0,1151.0,5.85,5.18,0.67,2607.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-01-30,26847.0,23391.0,3456.0,1025.0,1131.0,6.08,5.3,0.78,2561.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-01-31,27759.0,23811.0,3948.0,912.0,1111.0,6.29,5.39,0.89,2516.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-01,29002.0,24526.0,4476.0,1243.0,1119.0,6.57,5.55,1.01,2534.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-02,30252.0,25361.0,4891.0,1250.0,1126.0,6.85,5.74,1.11,2550.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-03,31633.0,26223.0,5410.0,1381.0,1160.0,7.16,5.94,1.23,2627.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-04,33477.0,27020.0,6457.0,1844.0,1257.0,7.58,6.12,1.46,2847.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-05,35676.0,28082.0,7594.0,2199.0,1408.0,8.08,6.36,1.72,3189.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-06,37586.0,28837.0,8749.0,1910.0,1534.0,8.51,6.53,1.98,3474.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-07,39257.0,29339.0,9918.0,1671.0,1643.0,8.89,6.64,2.25,3721.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-08,41285.0,30235.0,11050.0,2028.0,1755.0,9.35,6.85,2.5,3975.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-09,43337.0,31202.0,12135.0,2052.0,1869.0,9.81,7.07,2.75,4233.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-10,44598.0,31670.0,12928.0,1261.0,1852.0,10.1,7.17,2.93,4194.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-11,46344.0,32524.0,13820.0,1746.0,1838.0,10.5,7.37,3.13,4163.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-12,48474.0,33735.0,14739.0,2130.0,1828.0,10.98,7.64,3.34,4140.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-13,50175.0,34574.0,15601.0,1701.0,1798.0,11.36,7.83,3.53,4072.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-14,51641.0,35376.0,16265.0,1466.0,1769.0,11.7,8.01,3.68,4006.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-15,53647.0,36545.0,17102.0,2006.0,1766.0,12.15,8.28,3.87,4000.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-16,55709.0,37866.0,17843.0,2062.0,1767.0,12.62,8.58,4.04,4002.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-17,57683.0,39147.0,18536.0,1974.0,1869.0,13.06,8.87,4.2,4233.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-18,59702.0,40503.0,19199.0,2019.0,1908.0,13.52,9.17,4.35,4321.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-19,62059.0,42231.0,19828.0,2357.0,1941.0,14.06,9.56,4.49,4396.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-20,63308.0,43119.0,20189.0,1249.0,1876.0,14.34,9.77,4.57,4249.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-21,64419.0,43888.0,20531.0,1111.0,1825.0,14.59,9.94,4.65,4133.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-22,66334.0,45174.0,21160.0,1915.0,1812.0,15.02,10.23,4.79,4104.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-23,68779.0,47012.0,21767.0,2445.0,1867.0,15.58,10.65,4.93,4228.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-24,71562.0,49061.0,22501.0,2783.0,1983.0,16.21,11.11,5.1,4491.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-25,73644.0,50249.0,23395.0,2082.0,1992.0,16.68,11.38,5.3,4511.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-26,76159.0,51041.0,25118.0,2515.0,2014.0,17.25,11.56,5.69,4561.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-27,77967.0,51186.0,26781.0,1808.0,2094.0,17.66,11.59,6.07,4743.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-02-28,79624.0,51576.0,28048.0,1657.0,2172.0,18.03,11.68,6.35,4919.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-01,81883.0,52862.0,29021.0,2259.0,2221.0,18.54,11.97,6.57,5030.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-02,84129.0,54381.0,29748.0,2246.0,2193.0,19.05,12.32,6.74,4967.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-03,86854.0,56525.0,30329.0,2725.0,2185.0,19.67,12.8,6.87,4949.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-04,89946.0,58912.0,31034.0,3092.0,2329.0,20.37,13.34,7.03,5275.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-05,92806.0,61096.0,31710.0,2860.0,2378.0,21.02,13.84,7.18,5386.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-06,95899.0,63479.0,32420.0,3093.0,2562.0,21.72,14.38,7.34,5802.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-07,97864.0,65002.0,32862.0,1965.0,2606.0,22.16,14.72,7.44,5902.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-08,101776.0,67595.0,34181.0,3912.0,2842.0,23.05,15.31,7.74,6437.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-09,105416.0,70323.0,35093.0,3640.0,3041.0,23.87,15.93,7.95,6887.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-10,108971.0,72725.0,36246.0,3555.0,3160.0,24.68,16.47,8.21,7157.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-11,113258.0,76076.0,37182.0,4287.0,3330.0,25.65,17.23,8.42,7542.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-12,117121.0,78788.0,38333.0,3863.0,3474.0,26.53,17.84,8.68,7868.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-13,120073.0,80974.0,39099.0,2952.0,3453.0,27.19,18.34,8.86,7820.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-14,122366.0,82671.0,39695.0,2293.0,3500.0,27.71,18.72,8.99,7927.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-15,126277.0,85596.0,40681.0,3911.0,3500.0,28.6,19.39,9.21,7927.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-16,130861.0,90002.0,40859.0,4584.0,3635.0,29.64,20.38,9.25,8233.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-17,133871.0,92250.0,41621.0,3010.0,3557.0,30.32,20.89,9.43,8056.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-18,138264.0,95707.0,42557.0,4393.0,3572.0,31.31,21.68,9.64,8090.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-19,140331.0,97064.0,43267.0,2067.0,3316.0,31.78,21.98,9.8,7510.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-20,143169.0,99250.0,43919.0,2838.0,3299.0,32.42,22.48,9.95,7472.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-21,145934.0,101451.0,44483.0,2765.0,3367.0,33.05,22.98,10.07,7626.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-22,150897.0,105611.0,45286.0,4963.0,3517.0,34.18,23.92,10.26,7965.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-23,155678.0,109538.0,46140.0,4781.0,3545.0,35.26,24.81,10.45,8029.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-24,160260.0,113179.0,47081.0,4582.0,3770.0,36.3,25.63,10.66,8538.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-25,166104.0,117171.0,48933.0,5844.0,3977.0,37.62,26.54,11.08,9007.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-26,171873.0,121823.0,50050.0,5769.0,4506.0,38.93,27.59,11.34,10205.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-27,176612.0,126055.0,50557.0,4739.0,4778.0,40.0,28.55,11.45,10821.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-28,180587.0,129350.0,51237.0,3975.0,4950.0,40.9,29.3,11.6,11211.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-29,186111.0,133771.0,52340.0,5524.0,5031.0,42.15,30.3,11.85,11394.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Malta,MLT,2021-03-30,191716.0,138176.0,53540.0,5605.0,5148.0,43.42,31.29,12.13,11659.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
