,id,title,release_date,overview,popularity,vote_average,vote_count,video
3590,400020,The Young Karl Marx,2017-03-02,"26 year-old Karl Marx embarks with his wife, Jenny, on the road to exile. In 1844 in Paris, he meets Friedrich Engels, an industrialist’s son, who has been investigating the sordid birth of the British working class. Engels, the dandy, provides the last piece of the puzzle to the young Karl Marx’s new vision of the world. Together, between censorship and the police’s repression, riots and political upheavals, they will lead the labor movement during its development into a modern era.",6.605,6.9,238,False
3591,342672,4th Man Out,2015-05-26,"After a night of drinking, Adam Hutcherson stumbles out of the closet to his three straight buddies.  A disruption to their dynamic which they now must try and overcome through alcohol, Tinder dates and forgiveness.",7.276,6.9,270,False
3592,4031,Going Places,1974-03-20,"Two whimsical, aimless thugs harass and assault women, steal, murder, and alternately charm, fight, or sprint their way out of trouble. They take whatever the bourgeoisie holds dear, whether it’s cars, peace of mind, or daughters. Marie-Ange, a jaded, passive hairdresser, joins them as lover, cook, and mother confessor. She’s on her own search for seemingly unattainable sexual pleasure.",9.533,6.9,295,False
3593,616651,Stillwater,2021-07-29,"Bill Baker, an American oil-rig roughneck from Oklahoma, travels to Marseille to visit his estranged daughter, Allison, who is in prison for a murder she claims she did not commit. Confronted with language barriers, cultural differences, and a complicated legal system, Bill builds a new life for himself in France as he makes it his personal mission to exonerate his daughter.",79.51,6.9,433,False
3594,574436,Piranhas,2019-02-14,A gang of teenage boys stalk the streets of Naples armed with hand guns and AK-47s to do their mob bosses' bidding – until they decide to be the bosses themselves.,13.024,6.9,394,False
3595,521777,Good Boys,2019-08-14,A group of young boys on the cusp of becoming teenagers embark on an epic quest to fix their broken drone before their parents get home.,32.285,6.9,1383,False
3596,504603,The World Is Yours,2018-08-15,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.",8.87,6.9,334,False
3597,171372,Frank,2014-05-02,A young wannabe musician  who discovers he has bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank.,9.05,6.9,1332,False
3598,14830,Doctor Strange,2007-08-14,"Dr. Stephen Strange embarks on a wondrous journey to the heights of a Tibetan mountain, where he seeks healing at the feet of the mysterious Ancient One.",44.127,6.9,247,False
3599,475759,2048: Nowhere to Run,2017-09-14,"“2048: Nowhere to Run” takes place one year before the events of Blade Runner 2049. The short film focuses on Sapper, a man who is trying to make it through life day-by-day without turning back to his old ways. We’re introduced to both the gentle nature of Sapper and the violence he’s capable of when set off.",9.463,6.9,224,False
3600,253980,Marvel One-Shot: All Hail the King,2014-02-04,A documentary filmmaker interviews the now-famous Trevor Slattery from behind bars.,20.533,6.9,319,False
3601,449992,The Night Comes for Us,2018-10-05,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",19.507,6.9,467,False
3602,235260,Son of God,2014-02-28,"The life story of Jesus is told from his humble birth through his teachings, crucifixion and ultimate resurrection.",29.876,6.9,215,False
3603,14012,Flicka,2006-10-20,"Katy McLaughlin desires to work on her family's mountainside horse ranch, although her father insists she finish boarding school. Katy finds a mustang in the hills near her ranch. The headstrong 16 year old then sets her mind to tame a mustang and prove to her father she can run the ranch. But when tragedy happens, it will take all the love and strength the family can muster to restore hope.",10.134,6.9,230,False
3604,458576,Monster Hunter,2020-12-03,"A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.",310.411,6.9,2315,False
3605,400535,Sicario: Day of the Soldado,2018-06-27,Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.,61.443,6.9,2574,False
3606,308032,The Stanford Prison Experiment,2015-07-17,This film is based on the actual events that took place in 1971 when Stanford professor Dr. Philip Zimbardo created what became one of the most shocking and famous social experiments of all time.,9.465,6.9,769,False
3607,27850,Halloweentown,1998-11-10,"On her 13th birthday, Marnie learns she's a witch, discovers a secret portal, and is transported to Halloweentown — a magical place where ghosts and ghouls, witches and werewolves live apart from the human world. But she soon finds herself battling wicked warlocks, evil curses, and endless surprises.",8.239,6.9,396,False
3608,17845,Loft,2008-10-21,"Five close friends, all of them married, share a loft to meet their mistresses. One day they find the body of a young woman in the loft. Since there are only five keys to the loft, the five men begin to suspect each other of murder.",6.322,6.9,286,False
3609,2259,The House of the Spirits,1993-10-19,"A rancher, his clairvoyant wife and their family face turbulent years in South America.",11.198,6.9,518,False
3610,390043,The Hitman's Bodyguard,2017-08-16,"The world's top bodyguard gets a new client, a hit man who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",99.656,6.9,4834,False
3611,308266,War Dogs,2016-08-17,"Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.",40.803,6.9,3687,False
3612,10711,French Connection II,1975-05-18,"""Popeye"" Doyle travels to Marseilles to find Alain Charnier, the drug smuggler that eluded him in New York.",6.908,6.9,289,False
3613,152737,August: Osage County,2013-12-26,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.",9.004,6.9,1169,False
3614,25195,Leap Year,2010-01-08,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",40.523,6.9,1633,False
3615,12920,Dreamer: Inspired By a True Story,2005-09-10,Ben Crane believes that a severely injured racehorse deserves another chance. He and his daughter Cale adopt the mare and save it from being sacrificed by the owner.,8.812,6.9,273,False
3616,472734,Dumplin',2018-12-20,"To prove a point about measuring up and fitting in, Texas teen Willowdean “Dumplin’” Dickson enters a local pageant run by her ex-beauty queen mom.",9.67,6.9,1191,False
3617,110390,A Pigeon Sat on a Branch Reflecting on Existence,2014-10-24,"An absurdist, surrealistic and shocking pitch-black comedy, which moves freely from nightmare to fantasy to hilariously deadpan humour as it muses on man’s perpetual inhumanity to man.",7.419,6.9,329,False
3618,8974,The War of the Worlds,1953-08-13,"The residents of a small town are excited when a flaming meteor lands in the hills, until they discover it is the first of many transport devices from Mars bringing an army of invaders invincible to any man-made weapon, even the atomic bomb.",10.186,6.9,442,False
3619,425703,How to Grow Up Despite Your Parents,2016-11-23,"More and more parents take competitive behavior towards the teachers of their children: deny votes and programs, vaneggiano of likes, dislikes, and conspiracies. So, instead of helping in the training of their children, they become insurmountable obstacles to their growth. Presumptuously they think: ""We know better than anyone else our children and we know what they are worth and how and what you have to teach.""",5.875,6.9,226,False
3620,64688,21 Jump Street,2012-03-14,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",54.286,6.9,8600,False
3621,26648,The Night Porter,1974-04-03,"A concentration camp survivor discovers her former torturer and lover working as a porter at a hotel in postwar Vienna. When the couple attempt to re-create their sadomasochistic relationship, his former SS comrades begin to stalk them.",10.059,6.9,210,False
3622,597156,The Boys in the Band,2020-09-30,"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.",7.823,6.9,322,False
3623,20649,Clockers,1995-09-15,"Strike is a young city drug pusher under the tutelage of drug lord Rodney Little. When a night manager at a fast-food restaurant is found with four bullets in his body, Strike’s older brother turns himself in as the killer. Det. Rocco Klein doesn’t buy the story, however, setting out to find the truth, and it seems that all the fingers point toward Strike & Rodney.",7.259,6.9,224,False
3624,15247,The Ipcress File,1965-03-18,"Sly and dry intelligence agent Harry Palmer is tasked with investigating British Intelligence security, and is soon enmeshed in a world of double-dealing, kidnap and murder when he finds a traitor operating at the heart of the secret service.",7.262,6.9,202,False
3625,9270,Brick,2006-03-31,A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.,9.197,6.9,912,False
3626,1946,eXistenZ,1999-04-14,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,7.724,6.9,1402,False
3627,429300,Adrift,2018-05-31,"A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.",20.83,6.9,2163,False
3628,245473,Cloud 9,2014-01-17,"Set high atop snow-capped mountains in the adrenaline-fueled world of competitive snowboarding, the Disney Channel Original Movie “Cloud 9″ tells the inspiring story of two snowboarders who must overcome self-doubt to learn that achieving their dreams is possible.",12.367,6.9,439,False
3629,31175,Soul Kitchen,2009-09-09,"SOUL KITCHEN centers on a likable but hopelessly disorganized restauranteur, Zinos, whose cafe is second home to a motley crew of lovable eccentrics. When his girlfriend Nadine up and moves to Shanghai, a love-sick Zinos decides to fly after her, leaving his restaurant in the hands of his unreliable ex-con brother Illias. Both decisions turn out disastrous: Illias gambles away the restaurant to a shady real estate agent, and Zinos finds Nadine with a new lover. If the brothers can stop arguing and get it together, the Soul Kitchen might still have one last chance at staying in business. The mayhem that follows is a hilariously entertaining story of self-realization, set to an irresistibly soulful soundtrack.",7.884,6.9,380,False
3630,11208,Wicker Park,2004-09-03,"Matthew, a young advertising executive in Chicago, puts his life and a business trip to China on hold when he thinks he sees Lisa, the love of his life who left him without a word two years earlier, walking out of a restaurant one day.",11.507,6.9,522,False
3631,177888,Teen Beach Movie,2013-08-07,"Life's a beach for surfers Brady and McKenzie – until a rogue wave magically transports them inside the classic '60s beach party flick, ""Wet Side Story,"" where a full-blown rivalry between bikers and surfers threatens to erupt. There, amidst a sea of surfing, singing and dancing, Brady and Mack accidentally change the storyline, and the film’s dreamy hero and heroine fall for them instead of for each other! Can our heroes get the plot back on track, or will they be trapped there forever?",16.968,6.9,746,False
3632,31997,Saboteur,1942-04-24,Aircraft factory worker Barry Kane flees across the United States after he is wrongly accused of starting the fire that killed his best friend.,7.088,6.9,317,False
3633,11076,Fly Away Home,1996-09-13,"Amy is only 13 years old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest is torn down. The eggs hatch and Amy becomes ""Mama Goose"". When Winter comes, Amy, and her dad must find a way to lead the birds South...",8.481,6.9,347,False
3634,8272,The Savages,2007-01-19,A sister and brother face the realities of familial responsibility as they begin to care for their ailing father.,8.9,6.9,277,False
3635,581726,Infinite,2021-09-09,"Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real.",347.088,6.9,709,False
3636,252171,A Girl Walks Home Alone at Night,2014-01-19,"In the Iranian ghost-town Bad City, a place that reeks of death and loneliness, the townspeople are unaware they are being stalked by a lonesome vampire.",7.813,6.9,636,False
3637,15143,Some Kind of Wonderful,1987-02-27,"A young tomboy, Watts, finds her feelings for her best friend, Keith, run deeper than just friendship when he gets a date with the most popular girl in school.",8.147,6.9,343,False
3638,953,Madagascar,2005-05-25,"Alex the lion is the king of the urban jungle, the main attraction at New York's Central Park Zoo. He and his best friends—Marty the zebra, Melman the giraffe and Gloria the hippo—have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escape—with the help of some prodigious penguins—to explore the world.",76.489,6.9,8760,False
3639,710,GoldenEye,1995-11-16,"When a powerful satellite system falls into the hands of Alec Trevelyan, AKA Agent 006, a former ally-turned-enemy, only James Bond can save the world from an awesome space weapon that -- in one short pulse -- could destroy the earth! As Bond squares off against his former compatriot, he also battles Trevelyan's stunning ally, Xenia Onatopp, an assassin who uses pleasure as her ultimate weapon.",26.754,6.9,2969,False
3640,585216,Escape Room: Tournament of Champions,2021-07-01,"Six people unwittingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive as they discover all the games that they've played before.",148.024,6.9,829,False
3641,417670,Loro 1,2018-04-24,"""Loro"", in two parts, is a period movie that chronicles, as a fiction story, events likely happened in Italy (or even made up) between 2006 and 2010.  ""Loro"" wants to suggest in portraits and glimps, through a composite constellation of characters, a moment in history, now definitively ended, which can be described in a very summary picture of the events as amoral, decadent but extraordinarily alive.  Additionally, ""Loro"" wishes to tell the story of some Italians, fresh and ancient people at the same time: souls from a modern imaginary Purgatory who, moved by heterogeneous intents like ambition, admiration, affection, curiosity, personal interests, establish to try and orbit around the walking Paradise that is the man named Silvio Berlusconi.",9.094,6.9,472,False
3642,85889,Filth,2013-09-23,A bigoted junkie cop suffering from bipolar disorder and drug addiction manipulates and hallucinates his way through the festive season in a bid to secure promotion and win back his wife and daughter.,8.928,6.9,1337,False
3643,44835,Hesher,2010-01-22,A young boy has lost his mother and is losing touch with his father and the world around him. Then he meets Hesher who manages to make his life even more chaotic.,7.844,6.9,495,False
3644,2300,Space Jam,1996-11-15,"Jokes fly as the Tune Squad takes on the Nerdlucks in a hardcourt game to decide if the Looney Tunes remain here... or become attractions at a far-off galactic off-ramp called Moron Mountain. The Nerdlucks have a monstrous secret weapon: they've stolen the skills of top NBA stars like Charles Barkley and Patrick Ewing and become Monstars. But that's not all, folks. The Tune Squad’s secret weapon just happens to be the finest player in this or any other universe. He's outta this world. So's the fun.",45.04,6.9,4848,False
3645,181886,Enemy,2013-12-31,A mild-mannered college professor discovers a look-alike actor and delves into the other man's private affairs.,18.176,6.9,4580,False
3646,67660,Think Like a Man,2012-04-16,"The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",13.643,6.9,691,False
3647,8953,Steamboy,2004-07-17,"After receiving a package from his grandfather, Ray, a young inventor who lives in England during the mid-19th century, finds himself caught in the middle of a deadly conflict related to a revolutionary advance in steam power.",17.965,6.9,272,False
3648,7874,Black Snake Moan,2006-12-31,"A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, is looking everywhere for love, but never quite finding it.",17.509,6.9,659,False
3649,522098,Babyteeth,2020-06-19,A terminally ill teen upsets her parents when she falls in love with a small-time drug dealer.,10.123,6.9,204,False
3650,51999,Perfect Sense,2011-09-29,"In Glasgow, Scotland, while a mysterious pandemic begins to spread around the world, Susan, a brilliant epidemiologist, falls in love with Michael, a skillful cook.",10.662,6.9,883,False
3651,22971,Dear John,2010-02-04,"While Sergeant John Tyree is home on two weeks leave from Germany, he meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off a pier. John eventually falls in love with Savannah, who promises to write to him until he returns from overseas.",16.747,6.9,3609,False
3652,11087,The Hand that Rocks the Cradle,1992-01-10,"A suburban family chooses seemingly sweet Peyton Flanders as their newborn's nanny. Only much later does the infant's mother, Claire Bartel, realize Peyton's true intentions -- to destroy Claire and replace her in the family. The nail-biting suspense builds quickly in this chilling psychological thriller about deception and bitter revenge.",10.397,6.9,641,False
3653,2462,Hibernatus,1969-09-10,"The frozen body of Paul Fournier is discovered in Greenland where he had disappeared during a scientific expedition in 1905. Perfectly conserved he is brought back to life in the 1960s. His descendants take care of him: to spare him the cultural shock they behave so to make believe it's 1905 and they are his cousins, uncle...",6.307,6.9,338,False
3654,645710,The Voyeurs,2021-08-25,"A young couple, find themselves becoming interested in the sex life of their neighbors across the street. What starts as an innocent curiosity turns into an unhealthy obsession.",73.401,6.8,311,False
3655,614292,Bad Tales,2020-06-15,"In a small suburb on the outskirts of Rome, the cheerful heat of summer camouflages a stifling atmosphere of alienation. From a distance, the families seem normal, but it’s an illusion: in the houses, courtyards and gardens, silence shrouds the subtle sadism of the fathers, the passivity of the mothers and the guilty indifference of adults. But it’s the desperation and repressed rage of the children that will explode and cut through this grotesque façade, with devastating consequences for the entire community.",6.763,6.9,422,False
3656,470229,Summer of 84,2018-08-10,"Summer is usually a time for fun and games, but some teens get much more danger than they bargained for after beginning to suspect their neighbor is a serial murderer.",14.378,6.9,937,False
3657,24752,Dragon Ball Z: Cooler's Revenge,1991-07-20,"After defeating Frieza, Goku returns to Earth and goes on a camping trip with Gohan and Krillin. Everything is normal until Cooler - Frieza's brother - sends three henchmen after Goku. A long fight ensues between our heroes and Cooler, in which he transforms into the fourth stage of his evolution and has the edge in the fight... until Goku transforms into a Super Saiyan.",119.116,6.9,445,False
3658,6399,Who Finds a Friend Finds a Treasure,1981-12-09,"Alan gets a map to some war treasure which the Japanese army left behind on a small Pacific island at the end of World War II. But some gangsters try to steal the map from him and so he hides on Charlie's boat which just leaves the harbor. He manipulates the ship's compass so that Charlie is not aware that he is sailing to the treasure island. But when they step on the island, they discover that it is not as abandoned as they believed: there are some natives - and a Japanese soldier still defending the treasure",11.891,6.9,461,False
3659,525661,Bombshell,2019-12-13,Bombshell is a revealing look inside the most powerful and controversial media empire of all time; and the explosive story of the women who brought down the infamous man who created it.,16.595,6.9,2250,False
3660,5889,Azumi,2003-05-10,"In war-torn Japan, the Tokugawa Shogun, desperate to restore peace to his people, orders the assassination of the hostile warlords. A beautiful young woman is raised from birth with nine other orphans, to become an assassin. Her name is Azumi, the ultimate assassin.",8.621,6.9,238,False
3661,364,Batman Returns,1992-06-19,"While Batman deals with a deformed man calling himself the Penguin, an employee of a corrupt businessman transforms into the Catwoman.",38.804,6.9,4925,False
3662,524216,The Mortuary Collection,2020-10-08,"In the phantasmagorical town of Raven's End, a misguided young girl takes refuge in a decrepit old mortuary. The eccentric undertaker chronicles the strange history of the town through a series of twisted tales, each more terrifying than the last, but the young girl's world is unhinged when she discovers that the final story... is her own.",49.518,6.9,254,False
3663,260514,Cars 3,2017-06-15,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",107.745,6.9,4293,False
3664,83542,Cloud Atlas,2012-10-26,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",28.159,6.9,5950,False
3665,22051,Adam,2009-07-07,"Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth.",8.499,6.9,331,False
3666,8366,Manitou's Shoe,2001-07-11,"Abahachi, Chief of the Apache Indians, and his blood brother Ranger maintain peace and justice in the Wild West. One day, Abahachi needs to take up a credit from the Shoshone Indians to finance his tribe's new saloon. Unfortunately Santa Maria, who sold the saloon, betrays Abahachi, takes the money and leaves. Soon, the Shoshones are on the warpath to get their money back, and Abahachi is forced to organize it quickly.",8.68,6.9,351,False
3667,920,Cars,2006-06-08,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",67.958,6.9,11157,False
3668,539892,Freaks,2019-09-13,"Kept locked inside the house by her father, 7-year-old Chloe lives in fear and fascination of the outside world, where Abnormals create a constant threat—or so she believes. When a mysterious stranger offers her a glimpse of what's really happening outside, Chloe soon finds that while the truth isn't so simple, the danger is very real.",48.434,6.9,789,False
3669,500475,SuperFly,2018-06-13,"Career criminal Youngblood Priest wants out of the Atlanta drug scene, but as he ramps up sales, one little slip up threatens to bring the whole operation down before he can make his exit.",18.476,6.9,294,False
3670,133121,Resident Evil: Damnation,2012-09-25,"U.S. federal agent Leon S. Kennedy sneaks into the ""East Slavic Republic"" to verify rumors that Bio-Organic Weapons (BOWs) are being used in the country's civil war, which the U.S. and Russia are making preparations to jointly intervene in. Right after his infiltration, the U.S. government orders him to leave immediately. Determined to uncover the truth, Leon ignores the order and enters the battlefield to end the chain of tragedies caused by the BOWs.",61.229,6.9,602,False
3671,1648,Bill & Ted's Excellent Adventure,1989-02-17,"Bill and Ted are high school buddies starting a band. They are also about to fail their history class—which means Ted would be sent to military school—but receive help from Rufus, a traveller from a future where their band is the foundation for a perfect society. With the use of Rufus' time machine, Bill and Ted travel to various points in history, returning with important figures to help them complete their final history presentation.",13.098,6.9,1335,False
3672,278927,The Jungle Book,2016-04-07,"A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan, Mowgli is forced to flee the jungle, by which he embarks on a journey of self discovery with the help of the panther, Bagheera and the free-spirited bear, Baloo.",48.178,6.9,6905,False
3673,86130,Pixie Hollow Games,2011-12-24,"Rosetta and new arrival Chloe band together to try to break the garden fairies' legendary losing streak in the Pixie Hollow Games, a sports spectacle filled with pixie pageantry, fantastic fairy events and hilarious surprises.",29.326,6.9,230,False
3674,72976,Lincoln,2012-11-09,"The revealing story of the 16th US President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",11.525,6.9,3091,False
3675,14900,The Great Muppet Caper,1981-06-26,"Kermit and Fozzie are newspaper reporters sent to London to interview Lady Holiday, a wealthy fashion designer whose priceless diamond necklace is stolen. Kermit meets and falls in love with her secretary, Miss Piggy. The jewel thieves strike again, and this time frame Miss Piggy. It's up to Kermit and Muppets to bring the real culprits to justice.",8.794,6.9,205,False
3676,9476,A Knight's Tale,2001-05-11,"William Thatcher, a knight's peasant apprentice, gets a chance at glory when the knight dies suddenly mid-tournament. Posing as a knight himself, William won't stop until he's crowned tournament champion—assuming matters of the heart don't get in the way.",19.055,6.9,2367,False
3677,42188,Never Let Me Go,2010-03-18,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",14.606,6.9,1810,False
3678,14337,Primer,2004-10-08,"Friends and fledgling entrepreneurs invent a device in their garage which reduces the apparent mass of any object placed inside it, but they discover that it has some highly unexpected capabilities - ones that could enable them to do and to have seemingly anything they want. Taking advantage of this unique opportunity is the first challenge they face. Dealing with the consequences is the next.",18.679,6.9,1627,False
3679,12244,9,2009-08-19,"When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.",56.215,6.9,2803,False
3680,11170,We Are Marshall,2006-12-12,"When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive.",12.152,6.9,506,False
3681,9026,The Importance of Being Earnest,2002-05-17,"Two young gentlemen living in 1890s England use the same pseudonym (""Ernest"") on the sly, which is fine until they both fall in love with women using that name, which leads to a comedy of mistaken identities...",9.248,6.9,378,False
3682,335983,Venom,2018-09-28,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",440.664,6.9,12560,False
3683,15867,Interiors,1978-08-02,"When Eve, an interior designer, is deserted by her husband of many years, Arthur, the emotionally glacial relationships of the three grown-up daughters are laid bare. Twisted by jealousy, insecurity and resentment, Renata, a successful writer; Flyn, a woman crippled by indecision; and Joey, a budding actress; struggle to communicate for the sake of their shattered mother. But when their father unexpectedly falls for another woman, his decision to remarry sets in motion a terrible twist of fate…",6.956,6.9,254,False
3684,13435,Antwone Fisher,2002-12-19,"A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. Through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew.",10.244,6.9,349,False
3685,3683,Flags of Our Fathers,2006-10-18,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen - John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes - who fought in the battle to take Iwo Jima from the Japanese.",13.196,6.9,1397,False
3686,13192,Moonwalker,1988-10-29,"A movie that starts out with the ""Man in the Mirror"" music video, it then changes to a montage of video clips of Michael's career. Next comes a parody of his Bad video by children, and then Michael is chased by fans in a fantasy sequence. 2 more videos are shown, and then a movie in which Michael plays a hero with magical powers. In it he is chased by drug dealer Mr. Big and saves three children. Videos included in the movie are ""Smooth Criminal"" and ""Come Together"".",9.917,6.9,395,False
3687,614560,Mank,2020-11-13,1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.,12.756,6.9,1117,False
3688,326359,Frozen Fever,2015-03-09,"On Anna's birthday, Elsa and Kristoff are determined to give her the best celebration ever, but Elsa's icy powers may put more than just the party at risk.",55.202,6.9,1578,False
3689,187017,22 Jump Street,2014-06-05,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",59.592,6.9,6688,False
3690,13813,Defiance,2008-12-31,"Based on a true story, during World War II, four Jewish brothers escape their Nazi-occupied homeland of West Belarus in Poland and join the Soviet partisans to combat the Nazis. The brothers begin the rescue of roughly 1,200 Jews still trapped in the ghettos of Poland.",10.98,6.9,1375,False
3691,9314,Nineteen Eighty-Four,1984-10-10,George Orwell's novel of a totalitarian future society in which a man whose daily work is rewriting history tries to rebel by falling in love.,9.915,6.9,1022,False
3692,564,The Mummy,1999-04-16,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,44.008,6.9,7114,False
3693,619297,Sweet Girl,2021-08-18,"A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left, his daughter.",288.986,6.8,753,False
3694,297725,The Man Who Killed Don Quixote,2018-05-19,"Toby, a cynical film director finds himself trapped in the outrageous delusions of an old Spanish shoe-maker who believes himself to be Don Quixote. In the course of their comic and increasingly surreal adventures, Toby is forced to confront the tragic repercussions of a film he made in his idealistic youth.",14.496,6.8,810,False
3695,9778,Serendipity,2001-10-05,"Although strangers Sara and Jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter – but part company soon after. Years later, they each yearn to reunite, despite being destined for the altar. But to give true love a chance, they have to find one another again.",26.752,6.8,1482,False
3696,59967,Looper,2012-09-26,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",50.41,6.8,8624,False
3697,29702,Tenebre,1982-10-28,An American writer in Rome is stalked by a serial killer bent on harassing him while killing all people associated with his work on his latest book.,7.62,6.8,379,False
3698,10649,The Enforcer,1976-12-20,"Dirty Harry Callahan returns again, this time saddled with a rookie female partner. Together, they must stop a terrorist group consisting of angry Vietnam veterans.",10.84,6.8,609,False
3699,402,Basic Instinct,1992-03-20,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,33.027,6.8,2775,False
